"","X","id","source","year","company","capital","office","loc","lon","lat","yinc","locinc","role","simpname","lastname.x","firstname.x","middlename.x","edu","text","lastname.y","firstname.y","middlename.y","prof"
"156",39633,"amm39633","amm",1916,"COBALT REDUCTION CO., COBALT.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300-ton Custom Concentrating Mill and 175-ton Cyanide Plant.",NA,NA,NA,NA
"157",39722,"amm39722","amm",1916,"HARGRAVE SILVER MINES, LIMITED, GIROUX LAKE. FGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hargrave Mine. Silver. 400’ Shaft. Electric Power. 25 Men.",NA,NA,NA,NA
"158",40875,"amm40875","imm",1919,"(COMPAGNIE DES MINES D’AIN-BARBAR.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(COMPAGNIE DES MINES D’AIN-BARBAR.)",NA,NA,NA,NA
"159",40888,"amm40888","imm",1919,"LES ALMADEN MINE, LA REUNION CONSTANTINE. MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LES ALMADEN MINE, LA REUNION CONSTANTINE. MG",NA,NA,NA,NA
"160",40985,"amm40985","imm",1919,"MOKTA-EL-HADID MAGNETIC IRON MINERALS CO., CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOKTA-EL-HADID MAGNETIC IRON MINERALS CO., CH",NA,NA,NA,NA
"161",41133,"amm41133","imm",1919,"Controlled by Société Générale de Belgique, Brussels, and Tanganyika Concessions, Limited, London, England.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steam and Electric Power and Compressor Plants. 8 Steam Shovels.",NA,NA,NA,NA
"162",41459,"amm41459","imm",1919,"KANO (NIGERIA) TIN AREAS, LIMITED, ZARIA. LG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KANO (NIGERIA) TIN AREAS, LIMITED, ZARIA. LG",NA,NA,NA,NA
"163",41530,"amm41530","imm",1919,"Laws, Rumbold & Co., London, Consulting Engineers.",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,"Consulting Engineer","rumbol, r","rumbol","rumbold",NA,NA,"Laws, Rumbold & Co., London, Consulting Engineers.","ruggles","rumbold",NA,"Consulting Engineer"
"164",41572,"amm41572","imm",1919,"NIGERIA PROPRIETARY, LIMITED, BAUCHI. LG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NIGERIA PROPRIETARY, LIMITED, BAUCHI. LG",NA,NA,NA,NA
"165",41891,"amm41891","imm",1919,"LONDON & RHODESIAN MINING & LAND CO., LIMITED, CH",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,NA,NA,NA,NA,NA,NA,"LONDON & RHODESIAN MINING & LAND CO., LIMITED, CH",NA,NA,NA,NA
"166",42674,"amm42674","imm",1919,"NEw JAGERSFONTEIN MINING & EXPLORATION CO., LIMITED,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEw JAGERSFONTEIN MINING & EXPLORATION CO., LIMITED,",NA,NA,NA,NA
"167",42975,"amm42975","imm",1919,"GLYNN's LYDENBURG, LIMITED, G ROOTFONTEIN, SABIE. DH",NA,NA,"johannesburg ",28.0473051,-26.2041028,NA,NA,NA,NA,NA,NA,NA,NA,"Main Office, The Corner House, Johannesburg.",NA,NA,NA,NA
"168",43031,"amm43031","imm",1919,"KNIGHT CENTRAL, LIMITED, GERM ISTON, AH",NA,NA,"transvaal ",-81.1829373,43.2303525,NA,NA,NA,NA,NA,NA,NA,NA,"Organized, Transvaal, 1895. Capital, £900,000. Shares, £1.",NA,NA,NA,NA
"169",43046,"amm43046","imm",1919,"KNIGHTS DEEP, LIMITED, GERM ISTON. AH",NA,NA,NA,NA,NA,NA,NA,"General Manager","chalkley, g a","chalkley","guy","a",NA,"Guy A. Chalkley, E.M., Germiston, General Manager.","chalkley","guy","a","General Manager"
"170",43210,"amm43210","imm",1919,"Johannesburg Cons. Investment Co., Ltd., Secretary.",NA,NA,"johannesburg ",28.0473051,-26.2041028,NA,NA,"Secretary","cons, j","cons","johannesburg",NA,NA,"Johannesburg Cons. Investment Co., Ltd., Secretary.","conro","johannesburg",NA,"Secretary"
"171",43497,"amm43497","imm",1919,"Rand Mines, Limited, Johannesburg, Secretary.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shafts. Purchase Electric Power and Air.",NA,NA,NA,NA
"172",43720,"amm43720","imm",1919,"OLIEVEN TIN CO., LIMITED, OL1 EVEN BOSCH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OLIEVEN TIN CO., LIMITED, OL1 EVEN BOSCH",NA,NA,NA,NA
"173",43937,"amm43937","imm",1919,"Subsidiary of Coronation Collieries, Limited, Johannesburg.",NA,NA,NA,NA,NA,NA,NA,"Manager","dickson, p","dickson","peter",NA,NA,"Peter Dickson, Witbank, Colliery Manager.","dickson","peter",NA,"Manager"
"174",44258,"amm44258","imm",1919,"CHUNG YUAN MINING CO., JAI-MEl-SEN, HONAN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHUNG YUAN MINING CO., JAI-MEl-SEN, HONAN.",NA,NA,NA,NA
"175",44469,"amm44469","imm",1919,"SUNGEI GAU TIN MINING CO., LIMITED, BENTONG. MG",150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organized, Straits Settlements. Capital, $150,000. Shares, $10.00.",NA,NA,NA,NA
"176",44480,"amm44480","imm",1919,"TONG SHOON TIN MINING CO., BENTONG. FH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TONG SHOON TIN MINING CO., BENTONG. FH",NA,NA,NA,NA
"177",44596,"amm44596","imm",1919,"IPOH TIN DREDGING, LIMITED, LAHAT. EH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ipoh Tin Dredging Concession. 560 Acres.",NA,NA,NA,NA
"178",44657,"amm44657","imm",1919,"KINTA TIN MINES, LIMITED, GOPENG. EH",NA,NA,"england ",-1.1743197,52.3555177,NA,NA,NA,NA,NA,NA,NA,NA,"Organized, England, 1900. Capital, £120,000. Shares, £1.",NA,NA,NA,NA
"179",45853,"amm45853","imm",1919,"NETHERLANDS COLONIAL PETROLEUM CO., SAMARINDA, EH",2.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Organized, Holland, 1912. Capital, 25,000,000 Florins.",NA,NA,NA,NA
"180",45943,"amm45943","imm",1919,"MAMBULAO PLACER CO., MAM BULAO, AMBOS CAMARINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAMBULAO PLACER CO., MAM BULAO, AMBOS CAMARINES",NA,NA,NA,NA
"181",46287,"amm46287","imm",1919,"BARTLETT's MINES, LIMITED, YERRANDERIE. FG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steam Power Plant and Compressor. 50-ton Concentrating Mill. 50 Men.",NA,NA,NA,NA
"182",46515,"amm46515","imm",1919,"METAL MANUFACTURERS. LIMITED, PORT KEMBLA. AH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Manufacturers Copper Wire, Rods, Tubes, Sheets and Plates. 500 Men.",NA,NA,NA,NA
"183",46701,"amm46701","imm",1919,"TILLOCK SILVER MINES, N.L., HILLGROVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TILLOCK SILVER MINES, N.L., HILLGROVE",NA,NA,NA,NA
"184",47183,"amm47183","imm",1919,"VALE OF CLWYDD COAL & BRICK CO., LIMITED, LITH GOW. EH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vale of Clwydd Colliery. Steam-Electric (D.C.) Power. 150 Men.",NA,NA,NA,NA
"185",47186,"amm47186","imm",1919,"WALLARAH COAL CO., LIMITED, CATHERINE HILL BAY. DH",NA,NA,"england ",-1.1743197,52.3555177,NA,NA,NA,NA,NA,NA,NA,NA,"Organized, England, 1904. Capital, £120,000. Shares, £1.",NA,NA,NA,NA
"186",47348,"amm47348","imm",1919,"GLOBE MINE, REEFTON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLOBE MINE, REEFTON",NA,NA,NA,NA
"187",47352,"amm47352","imm",1919,"KOMATA REEFS GOLD MINING CO., LIMITED, ROMATA",NA,NA,"komata ",175.6618089,-37.3039394,NA,NA,NA,NA,NA,NA,NA,NA,"KOMATA REEFS GOLD MINING CO., LIMITED, ROMATA",NA,NA,NA,NA
"188",47396,"amm47396","imm",1919,"EARNSCLEUGH GOLD DREDGING CO., LIMITED, ALEXAN DRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EARNSCLEUGH GOLD DREDGING CO., LIMITED, ALEXAN DRA",NA,NA,NA,NA
"189",47502,"amm47502","imm",1919,"WESTPORT COAL CO., LIMITED, DENNISTON. DH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WESTPORT COAL CO., LIMITED, DENNISTON. DH",NA,NA,NA,NA
"190",47504,"amm47504","imm",1919,"WESTPORT COAL CO., LIMITED, DENNISTON. DH",NA,NA,"new zealand ",174.885971,-40.900557,NA,NA,NA,NA,NA,NA,NA,NA,"Organized, New Zealand, 1881. Capital, £500,000. Shares, £1.",NA,NA,NA,NA
"191",47774,"amm47774","imm",1919,"MOUNT ELLIOTT, LIMITED, SELwYN. BH",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,"Secretary","habben, e","habben","edwin",NA,NA,"Edwin Habben, London, Secretary.","haarhoff","edwin",NA,"Secretary"
"192",47922,"amm47922","imm",1919,"THERMO ELECTRIC ORE REDUCTION CO.,LTD., WOLFRAM. DH",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,NA,NA,NA,NA,NA,NA,"Main Office, 244 High Holborn, London, England.",NA,NA,NA,NA
"193",47942,"amm47942","imm",1919,"TYRCONNELL GOLD MINES, N.L., KINGSBOROUGH. FG",NA,NA,NA,NA,NA,NA,NA,"Manager","bentley, t","bentley","thomas",NA,NA,"Thomas Bentley, Mill Manager.","bentley","thomas",NA,"Manager"
"194",49030,"amm49030","imm",1919,"(Subsidiary of Tonopah Belmont Development Co., Philadelphia.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300-ton Concentrating Mill and Flotation Plant. 150 Men.",NA,NA,NA,NA
"195",49056,"amm49056","imm",1919,"(Subsidiary of Howe Sound Co., 734 Fifth Avenue, New York.)",NA,NA,NA,NA,NA,NA,NA,"General Manager",NA,NA,NA,NA,NA,"J. W. D. Moodie, Britannia Beach, V. P. and General Manager.",NA,NA,NA,NA
"196",49145,"amm49145","imm",1919,"CONSOLIDATED MINING & SMELTING CO. OF CANADA, LIMITED,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-ton Sulphuric Acid Plant and Hydrofluosilicic Acid Plant.",NA,NA,NA,NA
"197",50072,"amm50072","imm",1919,"GRASSELLI CHEMICAL CO., FLOWER STATION. AHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRASSELLI CHEMICAL CO., FLOWER STATION. AHD",NA,NA,NA,NA
"198",50397,"amm50397","imm",1919,"OPHIR COBALT MINES, LIMITED, COBALT. FGP",NA,NA,NA,NA,NA,NA,NA,"Consulting Engineer","neilly, b","neilly","balmar",NA,NA,"Balmar Neilly, Cobalt, Consulting Engineer.","neil","balmar",NA,"Consulting Engineer"
"199",50700,"amm50700","imm",1919,"YUKON COPPER CO., LIMITED, WHITE HORSE. DHD",NA,NA,"spokane ",-117.4260465,47.6587802,NA,NA,"General Manager","greenough, w d","greenough","wilbur","d",NA,"Wilbur D. Greenough, Spokane, Washington, General Manager.","greenhow","wilbur","d","General Manager"
"200",50760,"amm50760","imm",1919,"MATAQUESCUINTLA MINING Co., MATAQUESCUINTLA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MATAQUESCUINTLA MINING Co., MATAQUESCUINTLA,",NA,NA,NA,NA
"201",50805,"amm50805","imm",1919,"EDEN MINING CO., BLUEFIELDS. DH",NA,NA,NA,NA,NA,NA,NA,"Superintendent","sullivan, c","sullivan","clarke",NA,NA,"Clarke Sullivan, Mill Superintendent.","sulaicayo","clarke",NA,"Superintendent"
"202",51129,"amm51129","imm",1919,"FRANCO-BELGIAN METALLURGICAL CO., MORTAGNE, NORD. CH",NA,NA,NA,NA,NA,NA,NA,"General Manager","marchal, g","marchal","georges",NA,NA,"Georges Marchal, General Manager.","march","georges",NA,"General Manager"
"203",51554,"amm51554","imm",1919,"VATTERFJORD. MINE co., VAAGAN, NORTH LAND. FG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(A/S. VATTERFJORD GRUBER.)",NA,NA,NA,NA
"204",51738,"amm51738","imm",1919,"wol-FRAM MINING & SMELTING co., LIMITED, DH TORTOYENDO, BEIRA ALTA.",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,"Pres","phillips, m","phillips","marcus",NA,NA,"Marcus Phillips, London, President.","phillips","marcus",NA,"Pres"
"205",51805,"amm51805","imm",1919,"(COMPAGNIE FRANCAISE DES MINES DE BOR.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500-ton Smelting Plant–4 Blast Furnaces and Converter. 500 Men.",NA,NA,NA,NA
"206",51812,"amm51812","imm",1919,"AGUILAS CO., MAYOR 52, MADRID. CH",NA,NA,NA,NA,NA,NA,NA,"Consulting Engineer","gullon, e","gullon","eduardo",NA,NA,"Eduardo Gullon, Madrid, Consulting Engineer.","guise","eduardo",NA,"Consulting Engineer"
"207",51997,"amm51997","imm",1919,"(CIE. FRANCO-ESPANOLA DE LA MINES DE AZUFRE DE LORCA.)",6e+05,NA,"paris ",2.3522219,48.856614,NA,NA,NA,NA,NA,NA,NA,NA,"Main Office, 56 Rue de Assas, Paris. Capital, 600,000 Francs.",NA,NA,NA,NA
"208",52298,"amm52298","imm",1919,"SPANISH UNION EXPLOSIVES CO., CALANAS, HUELVA. DH",NA,NA,NA,NA,NA,NA,NA,"Mine Manager","urgangaray, m","urgangaray","manuel",NA,NA,"Manuel Urgangaray, Miers, Mine Manager.","urewdson","manuel",NA,"Mine Manager"
"209",52388,"amm52388","imm",1919,"ARGON ESA MINES CO., TIERGA, ZARAGOZA. EG",NA,NA,NA,NA,NA,NA,NA,"General Manager","canero, d g","canero","de","galvez",NA,"Augusto de Galvez Canero, Tierga, General Manager.","canfield","de","galvez","General Manager"
"210",52664,"amm52664","imm",1919,"VIZCAYA BLAST FURNACE CO., BILBAO. AH",NA,NA,NA,NA,NA,NA,NA,"Manager","motrico, c d","motrico","conde","de",NA,"Conde de Motrico, Baracaldo, Manager Baracaldo Plant.","mossamedes","conde","de","Manager"
"211",53050,"amm53050","imm",1919,"CARROCK SYNDICATE, LTD., TROUTBECK, CUM BERLAND. FG",NA,NA,NA,NA,NA,NA,NA,"Mine Manager","turner, g e","turner","g","e",NA,"G. E. Turner, Troutbeck, Penrith, Mine Manager.","turner","giles","e","Mine Manager"
"212",53349,"amm53349","imm",1919,"Bewick, Moreing & Co., General Managers.",NA,NA,NA,NA,NA,NA,NA,"General Manager","morein, m","morein","moreing",NA,NA,"Bewick, Moreing & Co., General Managers.","morcin","moreing",NA,"General Manager"
"213",54176,"amm54176","imm",1919,"CINCO MINES CO., MAGDALENA. DHD",NA,NA,"magdalena ",-117.2867675,33.0526106,NA,NA,NA,NA,NA,NA,NA,NA,"CINCO MINES CO., MAGDALENA. DHD",NA,NA,NA,NA
"214",54364,"amm54364","imm",1919,"Limited, London, a Metallgesellschaft Subsidiary, 595 shares, and La denburg, Thalmann & Co., New York, 710 shares; portion of Laden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capitalization was increased from time to time, and at present is",NA,NA,NA,NA
"215",54725,"amm54725","imm",1919,"CAPILLITAS CONSOLIDATED MINES, LIMITED, CHUM BICHA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAPILLITAS CONSOLIDATED MINES, LIMITED, CHUM BICHA,",NA,NA,NA,NA
"216",54871,"amm54871","imm",1919,"LLALLAGUATIN CO., LLALLAGUA, UNC1A. CH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(COMPANIA ESTANIFERA DE LLALLAGUA.)",NA,NA,NA,NA
"217",55107,"amm55107","imm",1919,"Subsidiary of Braden Copper Mines Co., Equitable Bldg., New York.",NA,NA,"rancagua ",-70.7406259,-34.1701324,NA,NA,"General Manager","sorensen, s s","sorensen","s","severin",NA,"S. Severin Sorensen, Rancagua, General Manager.","sopper","s","severin","General Manager"
"218",55689,"amm55689","imm",1919,"INTERNATIONAL PETROLEUM CO., LIMITED (OF CANADA), TALARA, AH PIURA.",NA,NA,"toronto ",-79.3831843,43.653226,NA,NA,NA,NA,NA,NA,NA,NA,"Main Office, 56 Church Street, Toronto, Ontario, Canada.",NA,NA,NA,NA
"219",55913,"amm55913","imm",1919,"TRINIDAD LEASEHOLDS, LIMITED, PORT OF SPAIN. AH",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,"Chairman","milner, t j","milner","thomas","j",NA,"Thomas J. Milner, London, Chairman.","milne","thomas","j","Chairman"
"220",56078,"amm56078","amm",1920,"SHELBY IRON CO., SHELBY. EGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200 HP. Steam Plant. 50 Charcoal Kilns. Machine Shop. 150 Men.",NA,NA,NA,NA
"221",56392,"amm56392","amm",1920,"CHITINA-KUSKULANA COPPER CO., STRELNA. MGP",5e+06,NA,NA,NA,NA,NA,"Wash",NA,NA,NA,NA,NA,NA,"Incorporated, Wash, 1916. Stock, $5,000,000. Shares. 50 Cents.",NA,NA,NA,NA
"222",57798,"amm57798","amm",1920,"MAYER ORE PURCHASING CO.,MAYER. LGP",3e+05,NA,"arizona ",-111.0937311,34.0489281,NA,"Arizona",NA,NA,NA,NA,NA,NA,"Incorporated, Arizona, 1917. Stock, $300,000. Shares, $1.00.",NA,NA,NA,NA
"223",57881,"amm57881","amm",1920,"MINES &. DEVELOPMENT CORPORATION, JOHNSON. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50 HP. (Iasolene Engine, Hoist and Compressor. Developing.",NA,NA,NA,NA
"224",57930,"amm57930","amm",1920,"NELLIE MINING CO., OLDTRAILS. MGP",1e+06,NA,"arizona ",-111.0937311,34.0489281,NA,"Arizona",NA,NA,NA,NA,NA,NA,"Incorporated, Arizona, 1915. Stock, $1,000,000, Shares, $1.00.",NA,NA,NA,NA
"225",57940,"amm57940","amm",1920,"NEVADA ARIZONA MINES CO., HACKBERRY. 123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50-ton Amalgamation-Concentration-Cyanide Mill",NA,NA,NA,NA
"226",58000,"amm58000","amm",1920,"OATMAN AMALGAMATED GOLD MINING CO., OATMAN. LGP",NA,NA,"oatman ",-114.3835698,35.0263915,NA,NA,"Superintendent","heusing, f","heusing","frederick",NA,NA,"Frederick Heusing. Oatman. Arizona, Superintendent.","hessert","frederick",NA,"Superintendent"
"227",58036,"amm58036","amm",1920,"OLD DOMINION COMPANY, GLOBE. I _ AHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OLD DOMINION COMPANY, GLOBE. I _ AHD",NA,NA,NA,NA
"228",58107,"amm58107","amm",1920,"PECK CONSOLIDATED SILVER MINES, PRESCOTT. LGP",NA,NA,"arizona ",-111.0937311,34.0489281,NA,NA,NA,NA,NA,NA,NA,NA,"C. C. Barclay, Douglas, Arizona, Supply Agent.",NA,NA,NA,NA
"229",58839,"amm58839","amm",1920,"EVERTON MINING 6. DEVELOPMENT CO., EVERTON. MGP",NA,NA,"new york ",-74.0059728,40.7127753,NA,NA,NA,NA,NA,NA,NA,NA,"Oflice, 71 West 23rd Street, New York.",NA,NA,NA,NA
"230",59410,"amm59410","amm",1920,"MORINGTON MINING CO., ENTERPRISE. . MGP",NA,"Pacific Building, San Francisco","san francisco ",-122.4194155,37.7749295,NA,NA,NA,NA,NA,NA,NA,NA,"Office, 617 Pacific Building, San Francisco, California.",NA,NA,NA,NA
"231",59736,"amm59736","amm",1920,"(Subsidiary of California Exploration CO., Limited, London.)",NA,NA,"london ",-0.1277583,51.5073509,NA,NA,"Chairman","richards, d","richards","david",NA,NA,"David Richards, London, Chairman; F. A. Crew, London. Secretary.","richards","david",NA,"Chairman"
"232",59873,"amm59873","amm",1920,"SHASTA DREDGING CO., COTTONWOOD. FGP",3365000,NA,"california ",-119.4179324,36.778261,NA,"California","Pres","francisco, s","francisco","san",NA,NA,"Incorporated, California, 1905. Stock, 3365.000. Shares, 81.00. J. F. Newsom, San Francisco. President; R. F. Lewis, Secretary.","francisco","san",NA,"Pres"
"233",60289,"amm60289","amm",1920,"YUBA DEVELOPMENT CO., BRANDY CITY. FHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandy City Hydraulic Mines. Hydraulic and Drift.",NA,NA,NA,NA
"234",60313,"amm60313","amm",1920,"AKRON MINES, WHITE PINE. FGP",NA,NA,"colorado ",-105.7820674,39.5500507,NA,NA,"Superintendent","towne, j l","towne","j","l",NA,"J. L. Towne, White Pine, Colorado, Mine Superintendent.","towne","john",NA,"Superintendent"
"235",60443,"amm60443","amm",1920,"BEZANT GOLD MINING CO., CENTRAL CITY. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0. J. Duffie-Id, President and Manager: L. A. Duifield, Secretary.",NA,NA,NA,NA
"236",60479,"amm60479","amm",1920,"BOLIVAR M. a. TUNNEL TRANSPORTATION CO., MONTEZUMA.",NA,NA,NA,NA,NA,NA,NA,"Pres","wuerth, f e","wuerth","f","e",NA,"F. E. Wuerth, President; T. G. Sortar, Secretary and Treasurer.","wuirina","f","e","Pres"
"237",60487,"amm60487","amm",1920,"BOREN GULCH GOLD MINING CO., LA PLATA. 123",NA,"I enham Building, Denver","denver ",-104.990251,39.7392358,NA,NA,NA,NA,NA,NA,NA,NA,"Office, I)enham Building, Denver, Colorado.",NA,NA,NA,NA
"238",60666,"amm60666","amm",1920,"CONSOLIDATED LEASING CO., ELDORA. 456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONSOLIDATED LEASING CO., ELDORA. 456",NA,NA,NA,NA
"239",61147,"amm61147","amm",1920,"JESSIE CONSOLIDATED MINES CO., BRECKENRIDGE. LGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gold-Silver-Lead-Zinc. Adits. Electric Power and Compressor.",NA,NA,NA,NA
"240",61271,"amm61271","amm",1920,"(Subsidiary of American M. & P. Co., 40 Exchange FL, New York.)",1e+05,NA,"new york ",-74.0059728,40.7127753,NA,"New York",NA,NA,NA,NA,NA,NA,"Incorporated. New York, 1919. Stock, $100,000. Shares, $1.00.",NA,NA,NA,NA
"241",61689,"amm61689","amm",1920,"(Subsidiary of Metals Exploration Co., Equitable Building, N. Y.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crusher, Set of Roll and Ball Mill—",NA,NA,NA,NA
"242",62112,"amm62112","amm",1920,"VANADIth MINES. VANADIUM. COLORADO.",NA,NA,"placerville ",-120.798546,38.7296252,NA,NA,NA,NA,NA,NA,NA,NA,"Bear Creek, Fall Creek and Placerville Roscoelite Mines.",NA,NA,NA,NA
"243",62200,"amm62200","amm",1920,"WESTERN ZINC OXIDE CO.,LEADVILLE. DHD",NA,NA,"leadville ",-106.2925238,39.2508229,NA,NA,"Superintendent","mcdonald, j b","mcdonald","j","b",NA,"J. B. McDonald, Leadville, Colorado, Superintendent.","mcdonald","james",NA,"Superintendent"
"244",62713,"amm62713","amm",1920,"ROCKY MOUNTAIN FUEL CO., FOSTER BDG., DENVER. DGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Continued from foot of Preceding Page.)",NA,NA,NA,NA
"245",62744,"amm62744","amm",1920,"ROCKY MOUNTAIN FUEL CO., FOSTER BDG., DENVER. DGD",NA,NA,"marion ",-88.9331256,37.7306054,NA,NA,"Supt","colliery, m","colliery","marion",NA,NA,"Marion Colliery, Carbondale, Col. John Featherstone. Supt.","colliery","marion",NA,"Supt"
"246",62760,"amm62760","amm",1920,"ROYAL FUEL CO., AGUILAR, LAS ANIMAS CO. LFS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pick Mining. Horse Haulage. Jeffrey Fan. Shaking Screens. 100 Men.",NA,NA,NA,NA
"247",62825,"amm62825","amm",1920,"VICTOR AMERICAN FUEL CO., DENVER. AHD",NA,NA,"denver ",-104.990251,39.7392358,NA,NA,"Pres","huff, w h","huff","w","h",NA,"W. H. Huff, Denver, Colorado, President.","hudson","william",NA,"Pres"
"248",63416,"amm63416","amm",1920,"GOLD HUNTER MINING &.SMELTING CO., MULLAN. CHD",NA,NA,NA,NA,NA,NA,NA,"Superintendent","almquist, g","almquist","gustave",NA,NA,"Gustave Almquist. Mullan, Idaho, Mill Superintendent.","almond","gustave",NA,"Superintendent"
"249",63483,"amm63483","amm",1920,"HIGHLAND SURPRISE CONS. MINING CO., MASONIA. FGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120 HP. Steam Power and Compressor. Crusher and Chilean Mill——",NA,NA,NA,NA
"250",63568,"amm63568","amm",1920,"LAKEVIEW SILVER MINE$C0., LAKEVIEW. MGP",NA,NA,NA,NA,NA,NA,NA,"Secretary","fennell, c g","fennell","cecil","g",NA,"Cecil G. Fennell, 5858 Julian Ave, St. Louis, Secretary.","fells","cecil",NA,"Secretary"
"251",63576,"amm63576","amm",1920,"LATEST OUT MINING G. SMELTING CO., GILMORE. FGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATEST OUT MINING G. SMELTING CO., GILMORE. FGP",NA,NA,NA,NA
"252",63601,"amm63601","amm",1920,"LINFOR COPPER CO., LINFOR. MGP",NA,NA,"kellogg ",-96.073667,41.311697,NA,NA,"Pres","beaudry, w a","beaudry","william","a",NA,"William A. Beaudry, Kellogg, Idaho, President and Manager.","beauchemin","william","a","Pres"
"253",64156,"amm64156","amm",1920,"PHOENIX MINING <5.MILLING CO.,",NA,NA,"phoenix ",-112.0740373,33.4483771,NA,NA,NA,NA,NA,NA,NA,NA,"PHOENIX MINING <5.MILLING CO.,",NA,NA,NA,NA
"254",64563,"amm64563","amm",1920,"GRASSELLI CHEMICAL CO., TERRE HAUTE. AHD",NA,NA,NA,NA,NA,NA,NA,"Vice","grasselli, e r","grasselli","e","r",NA,"E. R. Grasselli, Vice Pres. and Treas.; E. R. Bailey, Secretary.","grant","e","r","Vice"
"255",64728,"amm64728","amm",1920,"QUEEN ESTHER MINING CO., BAXTER SPRINGS. FGP",NA,NA,"oklahoma ",-97.5164276,35.4675602,NA,NA,NA,NA,NA,NA,NA,NA,"Offices: Cosden Bdg., Tulsa, Oklahoma; Joplin, Missouri.",NA,NA,NA,NA
