"","loc","lon","lat"
"328","c o f dillon esq i upper pi iilimore gardens london w",-0.1277583,51.5073509
"329","tracey devonshire",NA,NA
"330","teciinicai college harris street sydney",151.2088226,-33.862716
"331","halryn mines holywell north wales",-3.1845501,53.2322408
"333","i vauxhall",NA,NA
"334","belvedere brsnop auckland durham and the grammar",-1.678788,54.663822
"336","which post he occupied until his death on october th",NA,NA
"338","tl ie museum kingston jamaxca west inmes",-76.7896807,17.9664714
"339","cornbrook street old",-2.2609099,53.4631406
"340","formerly proprietor of lead works near sheflield",-1.470085,53.381129
"341","his forty fifth year",NA,NA
"342","menai bridge anglesea",-4.165577,53.222607
"343","appointed inspector of mines malay peninsula",99.5450974,8.7158321
"344","sloane",-96.841163,33.0250996
"345","gardens london sw",-0.179165,51.506987
"346","buckley wells bury lancashire",-2.3055041,53.5889798
"347","millaquin refinery bundaberg queensland",152.3509714,-24.8669736
"348","souti i wes r london polytechnic chelsea london sw",-0.1308206,51.5229378
"350","royai college or science south kensinoton london sw",-0.1748772,51.4987997
"351","indian army retired",NA,NA
"352","hodgkinson prize",NA,NA
"355","vulcan iron wori s bradford",124.8955195,1.6228606
"356","w dmore brom ley kent",0.013156,51.406025
"357","address c o the geoiogical society london sw",-0.1277583,51.5073509
"358","cro viwell houses souru",NA,NA
"359","kensington london sw",-0.1938253,51.4990805
"360","and afterwards an oflicer of the geological survey of india",NA,NA
"361","buluwayo british sour africa",28.626479,-20.1325066
"363","hun rsvnle alabama usa permanent address c o arthur",-86.902298,32.3182314
"364","west aerica and c o h m colonial office downmc",NA,NA
"365","street lonnon sw",-123.3631355,42.3960796
"366","havelock terrace paisley roan glasgow",-4.440114,55.847258
"368","consulting engineer to the seine river gold mines ontario",-85.323214,51.253775
"369","great win",-77.5635599,43.2031446
"370","chester street london ec",-0.1501239,51.4992766
"372","and the sub nigel gold mining co ltd",NA,NA
"373","po box",-95.9339154,36.7403393
"374","oi iam iesi urc sar",NA,NA
"375","member of the firm of messrs j c and j field",NA,NA
"376","sometime at the blanavon iron works died about",-3.0885811,51.7772327
"377","c o langlaagte royal gold mining co j iannesburo sar",NA,NA
"378","donegal place belfast",-5.9302922,54.5981086
"379","newington colleoe stanmore new sout i wales",151.1631472,-33.8980016
"380","east grinstead sussex forsyth",-0.014468,51.128742
"381","university college dundee",-2.981146,56.4568018
"382","chemistry and metallurgy at the intermediate technical school swansea",-3.943646,51.62144
"383","halewood l verpool",-2.8209749,53.370573
"384","ditton near widnes",-2.7560109,53.372024
"385","escote kew gardens surrey",-0.295573,51.4787438
"386","assistant science master central science school sheffield",-1.493283,53.3815448
"387","orchard lane sheffield",-1.4717697,53.3813413
