"","loc","lon","lat"
"1078","for health reasons",NA,NA
"1079","hm dockyard portsmouth",-1.1094659,50.800531
"1080","admiralty chemist",-118.4418824,33.9827329
"1081","assistant demonstrator rsm",NA,NA
"1082","sons ltd",-83.3083214,39.7610366
"1083","ashanti w africa",34.508523,-8.783195
"1084","surveyor and assistant",NA,NA
"1086","rua visconde de inhauma",-43.1787417,-22.8995928
"1087","private survey practice",NA,NA
"1088","lochaber street cardiff",-3.1670859,51.4961941
"1089","and art dept",-94.577364,39.0355698
"1090","and steel inst",-77.0104605,38.898431
"1091","patent office council",NA,NA
"1092","government assayer zululand",31.4456179,-27.8872252
"1093","nondweni zululand",NA,NA
"1095","dalmeny barclay road",NA,NA
"1096","elm croft tottenham lane",-0.1161202,51.5841174
"1097","highfield road luton",-0.4381555,51.8873955
"1098","th º",NA,NA
"1099","church street chelsea",-84.0203637,42.3199346
"1100","kensington place clifton",-2.615825,51.4566731
"1101","and art department",-97.7329957,30.2862557
"1102","charterhouse science school",-0.6219691,51.1966247
"1103","at the polytechnic",NA,NA
"1104","chelsea brompton and",NA,NA
"1105","assayer and analyst",NA,NA
"1106","gold mining co",-116.5951343,33.0818426
"1107","editor financial record",NA,NA
"1108","mines regulation acts",NA,NA
"1109","south african companies",30.9579517,-29.9434654
"1110","consulting mining engineer",-79.3773704,43.65048
"1111","range",-95.7715873,37.1501885
"1112","to technical societies",-77.2763485,38.8622744
"1113","salisbury house london",-0.0874677,51.5174303
"1114","north street westminster",-0.127115,51.4966101
"1115","tung wen kuan",NA,NA
"1116","assistant chemist",NA,NA
"1117","s manager",NA,NA
"1118","elswick works newcastle",-1.647687,54.9676013
"1119","of his death",NA,NA
"1122","the mining magazine",-87.3973197,46.5436564
"1123","press of mining",-81.326627,41.709993
"1124","in a mine",NA,NA
"1125","of observation",NA,NA
"1127","of steel works",-96.7103417,40.8119879
"1128","links end ashford middlesex",-0.4552643,51.4274516
"1129","to chinese government",-77.0663637,38.9428097
"1131","mining co bechuanaland",NA,NA
"1132","kingsley hoard mine bindura",31.3198491,-17.3013059
"1133","presidency college calcutta",88.3623245,22.5763122
"1136","o cadet unit",NA,NA
"1137","demobilised march",NA,NA
"1138","engineering co hounslow",-0.3745401,51.4849357
"1139","metallurgist and analyst",NA,NA
"1140","ltd putney",-70.2583003,43.6576977
"1141","boundary com mission",-90.3406778,38.6467169
"1142","minière de guinée",-13.661126,9.564687
"1143","la haute guinée",-9.696645,9.945587
"1144","of africa ltd",32.5986669,0.3157639
"1145","po box brakpan",28.36268,-26.23717
"1146","died about",NA,NA
"1147","naval architecture",-71.9757648,41.3431697
"1148","chemistry camb",0.1262649,52.1976223
"1149","researches etc upon",NA,NA
"1151","of gwalia waus",121.333554,-28.9194201
"1152","ltd gold coast",-73.324468,40.8409102
"1153","general manager the société",NA,NA
"1154","manager in usa",NA,NA
"1155","clanricarde gardens london",-0.1932963,51.5104539
"1157","syndicate lithgow nsw",150.1570173,-33.4827345
"1158","co nelson nz",173.2499661,-41.2806843
"1159","metallurgy arsm",NA,NA
"1160","po box gpo",NA,NA
"1162","manager hutti",76.647047,16.1977046
"1164","box langlaagte transvaal",NA,NA
"1165","niger co ltd",NA,NA
"1166","sunderland terrace bayswater",-0.1907345,51.5169344
"1167","managing director of the",-75.1644061,39.9540978
"1168","manager kabin syndicate",NA,NA
"1169","general manager climax rock",NA,NA
"1170","st michael",-94.8513428,37.5112316
"1171","mines in alsace",7.1359929,48.2135919
"1172","hill gold mine",-80.343718,35.5129693
"1173","agency west africa",-87.793129,41.9088489
"1174","manor farm claverton near",-2.3112296,51.3800452
"1175","h l sulman",NA,NA
"1176","tin dredging ltd",NA,NA
"1177","borneo co ltd ipoh",114.5548495,0.9618834
"1178","in assaying rsm",NA,NA
"1179","honours associateship",NA,NA
"1180","steel inst",-77.0104605,38.898431
"1181","in metallurgy rsm",NA,NA
"1182","inst of chemistry",-89.4046745,43.0728277
"1183","of ores etc",NA,NA
"1184","solidated mines ltd",-79.3833984,43.6498994
"1185","mining co serbia",20.4763894,44.8117076
"1187","london wall buildings",-0.0861347,51.5171938
"1189","rand club johannesburg",28.041293,-26.2058915
"1190","second street san",-122.3951604,37.7843099
"1191","hampstead way golders",-0.1837712,51.5676345
"1192","general consulting engineer",-78.8566555,38.444259
"1193","provincial assayer",NA,NA
"1194","in mining",-80.9986545,46.4928985
"1195","vancouver bc canada",-123.1207375,49.2827291
"1196","finsbury pavement house",-0.0859309,51.5186148
"1197","cremorne road chelsea",-0.1791997,51.4802118
"1199","on the continent",NA,NA
"1200","zinc mines",-85.936684,36.192152
"1201","claremont heaton road withington",-2.224935,53.4325963
"1202","mining machinery co",-84.5830392,39.214497
"1203","co ltd swaziland",31.291482,-26.516058
"1204","parkfield road liverpool",-2.9495274,53.3821563
"1205","katha upper burma",96.3305831,24.1821187
"1207","mines in corsica",9.360534,42.7397606
"1208","mining engineer worcester house",-71.8022934,42.2625932
"1209","iron works leeds",-1.5620953,53.7892862
"1211","hollyhurst shooters hill woolwich",0.0622551,51.46967
"1212","and the sudan",30.217636,12.862807
"1213","mines sarawak assistant",110.359751,1.54348
"1214","mill super intendent",-93.5321587,43.4154009
"1216","kepong selangor fms",101.6355931,3.213966
"1217","south bank terrace",-0.300738,51.3917313
"1218","bluebell cottage weston road",NA,NA
"1219","hm factory gretna",NA,NA
"1220","sylvan mount upper norwood",-0.0804351,51.4191198
"1221","royal school of mines",-0.1756911,51.4997627
"1222","clarence terrace regent",-0.1592691,51.5251227
"1223","yayoi cho hongo",NA,NA
"1224","solar physics commission",NA,NA
"1225","palace schools",-89.971095,30.03101
"1226","sussex road southport",-2.9845777,53.6446955
"1227","park avenue endcliffe",-1.5117022,53.3695425
"1228","champion reef mysore state",78.2594562,12.9404737
"1229","the rs mines",NA,NA
"1230","inspector of schools",-73.5508135,41.0376425
"1231","pembroke road clifton",-2.6164415,51.4619985
"1232","co nigel sar",NA,NA
"1233","nigel transvaal sar",NA,NA
"1234","port sudan",37.1901616,19.5903471
"1235","in cyprus",33.429859,35.126413
"1236","fairfield house maesteg glam",-3.6595001,51.6020078
"1237","and ramrama mines",NA,NA
"1238","mount nod road",-0.1201974,51.4355369
"1239","assayer",NA,NA
"1240","mint retired",NA,NA
"1241","exploration co ltd",-96.7752494,32.8386211
"1242","portuguese e africa",34.508523,-8.783195
"1243","burton court londonysw",-0.1594707,51.4885984
"1244","consd mines ltd",NA,NA
"1245","don bros buist",NA,NA
"1246","portuguese west africa",34.508523,-8.783195
"1247","direccao das obras publicas",NA,NA
"1248","isle of man",-4.548056,54.236107
"1249","co cal usa",-116.419389,34.9592083
"1250","mundoo island goolwa s",138.7783094,-35.4980286
"1251","oorgaum kolar gold field",78.2671922,12.952626
"1252","perak straits settlements",101.090109,4.5921126
"1253","at the rsm",NA,NA
"1254","march th",-117.2483703,33.9012637
"1255","and chemical industry",-89.6586533,39.7994549
"1256","of chemical works",-87.667621,41.889213
"1257","van ryn deep gold",NA,NA
"1258","southbrook road lee",0.009083,51.4510386
"1259","silver mine nsw",151.2120429,-33.8640311
"1260","bullen colliery nsw",150.056934,-33.272565
"1261","tin mines nsw",147.4774045,-35.8597068
"1262","a bensusan",NA,NA
"1263","coast of africa",-5.54708,7.539989
"1264","bessborough gardens westminster",-0.1304533,51.4890243
"1265","littleheath cobham surrey",-0.3746691,51.3314788
"1266","public analyst nz",NA,NA
"1267","pembridge mansions moscow",-0.190765,51.5123514
"1268","died in siam",NA,NA
"1269","m of m",-95.6163664,37.0373074
"1270","felhampton upton bishop herefordshire",-2.818753,52.481304
"1271","barkston gardens london",-0.1904211,51.4920169
"1272","and coal mines",-75.7151989,41.4166832
"1273","burma mines ltd",NA,NA
"1274","burma mines ltd namtu",97.3975845,23.0929613
"1275","under professor maskelyne",NA,NA
"1276","of several mines",NA,NA
"1277","silver mining co",-76.3572491,39.5230837
"1278","hill proprietary co",-104.880226,39.582507
"1279","oorgaum po mysore state",78.2671922,12.952626
"1280","partner in firm",NA,NA
"1281","muirlees harpenden herts",-0.358953,51.81846
"1282","west end haslemere surrey",-0.6604811,51.101261
"1283","engineers in wigan",-2.6861802,53.536715
"1284","sharpcliffe hall ipstones north",-1.9868865,53.0659338
"1285","ryan inyo county california",-116.669892,36.3226129
"1286","metropolitan gas referee",NA,NA
"1287","ltd w africa",3.8741258,7.3063478
"1288","co s africa",22.937506,-30.559482
"1289","and de crano",NA,NA
"1290","mining at rsm",NA,NA
"1291","and under ground",-96.25169,41.136822
"1292","mina santa rosa calafias",-122.7140548,38.440429
"1293","kingsbury lodge wilton wiltshire",-1.8625223,51.0795757
"1294","was carried on",NA,NA
"1295","ward street north",-72.0712163,42.2599162
"1296","s certificate",NA,NA
"1297","lime street london",-0.0823905,51.5124719
"1298","stoneleigh near bath",NA,NA
"1299","and quarry engineer",-122.2836561,37.5642538
"1300","salt co etc",NA,NA
"1301","mount park crescent",-0.3048054,51.5180643
"1302","africa died",34.508523,-8.783195
"1303","broadhurst gardens nw",-0.1854735,51.5465537
"1304","the same group",NA,NA
"1305","united university club pall",NA,NA
"1306","in umtali mashonaland",32.650351,-18.9757714
"1307","lombard street ec",-122.4018618,37.7903775
"1308","eastleigh mines klerksdorp",-1.374688,50.967182
"1309","bourke of pretoria",28.207466,-25.757807
"1311","metallurgy and explosives",NA,NA
"1312","especially complex ores",NA,NA
"1313","and obuassi mines",-1.6921037,6.172193
"1314","and fanti mines",-1.959178,5.353055
"1316","zambezia east africa",36.6093926,-16.5638987
"1318","w pearl street",-97.7972793,32.4421917
"1319","mining museum george street",-74.6052254,41.0832272
"1320","citizen building ottawa canada",-75.6899788,45.4212721
"1321","murray road wimbledon",-0.2199344,51.4222626
"1322","rio tinto huelva spain",-6.5962863,37.6927452
"1323","mill superintendent ditto",NA,NA
"1324","of matabeleland ltd",NA,NA
"1325","manager eldorado mine",-114.8036309,35.7099442
"1326","simoona mines",NA,NA
"1328","po box krugersdorp",27.7462838,-26.0982379
"1329","july th",-95.712891,37.09024
"1330","avonmore road west",-0.2063633,51.4945377
"1331","tongshan road shanghai",121.6537272,31.2782178
"1332","lidsey lodge bognor sussex",-0.6700211,50.8134962
"1333","of munitions",NA,NA
"1334","abbotsford malden surrey",-122.3044697,49.0504377
"1335","the crossways cranes park",-1.7736408,52.4573394
"1336","manor ranch windermere bc",-115.9886462,50.462525
"1337","maldonado madrid spain",-3.6794912,40.43372
"1338","collins house melbourne",144.9588057,-37.8175806
"1339","gold fields ltd",-79.3813893,43.6517287
"1340","co gold coast",-117.8482192,33.7185624
"1341","richmond villas swansea",-3.9631812,51.6197064
"1342","bruntsfield crescent edinburgh",-3.2035426,55.9362299
"1343","colliery durham",-1.331571,54.788061
"1344","cons gold fields",NA,NA
"1345","corporation works vereeniging",27.9014654,-26.5969312
"1346","tredegar iron works",-77.445781,37.535554
"1347","naval college greenwich",-0.0059154,51.4832059
"1348","erlscote ewell surrey",-0.2533376,51.3506319
"1349","to professor hofmann",NA,NA
"1350","journal of science",-87.5984632,41.7958154
"1351","bakerian lecture",NA,NA
"1352","died april",NA,NA
"1353","valverde del camino provincia",-6.753414,37.5746343
"1354","incandescent lamp factory",NA,NA
"1355","ladbroke grove london",-0.210156,51.5176239
"1356","cia exploradora de minas",-44.5550308,-18.512178
"1357","college in",-96.0219357,41.2399719
"1358","the following year",NA,NA
"1359","retired",-74.1980381,40.0903627
"1360","the croft coleraine road",0.0124538,51.4814981
"1361","ltd chirk denbighshire",-3.0567818,52.9322792
"1362","black park chirk denbighshire",-3.0405682,52.9546223
"1363","of engineering poona",-71.09416,42.360091
"1364","the assay office star",NA,NA
"1365","heath lodge hemel hempstead",-0.469772,51.756472
"1366","the parade barry",-3.288429,51.3919666
"1367","at pontardawe glam",-3.853215,51.720435
"1368","e riley esq",-74.117976,40.954303
"1369","minden boad anerley",-0.0649882,51.4116027
"1370","a robertson street hastings",0.5779519,50.8553155
"1371","mark lane deceased",NA,NA
"1372","surprise mine bc",-127.6476205,53.7266683
"1373","alpha street los",-118.1602846,34.0986017
"1374","wrekin house seven sisters",-0.0961361,51.5705191
"1375","pahang consolidated sungli lembing",103.0327402,3.914618
"1377","arizona state bureau of",-112.0732068,33.4486628
"1378","bhavnagar kathiawar india",70.9978713,20.749258
"1380","colman dsc phd",NA,NA
"1381","regent square london",-0.121173,51.5267044
"1382","scientific research fellow",NA,NA
"1383","northcote road bristol",-2.5454132,51.4587421
"1384","junior army and navy",-84.568126,42.700456
"1386","mayford road london",-0.1587986,51.4467676
"1387","palace court bayswater",-0.1919914,51.5110097
"1388","co mining dept",-104.985456,39.737099
"1389","the department of metallurgy",-111.8475978,40.766242
"1390","mundic synd collington",NA,NA
"1391","hillbrow billingshurst sussex",-0.8748151,51.0321238
"1392","syndicate s africa",NA,NA
"1393","kingsley clarence road teddington",-0.3329307,51.4230115
"1394","mining arsm aimm",NA,NA
"1395","wilton crescent sw",-0.1551186,51.5006472
"1396","little hawke",115.7619553,-32.0729683
"1397","trator mine surveying",NA,NA
"1398","creffield road ealing",-0.2846198,51.5124778
"1399","bartholomew terrace exeter",-3.536417,50.7212727
"1400","prize of books",-122.2442548,37.8798243
"1401","maharajah of kashmir",76.5761714,33.778175
"1402","afterwards of ladak",NA,NA
"1404","po box salisbury",-75.5849206,38.3691838
"1405","mount hope copper mine",145.8819289,-32.8312105
"1406","assistant superintendent",NA,NA
"1407","bulawayo rhodesia",28.626479,-20.1325066
"1409","cockle creek nsw",151.6235135,-32.9426653
"1410","richmond hill langley",-79.4402808,43.8828401
"1411","rand mines ltd",NA,NA
"1412","the th regiment",-95.712891,37.09024
"1413","macgregor in",-95.3563212,29.7102924
"1414","s hospital",-94.589457,39.048309
"1415","doornach marriott kop",-75.410805,40.0817193
"1416","hants county council",-1.3191911,51.06382
"1417","in engineering periodicals",NA,NA
"1418","university college southampton",-1.3957679,50.9037234
"1419","managing director john cochrane",NA,NA
"1420","works st petersburg",-82.655041,27.754827
"1421","steel co ltd",-98.4570312,29.3465172
"1422","adderley park rolling mills",-1.8560145,52.4832599
"1423","assistant inspector of mines",NA,NA
"1424","broad street place",-70.94167,42.21858
"1425","warrenton virginia usa",-77.7952712,38.7134516
"1428","ltd n nigeria",3.5570356,6.7774301
"1429","consolidated co fms",NA,NA
"1430","board of education",-95.635678,37.037666
"1431","kwahu and atabubu",-0.9844567,7.7541209
"1432","german boundary commission",NA,NA
"1433","public works department",-95.6157228,37.0372183
"1434","the roads department",-95.9363159,36.6840012
"1435","duluth minnesota usa",-92.1004852,46.7866719
"1436","nigel heidelberg sar",28.3841777,-26.4910013
"1437","melvill street booysens",28.0234662,-26.2377119
"1438","terminus chambers",NA,NA
"1440","cowles aluminium syndicate",NA,NA
"1441","metallurgist and assayer",NA,NA
"1442","victoria villa lorne",143.9715484,-38.5366556
"1443","ltd in sarawak",110.3592127,1.5532783
"1444","geology of siam",NA,NA
"1445","in jermyn street",-0.1364788,51.5085039
"1446","anthropological institute",-83.9395465,35.9409835
"1447","died dec",NA,NA
"1449","chamber of mines",28.0387622,-26.2075142
"1450","geological survey of india",-95.8665825,36.0557259
"1451","institute of chemistry",-80.4258715,37.2328827
"1452","chemistry and physics",-84.5039552,38.0357072
"1453","shooters hill road",-83.7095979,41.6669326
"1454","fifth year",NA,NA
"1455","on chemistry whit",-117.2409587,32.8755239
"1456","ministry of munitions",NA,NA
"1457","soap works irlam lancashire",-2.42142,53.444266
"1458","copper company dolgelly",-3.8844,52.74215
"1459","johannesburg transvaal",28.0016916,-26.2168494
"1460","the royal mint",-3.3887484,51.5542917
"1461","metallurgical dept rsm",NA,NA
"1462","buluwayo south africa",28.626479,-20.1325066
"1463","norfolk house laurence pountney",-0.0888444,51.5109073
"1464","assistant superintending engineer",NA,NA
"1465","mines ltd tarquah",-1.9930466,5.301832
"1466","tarquah gold coast colony",NA,NA
"1467","halkyn holywell north wales",-3.1845501,53.2322408
"1468","dean road willesden",-0.2246013,51.5483121
"1469","mining and metallurgy",-110.9531671,32.2333222
"1470","science and technology",-91.7756271,37.9537078
"1471","queen victoria street",-79.3348366,43.6771481
"1472","clogher co tyrone",-7.1645201,54.4143001
"1473","the dell northfield birmingham",-1.9880316,52.4245092
"1474","scholarship",-95.9964783,36.1592882
"1475","science scholarship",NA,NA
"1476","watt college edinburgh",-3.0796161,55.882567
"1477","society of scotland",-3.208492,55.945864
"1478","and east of",-97.2753077,37.6497156
"1479","kaduna syndicate nigeria",7.4165053,10.5104642
"1480","on the rand",-98.4934748,29.4262994
"1481","in surveying rsm",NA,NA
"1483","suffolks april",-72.6151169,40.9848784
"1484","the institution of mining",-106.905611,34.065993
"1485","assistant mining engineer",NA,NA
"1486","chemist and assayer",-73.9798349,40.7569247
"1487","sociedad esplotadora de caylloma",-71.601445,-15.6378116
"1489","thurlow park road",-0.0969519,51.4400022
"1490","a gold coast",153.4,-28.016667
"1491","marks s africa",NA,NA
"1492","lands and minerals",-92.9397751,47.4325162
"1493","consolidated lands ltd",NA,NA
"1494","consolidated oilfields refinery",NA,NA
"1495","chiciura oilfield roumania",NA,NA
"1496","berca oilfields roumania",26.683333,45.283333
"1497","aeronautical inspection dept",-92.2412692,34.727771
"1498","and petrol aid",NA,NA
"1499","highstead sittingbourne kent",0.7399922,51.3288489
"1500","has not practised",NA,NA
"1501","thurleigh road balham",-0.1582514,51.4520622
"1502","tin mines",-106.4880236,31.9359017
"1503","ltd to date",NA,NA
"1504","royal anthropological institute",-0.1400625,51.5237959
"1505","russell road kensington",-0.2093793,51.4981206
"1506","concession south africa",28.1605413,-26.213164
"1507","as chemist",NA,NA
"1508","chief chemist",NA,NA
"1509","p talbot",-71.1252755,41.6932286
"1510","general manager rio tinto",NA,NA
"1512","dutch west borneo",116.0814679,5.9951089
"1514","coldharbour lane brixton",-0.1029496,51.4656441
"1515","the chemical society",-77.0363503,38.9053363
"1516","the orchard chertsey surrey",-0.5059362,51.3956949
"1517","west coombe chagford devon",-3.8402649,50.673066
"1518","iron masters shropshire",-2.4834176,52.6133651
"1519","ltd perak fms",101.090109,4.5921126
"1520","langdale kirkby near liverpool",-2.8799288,53.4788587
"1521","carr mount ruswarp whitby",-0.6318278,54.4696562
"1522","aug th",NA,NA
"1523","batu gajah fms",101.04124,4.472081
"1524","wynaad co wynaad",76.0435787,11.6952228
"1525","rhodes reef wynaad",76.1319953,11.6853575
"1526","of mineral properties",-90.806248,39.6065498
"1527","at dover deceased",NA,NA
"1528","jack cos",NA,NA
"1529","quicksilver mines nz",NA,NA
"1530","co el oro",-119.0397305,46.9676426
"1531","co ltd sarawak",110.399908,1.569377
"1532","bancroft mitten road bexhill",0.4722735,50.8437298
"1533","east rand proprietary",28.3461948,-26.1777025
"1534","tronoh mines fms",100.993027,4.423069
"1535","fed council fms",NA,NA
"1536","fields of burma",NA,NA
"1537","scotland junior chemist",-4.2026458,56.4906712
"1538","merchant and agent",-79.6622954,43.5975197
"1539","whernside headingley leeds",-2.402527,54.2277395
"1540","ruislip teignmouth road cricklewood",-0.2166058,51.5504857
"1541","brabourne near ashford kent",1.00567,51.135957
"1542","messrs cox",NA,NA
"1543","siemens frs deceased",NA,NA
"1544","kuala lumpur selangor federated",101.686855,3.139003
"1545","imperial institute sk",-0.1748772,51.4987997
"1546","boxgrove st margarets",-0.7126677,50.8592851
"1547","cordoba copper co",NA,NA
"1548","ditton road surbiton",-0.3013209,51.3826191
"1549","argyle road saltcoats",-4.7890254,55.6384622
"1551","mining co burma",96.1378162,16.8792298
"1552","tenasserim lower burma",99.0115113,12.0896327
"1553","trading co singapore",103.8439529,1.2745039
"1554","the ranch misa street",NA,NA
"1555","in s africa",22.937506,-30.559482
"1556","county analyst",NA,NA
"1557","llwynypia colliery glam",-3.454214,51.632965
"1558","chappel ipoh fms",101.090106,4.597479
"1559","ltd tin mine",145.757888,-16.898277
"1560","mines ltd fms",NA,NA
"1561","clifton ashbourne derbyshire",-1.7526889,53.0017711
"1564","nightingale lane london",-0.156483,51.4506138
"1565","city road ec",-0.1020699,51.5306451
"1566","works rotherhithe se",-0.0411931,51.49629
"1567","wellington street glasgow",-4.2599031,55.8618594
"1569","chartfield avenue putney",-0.2260289,51.457482
"1570","treasury gold mine",NA,NA
"1571","newclare smelting works",NA,NA
"1572","mine w africa",-111.897812,40.76578
"1573","hm factory penrhyndendraeth",-4.067134,52.92924
"1574","clarence road devonshire",-78.5770812,42.982216
"1576","furze down the downs",-0.8919974,51.9437304
"1577","british american nickel corporation",NA,NA
"1578","alkali co ltd",NA,NA
"1579","knowsley road cressington",-2.914403,53.3572456
"1580","minas de rio tinto",-6.5962863,37.6927452
"1581","deep mine safrica",27.4306297,-26.4153845
"1582","british north borneo",NA,NA
"1583","lahore college deceased",74.3587473,31.5203696
"1584","consulting chemical engineer",-78.9218998,35.831874
"1585","mint bangkok siam",100.56971,13.7266909
"1586","schools from",-96.3958176,41.2406462
"1587","board of education whitehall",-86.3408433,43.4069673
"1588","new road water orton",-1.7373468,52.5175742
"1589","iron co ltd",-90.2489865,30.0052968
"1590","at darwen lancashire",-2.46874,53.695451
"1591","hollinsgrove darwen lancs",-2.4734702,53.7064837
"1592","metallurgist since",NA,NA
"1593","of chemical industry",-89.6586533,39.7994549
"1594","mines department tarquah via",NA,NA
"1595","dso with bar",NA,NA
"1596","with two bars",-110.0733891,46.425038
"1597","cyanides and ferrocyanides",NA,NA
"1598","of gold tailings",NA,NA
"1599","chromates and bichromates",NA,NA
"1600","canonbury park north",-0.0949409,51.54621
"1601","grube elisa alsace",7.4416241,48.3181795
"1602","mining co nsw",151.2108816,-33.877105
"1603","minerals exploration co",-79.3832231,43.649972
"1604","mining co borneo",115.5598402,-3.7007969
"1606","the van mine near",-3.5467332,52.4755788
"1607","estate gold mines",-106.7720891,32.2612959
"1608","willesden glass co",-0.2353089,51.547445
"1609","general consulting work",-73.990381,40.74456
"1610","salisbury house london wall",-0.0874677,51.5174303
"1611","iron mountain michigan usa",-88.0659603,45.8202334
"1612","bishopsgate ec",-0.0810585,51.5167977
"1613","camp hill maer staffordshire",-2.3245155,52.9595787
"1614","admiralty engineering laboratory",NA,NA
"1615","hm mint bombay",72.8371809,18.9336462
"1616","colliery since",NA,NA
"1617","stourbridge since",-2.148731,52.456891
"1618","wolverhampton street dudley",-2.0897038,52.5109588
"1619","rawson electricians",-87.9067371,42.915147
"1620","of munitions area",NA,NA
"1621","admont coed coch road",14.4614998,47.5729034
"1622","and later superintendent",NA,NA
"1623","survey of egypt",NA,NA
"1624","director geological survey of",-75.5567942,45.4062935
"1625","fairwarp forest drive kingswood",-0.2035289,51.2965918
"1626","chief chemist at works",NA,NA
"1627","assay office chester",NA,NA
"1628","science lecturer",NA,NA
"1630","casillas",-95.9888225,36.1527794
"1631","consulting chemist deceased",NA,NA
"1632","co waihi nz",175.8406072,-37.3912594
"1634","spruce street berkeley",-122.2667157,37.8889903
"1635","b jaya ram director",NA,NA
"1636","coal trades review",NA,NA
"1637","merchant and shipper",NA,NA
"1638","journal and other",NA,NA
"1639","foundry manager coatbridge",-4.019337,55.862241
"1640","glenmavis airdrie",-3.996026,55.886356
"1641","eton college museum",-0.6113141,51.4909343
"1642","regio museo industriale italiano",14.2505254,40.8535985
"1643","ltd loughor glam",-4.067286,51.665095
"1644","end of",-74.4733275,40.7965446
"1645","thorsden guildford road woking",-0.5618002,51.3120927
"1647","tudor house king",NA,NA
"1648","copper co ltd",-73.5197951,45.5262246
"1649","straits settle ments",NA,NA
"1650","maude avenue beeston",-1.5531766,53.7742372
"1651","consulting mining engineer parliament",NA,NA
"1652","of mines fms",NA,NA
"1653","at ipoh perak",101.090106,4.597479
"1654","tin mines perak",101.1464618,4.32666
"1655","engineer in fms",-88.100914,30.669415
"1656","smelting co penang",100.3287506,5.4141307
"1657","eastern smelting co penang",100.3259961,5.4129546
"1658","gold mines ltd",-79.3799655,43.6474359
"1659","mining syndicate ltd",77.5789552,12.9841986
"1660","post graduate course",NA,NA
"1661","ennerdale ellesmere park eccles",-2.329437,53.4925703
"1662","demonstrator rsm surveying",NA,NA
"1663","hatherlow house romiley cheshire",-2.1001134,53.4106385
"1664","s dominions",NA,NA
"1665","gulbagh lane residency hyderabad",78.4776518,17.3890059
"1666","mining engineer bazaar road",NA,NA
"1667","cromwell road south",-0.1846011,51.4949409
"1668","man underground agent",NA,NA
"1669","grosvenor road highbury",-0.0914894,51.5492285
"1670","london wall ec",-0.0924676,51.5177579
"1671","derrylin oxton cheshire",-7.5714501,54.19624
"1672","co ltd deceased",NA,NA
"1673","mines perak fms",101.1669974,4.5245377
"1674","beeches road west",-1.9828059,52.5153216
"1675","west end wolsingham co",-1.8896882,54.7301359
"1676","aylestone park leicester",-1.135997,52.605084
"1677","knighton lane aylestone",-1.1398794,52.6098238
"1678","mining engineer newfoundland shipbuilding",-57.6604364,53.1355091
"1679","wycombe gardens golder",-0.1969139,51.5674096
"1681","assistant consulting engineer",-73.9896655,40.7498851
"1682","matabeleland south africa",29.0459927,-21.052337
"1683","the colenbrander development co",NA,NA
"1685","co nelson bc",-117.2909554,49.4938122
"1686","on the",-95.8786149,36.0603987
"1687","kelsterton hall flint north",NA,NA
"1688","old national bank",-87.548374,37.962608
"1689","institute renewed",NA,NA
"1690","morro velho villa nova",NA,NA
"1691","rand proprietary mines",NA,NA
"1692","shansi university tai yuan",112.5700854,37.8097105
"1693","to same firm",NA,NA
"1694","west africa",-2.4604145,13.531665
"1695","caixa postal rio",-43.1728965,-22.9068467
"1696","brookfield house longstanton cambridge",0.0444857,52.2842975
"1697","college of chemistry",-122.2560283,37.873109
"1698","church road richmond",-77.6192034,37.6317864
"1699","broken hill prop co",141.4539396,-31.9539135
"1700","experimental station",-87.5906017,41.7840479
"1701","co tavoy burma",98.193961,14.082769
"1702","mine gold coast",153.3560644,-28.0340349
"1703","award may",NA,NA
"1704","mentioned in despatches",NA,NA
"1705","bunhill row london",-0.0898267,51.5230794
"1706","of mines selangor",101.7186151,3.028268
"1707","hill propr co",-122.1443504,37.4191498
"1708","thatched house club st",NA,NA
"1709","minas de el centenillo",-3.729546,38.3377742
"1710","national provincial",NA,NA
"1711","co messrs thynne",NA,NA
"1712","to assayer etc",NA,NA
"1713","messrs james macdonald",NA,NA
"1714","mining co nz",NA,NA
"1715","mcgee avenue berkeley",-122.2773106,37.8689552
"1716","elm tree cottage radlett",-0.3173869,51.686808
"1717","kelantan malay states",102.238071,6.1253969
"1718","at arafo",-16.4214477,28.3385856
"1719","the canary islands",-16.6291304,28.2915637
"1720","puerto orotava teneriffe",-16.5357766,28.4115443
"1721","street place aimm",NA,NA
"1722","claremont road forest",0.0333401,51.5488816
"1723","co w africa",34.508523,-8.783195
"1724","metallurgist pierrefitte pyrenees",2.364077,48.967903
"1725","co co re",-94.6556964,39.0226626
"1726","june rd",-96.645487,32.7352607
"1728","joint manager of the",NA,NA
"1729","the government of",-81.180702,48.4989491
"1730","force and salonica",22.9444191,40.6400629
"1732","baltimore avenue kansas",-94.5870287,39.0614871
"1733","of cape breton",-60.851817,46.2486851
"1734","acadia coal co",NA,NA
"1735","stellarton nova scotia",-62.6603903,45.5567766
"1736","federated malay states",NA,NA
"1737","ipoh federated malay states",101.090106,4.597479
"1738","the royal mint bangkok",100.6169988,14.0096722
"1739","messrs marshall cotterell",NA,NA
"1740","various scientific subjects",NA,NA
"1741","st paul",-93.0899578,44.9537029
"1742","northbrook society cromwell",NA,NA
"1743","sudan government farm",NA,NA
"1744","farlie house beauly scotland",-4.4760274,57.475168
"1745","under prof frankland",NA,NA
"1746","brandram road lee",0.0009824,51.4607865
"1747","tavoy lower burma",98.193961,14.082769
"1748","limdi kui naka gopipura",72.8306941,21.1928956
