"","text","text2","degree","year","lastname","firstname","middlename","id","simpname","type","source","loc","lon","lat","country","org","edu","position"
"2921","B","","chemical engineer","1917","B",NA,"","2921","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2922"," 192o","","chemical engineer","1917","o",NA,"","2922","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2923"," Henry Edward Vollmers","Edward ","chemical engineer","1917","Vollmers","Henry","Edward ","2923","vollmers, h e","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2924"," A","","chemical engineer","1917","A",NA,"","2924","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2925","B","","chemical engineer","1917","B",NA,"","2925","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2926"," 192o","","chemical engineer","1917","o",NA,"","2926","o,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"2927"," Emile Edmond Gyss","Edmond ","engineer of mines","1923","Gyss","Emile","Edmond ","2927","gyss, e e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2928"," A","","engineer of mines","1923","A",NA,"","2928","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2929","B","","engineer of mines","1923","B",NA,"","2929","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2930"," Robert Swift Joyce","Swift ","engineer of mines","1923","Joyce","Robert","Swift ","2930","joyce, r s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2931"," A","","engineer of mines","1923","A",NA,"","2931","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2932","B","","engineer of mines","1923","B",NA,"","2932","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2933"," Darwin Jesse Pope","Jesse ","engineer of mines","1921","Pope","Darwin","Jesse ","2933","pope, d j","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2934"," A","","engineer of mines","1921","A",NA,"","2934","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2935","B","","engineer of mines","1921","B",NA,"","2935","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2936"," George Washington 1920","","engineer of mines","1921","Washington","George","","2936","washington, g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2937"," Alfred Richmond Smith","Richmond ","engineer of mines","1921","Smith","Alfred","Richmond ","2937","smith, a r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2938","A","","engineer of mines","1921","A",NA,"","2938","a,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2939","B","","engineer of mines","1921","B",NA,"","2939","b,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"2940"," Edward Albert Capillon","Albert ","metallurgical engineer","1921","Capillon","Edward","Albert ","2940","capillon, e a","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2941"," A","","metallurgical engineer","1921","A",NA,"","2941","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2942","B","","metallurgical engineer","1921","B",NA,"","2942","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2943"," Walter Labdon","","metallurgical engineer","1921","Labdon","Walter","","2943","labdon, w","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2944","Foster","","metallurgical engineer","1921","Foster",NA,"","2944","foster,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2945"," B","","metallurgical engineer","1921","B",NA,"","2945","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2946","S","","metallurgical engineer","1921","S",NA,"","2946","s,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2947"," C","","metallurgical engineer","1921","C",NA,"","2947","c,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2948"," C","","metallurgical engineer","1921","C",NA,"","2948","c,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2949"," N","","metallurgical engineer","1921","N",NA,"","2949","n,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2950"," Y","","metallurgical engineer","1921","Y",NA,"","2950","y,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2951"," Alan Morris","","metallurgical engineer","1921","Morris","Alan","","2951","morris, a","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2952"," B","","metallurgical engineer","1921","B",NA,"","2952","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2953","S","","metallurgical engineer","1921","S",NA,"","2953","s,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2954"," Robert Lee Peek","Lee ","metallurgical engineer","1921","Peek","Robert","Lee ","2954","peek, r l","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2955","A","","metallurgical engineer","1921","A",NA,"","2955","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2956","B","","metallurgical engineer","1921","B",NA,"","2956","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2957"," Philip Boyer Scott","Boyer ","metallurgical engineer","1921","Scott","ilip","Boyer ","2957","scott, i b","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2958"," A","","metallurgical engineer","1921","A",NA,"","2958","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2959","B","","metallurgical engineer","1921","B",NA,"","2959","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2960"," Thomas Arthur Smith","Arthur ","metallurgical engineer","1921","Smith","Thomas","Arthur ","2960","smith, t a","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2961"," A","","metallurgical engineer","1921","A",NA,"","2961","a,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2962","B","","metallurgical engineer","1921","B",NA,"","2962","b,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2963"," Harvard","","metallurgical engineer","1921","Harvard",NA,"","2963","harvard,","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"2964"," Max Levine","","civil engineer","1918","Levine","Max","","2964","levine, m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2965"," A","","civil engineer","1918","A",NA,"","2965","a,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2966","B","","civil engineer","1918","B",NA,"","2966","b,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"2967"," George Robert Gift","Robert ","electrical engineer","1918","Gift","George","Robert ","2967","gift, g r","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2968"," A","","electrical engineer","1918","A",NA,"","2968","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2969","B","","electrical engineer","1918","B",NA,"","2969","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2970"," Charles Le Boutillier","Le ","electrical engineer","1918","Boutillier","Charles","Le ","2970","boutillier, c l","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2971","B","","electrical engineer","1918","B",NA,"","2971","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2972","S","","electrical engineer","1918","S",NA,"","2972","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2973"," Dartmouth 1920","","electrical engineer","1918","Dartmouth",NA,"","2973","dartmouth,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2974"," Francis Andrew Lennon","Andrew ","electrical engineer","1918","Lennon","Francis","Andrew ","2974","lennon, f a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2975"," A","","electrical engineer","1918","A",NA,"","2975","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2976","B","","electrical engineer","1918","B",NA,"","2976","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2977"," John Edgar Loehr","Edgar ","electrical engineer","1918","Loehr","John","Edgar ","2977","loehr, j e","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2978","A","","electrical engineer","1918","A",NA,"","2978","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2979","B","","electrical engineer","1918","B",NA,"","2979","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2980"," Ralph Roberts Mabie","Roberts ","electrical engineer","1918","Mabie","Ralph","Roberts ","2980","mabie, r r","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2981"," A","","electrical engineer","1918","A",NA,"","2981","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2982","B","","electrical engineer","1918","B",NA,"","2982","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2983"," Charles Joseph McCarthy","Joseph ","electrical engineer","1918","McCarthy","Charles","Joseph ","2983","mccarthy, c j","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2984","A","","electrical engineer","1918","A",NA,"","2984","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2985","B","","electrical engineer","1918","B",NA,"","2985","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2986"," R","","electrical engineer","1918","R",NA,"","2986","r,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2987"," O","","electrical engineer","1918","O",NA,"","2987","o,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2988"," T","","electrical engineer","1918","T",NA,"","2988","t,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2989"," C","","electrical engineer","1918","C",NA,"","2989","c,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2990"," Graduate","","electrical engineer","1918","Graduate",NA,"","2990","graduate,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2991"," Certified or appointment 2nd Lieut","","electrical engineer","1918","Lieut","Certifiedorappointmentnd","","2991","lieut, c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2992"," C","","electrical engineer","1918","C",NA,"","2992","c,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2993"," A","","electrical engineer","1918","A",NA,"","2993","a,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2994"," O","","electrical engineer","1918","O",NA,"","2994","o,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2995"," R","","electrical engineer","1918","R",NA,"","2995","r,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2996","C","","electrical engineer","1918","C",NA,"","2996","c,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2997"," U","","electrical engineer","1918","U",NA,"","2997","u,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2998"," S","","electrical engineer","1918","S",NA,"","2998","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"2999"," Army","","electrical engineer","1918","Army",NA,"","2999","army,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3000"," October 26","","electrical engineer","1918","October",NA,"","3000","october,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3001"," Ralph Kimball Potter","Kimball ","electrical engineer","1918","Potter","Ralph","Kimball ","3001","potter, r k","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3002"," B","","electrical engineer","1918","B",NA,"","3002","b,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3003","S","","electrical engineer","1918","S",NA,"","3003","s,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3004"," Whitman","","electrical engineer","1918","Whitman",NA,"","3004","whitman,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3005","William Orin Wentworth","Orin ","electrical engineer","1918","Wentworth","William","Orin ","3005","wentworth, w o","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3006"," Addendum to 1917","","electrical engineer","1918","Addendumto",NA,"","3006","addendumto,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3007"," Charles Lewis Hayward","Lewis ","electrical engineer","1918","Hayward","Charles","Lewis ","3007","hayward, c l","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"3008"," Roy Carter","","mechanical engineer","1918","Carter","Roy","","3008","carter, r","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3009"," A","","mechanical engineer","1918","A",NA,"","3009","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3010","B","","mechanical engineer","1918","B",NA,"","3010","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3011"," Chia Chieh Chang","Chieh ","mechanical engineer","1918","Chang","Chia","Chieh ","3011","chang, c c","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3012"," B","","mechanical engineer","1918","B",NA,"","3012","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3013","S","","mechanical engineer","1918","S",NA,"","3013","s,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3014"," Illinois","","mechanical engineer","1918","Illinois",NA,"","3014","illinois,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3015"," John Ballard Hawkes","Ballard ","mechanical engineer","1920","Hawkes","John","Ballard ","3015","hawkes, j b","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3016"," A","","mechanical engineer","1920","A",NA,"","3016","a,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3017","B","","mechanical engineer","1920","B",NA,"","3017","b,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"3018"," Gustav A","","chemical engineer","1920","A","Gustav","","3018","a, g","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3019"," Beiswenger","","chemical engineer","1920","Beiswenger",NA,"","3019","beiswenger,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3020"," A","","chemical engineer","1920","A",NA,"","3020","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3021","B","","chemical engineer","1920","B",NA,"","3021","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3022"," Armando F","","chemical engineer","1920","F","Armando","","3022","f, a","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3023"," Cervi","","chemical engineer","1920","Cervi",NA,"","3023","cervi,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3024","A","","chemical engineer","1920","A",NA,"","3024","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3025","B","","chemical engineer","1920","B",NA,"","3025","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3026"," John M","","chemical engineer","1920","M","John","","3026","m, j","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3027"," Chabrowe","","chemical engineer","1920","Chabrowe",NA,"","3027","chabrowe,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3028"," A","","chemical engineer","1920","A",NA,"","3028","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3029","B","","chemical engineer","1920","B",NA,"","3029","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3030"," Arthur King Doolittle","King ","chemical engineer","1920","Doolittle","Arthur","King ","3030","doolittle, a k","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3031"," B","","chemical engineer","1920","B",NA,"","3031","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3032","S","","chemical engineer","1920","S",NA,"","3032","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3033","J","","chemical engineer","1920","J",NA,"","3033","j,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3034"," Mitchell Fain","","chemical engineer","1920","Fain","Mitchell","","3034","fain, m","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3035"," A","","chemical engineer","1920","A",NA,"","3035","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3036","B","","chemical engineer","1920","B",NA,"","3036","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3037"," Joseph Mayer Feld","Mayer ","chemical engineer","1920","Feld","Joseph","Mayer ","3037","feld, j m","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3038"," A","","chemical engineer","1920","A",NA,"","3038","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3039","B","","chemical engineer","1920","B",NA,"","3039","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3040"," Samuel Frank","","chemical engineer","1920","Frank","Samuel","","3040","frank, s","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3041","A","","chemical engineer","1920","A",NA,"","3041","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3042","B","","chemical engineer","1920","B",NA,"","3042","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3043"," Stanley Harold Gill","Harold ","chemical engineer","1920","Gill","Stanley","Harold ","3043","gill, s h","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3044"," B","","chemical engineer","1920","B",NA,"","3044","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3045","S","","chemical engineer","1920","S",NA,"","3045","s,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3046"," Univ","","chemical engineer","1920","Univ",NA,"","3046","univ,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3047"," of Washington 1920","","chemical engineer","1920","Washington","of","","3047","washington, o","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3048"," John Wesley","","chemical engineer","1920","Wesley","John","","3048","wesley, j","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3049","Iliff","","chemical engineer","1920","Iliff",NA,"","3049","iliff,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3050"," A","","chemical engineer","1920","A",NA,"","3050","a,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3051","B","","chemical engineer","1920","B",NA,"","3051","b,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
"3052"," Denver 1919","","chemical engineer","1920","Denver",NA,"","3052","denver,","alumni","columbia",NA,NA,NA,NA,NA,"chemical engineer",NA
