"","text","text2","degree","year","lastname","firstname","middlename","id","simpname","type","source","loc","lon","lat","country","org","edu","position"
"531","William Evarts Tracy. A.B.","Evarts ","engineer of mines","1904","Tracy","William","Evarts ","531","tracy, w e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"532","Francisco Rodriguez Varbla","Rodriguez ","engineer of mines","1904","Varbla","Francisco","Rodriguez ","532","varbla, f r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"533","Frank Whallby Watson","Whallby ","engineer of mines","1904","Watson","Frank","Whallby ","533","watson, f w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"534","Wilmot Edgar Whittier, A.B.","Edgar ","engineer of mines","1904","Whittier","Wilmot","Edgar ","534","whittier, w e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"535","Philip Will, Mech.E.","","engineer of mines","1904","Will","Philip","","535","will, p","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"536","Philip Will, Mech.E.","","engineer of mines","1904","Mech",NA,"","536","mech,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"537","Robbrt Young Williams, A.B.","Young ","engineer of mines","1904","Williams","Robbrt","Young ","537","williams, r y","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"538","Harry Thomas Willis. B.S.","Thomas ","engineer of mines","1904","Willis","Harry","Thomas ","538","willis, h t","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"539","Harry Clifford Wilmot","Clifford ","engineer of mines","1904","Wilmot","Harry","Clifford ","539","wilmot, h c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"540","Farrand Northrop Bbnbdict","Northrop ","civil engineer","1904","Bbnbdict","Farrand","Northrop ","540","bbnbdict, f n","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"541","Alfred Edward Budbll","Edward ","civil engineer","1904","Budbll","Alfred","Edward ","541","budbll, a e","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"542","Robert Andrew Wood Carlbton","Andrew Wood ","civil engineer","1904","Carlbton","Robert","Andrew Wood ","542","carlbton, r a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"543","Alfred Ellsworth Carter","Ellsworth ","civil engineer","1904","Carter","Alfred","Ellsworth ","543","carter, a e","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"544","Elihu Cunyngham Church","Cunyngham ","civil engineer","1904","Church","Elihu","Cunyngham ","544","church, e c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"545","Jules Augustb Coslos","Augustb ","civil engineer","1904","Coslos","Jules","Augustb ","545","coslos, j a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"546","Waltbr Taubert Dbrlbth","Taubert ","civil engineer","1904","Dbrlbth","Waltbr","Taubert ","546","dbrlbth, w t","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"547","Herman Goldberg, B.S. '","","civil engineer","1904","Goldberg","Herman","","547","goldberg, h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"548","Herbert Spencbr Hanau","Spencbr ","civil engineer","1904","Hanau","Herbert","Spencbr ","548","hanau, h s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"549","John Hawkbsworth","","civil engineer","1904","Hawkbsworth","John","","549","hawkbsworth, j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"550","Clarence Hbllbr","","civil engineer","1904","Hbllbr","Clarence","","550","hbllbr, c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"551","Boris Abraham Levitt","Abraham ","civil engineer","1904","Levitt","Boris","Abraham ","551","levitt, b a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"552","George John Lyon, B.S.","John ","civil engineer","1904","Lyon","George","John ","552","lyon, g j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"553","Edward Frbdbrick Maisbnholdbr","Frbdbrick ","civil engineer","1904","Maisbnholdbr","Edward","Frbdbrick ","553","maisbnholdbr, e f","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"554","George Frbdbrick Milbs","Frbdbrick ","civil engineer","1904","Milbs","George","Frbdbrick ","554","milbs, g f","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"555","Jambs Leo Murphy","Leo ","civil engineer","1904","Murphy","Jambs","Leo ","555","murphy, j l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"556","Leandko Jose Rionda, Mech.E.","Jose ","civil engineer","1904","Rionda","Leandko","Jose ","556","rionda, l j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"557","Leandko Jose Rionda, Mech.E.","","civil engineer","1904","Mech",NA,"","557","mech,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"558","Charles Richard Stbin","Richard ","civil engineer","1904","Stbin","Charles","Richard ","558","stbin, c r","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"559","Henry Stbindlbr, A.B.","","civil engineer","1904","Stbindlbr","Henry","","559","stbindlbr, h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"560","Thomas Robinson Teti.bv,","Robinson ","civil engineer","1904","Tetibv","Thomas","Robinson ","560","tetibv, t r","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"561","William Rogbrs Tyler","Rogbrs ","civil engineer","1904","Tyler","William","Rogbrs ","561","tyler, w r","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"562","William Henry Yatbs","Henry ","civil engineer","1904","Yatbs","William","Henry ","562","yatbs, w h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"563","William Philip Abendroth","Philip ","electrical engineer","1904","Abendroth","William","Philip ","563","abendroth, w p","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"564","Albert J. Acker","","electrical engineer","1904","Acker","Albert","","564","acker, a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"565","Daniel Rbad Bacon","Rbad ","electrical engineer","1904","Bacon","Daniel","Rbad ","565","bacon, d r","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"566","Meyer Barnbrt","","electrical engineer","1904","Barnbrt","Meyer","","566","barnbrt, m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"567","Charlbs Baumgartbn","","electrical engineer","1904","Baumgartbn","Charlbs","","567","baumgartbn, c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"568","Salisbury Marcus Day","Marcus ","electrical engineer","1904","Day","Salisbury","Marcus ","568","day, s m","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"569","Harold Savbry Dbmbritt","Savbry ","electrical engineer","1904","Dbmbritt","Harold","Savbry ","569","dbmbritt, h s","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"570","William Dudbn","","electrical engineer","1904","Dudbn","William","","570","dudbn, w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"571","Henry Harold Higbib","Harold ","electrical engineer","1904","Higbib","Henry","Harold ","571","higbib, h h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"572","Duncan Argylb Holmbs","Argylb ","electrical engineer","1904","Holmbs","Duncan","Argylb ","572","holmbs, d a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"573","Isaiah Jarcho","","electrical engineer","1904","Jarcho","saiah","","573","jarcho, s","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"574","Leonard Julian Lewinson","Julian ","electrical engineer","1904","Lewinson","Leonard","Julian ","574","lewinson, l j","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"575","Charles Peter Mengbs","Peter ","electrical engineer","1904","Mengbs","Charles","Peter ","575","mengbs, c p","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"576","Eugene Joseph Rbid","Joseph ","electrical engineer","1904","Rbid","Eugene","Joseph ","576","rbid, e j","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"577","Charlbs Frank. Sanger","Frank ","electrical engineer","1904","Sanger","Charlbs","Frank ","577","sanger, c f","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"578","Carl Joseph Schaus","Joseph ","electrical engineer","1904","Schaus","Carl","Joseph ","578","schaus, c j","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"579","Carl Albbrt Schneider","Albbrt ","electrical engineer","1904","Schneider","Carl","Albbrt ","579","schneider, c a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"580","Franklin Schwabachbr","","electrical engineer","1904","Schwabachbr","Franklin","","580","schwabachbr, f","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"581","Frederick William Sbringhaus. Jr.","William ","electrical engineer","1904","Sbringhaus","Frederick","William ","581","sbringhaus, f w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"582","Raymond Wbsthorpb Smith","Wbsthorpb ","electrical engineer","1904","Smith","Raymond","Wbsthorpb ","582","smith, r w","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"583","Chbstbr Frbd Strong, E.E.","Frbd ","electrical engineer","1904","Strong","Chbstbr","Frbd ","583","strong, c f","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"584","John Charlbs Waltbr","Charlbs ","electrical engineer","1904","Waltbr","John","Charlbs ","584","waltbr, j c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"585","Gustav Frederick Wittig, B.S.","Frederick ","electrical engineer","1904","Wittig","Gustav","Frederick ","585","wittig, g f","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"586","[i]","","electrical engineer","1904","i",NA,"","586","i,","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"587","Solomon Nbugass","","metallurgical engineer","1904","Nbugass","Solomon","","587","nbugass, s","alumni","columbia",NA,NA,NA,NA,NA,"metallurgical engineer",NA
"588","Ludwbll Brooke Alexander","Brooke ","mechanical engineer","1904","Alexander","Ludwbll","Brooke ","588","alexander, l b","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"589","Richard Walter Berliner","Walter ","mechanical engineer","1904","Berliner","Richard","Walter ","589","berliner, r w","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"590","Lbmubl Cayalli Biglow","Cayalli ","mechanical engineer","1904","Biglow","Lbmubl","Cayalli ","590","biglow, l c","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"591","Alexander Borsody","","mechanical engineer","1904","Borsody","Alexander","","591","borsody, a","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"592","Luis Albbrto Carbo","Albbrto ","mechanical engineer","1904","Carbo","Luis","Albbrto ","592","carbo, l a","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"593","Thomas Fowkb Cook","Fowkb ","mechanical engineer","1904","Cook","Thomas","Fowkb ","593","cook, t f","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"594","Griswold Dbnison, II","","mechanical engineer","1904","Dbnison","Griswold","","594","dbnison, g","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"595","Griswold Dbnison, II","","mechanical engineer","1904","I",NA,"","595","i,","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"596","William Fbrdon Gillies","Fbrdon ","mechanical engineer","1904","Gillies","William","Fbrdon ","596","gillies, w f","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"597","John Sbrrb Goodrich","Sbrrb ","mechanical engineer","1904","Goodrich","John","Sbrrb ","597","goodrich, j s","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"598","Harry Allbn Grant","Allbn ","mechanical engineer","1904","Grant","Harry","Allbn ","598","grant, h a","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"599","John Jacob Howell","Jacob ","mechanical engineer","1904","Howell","John","Jacob ","599","howell, j j","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"600","William Rowsell Hulbert","Rowsell ","mechanical engineer","1904","Hulbert","William","Rowsell ","600","hulbert, w r","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"601","Franklin Martin","","mechanical engineer","1904","Martin","Franklin","","601","martin, f","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"602","Harry Lilibnthal Parr, A.B.","Lilibnthal ","mechanical engineer","1904","Parr","Harry","Lilibnthal ","602","parr, h l","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"603","Carl Oscar Ribdel","Oscar ","mechanical engineer","1904","Ribdel","Carl","Oscar ","603","ribdel, c o","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"604","Carl Theodore Schreibbr","Theodore ","mechanical engineer","1904","Schreibbr","Carl","Theodore ","604","schreibbr, c t","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"605","Robert Sedgwick Stangland","Sedgwick ","mechanical engineer","1904","Stangland","Robert","Sedgwick ","605","stangland, r s","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"606","Clifford Townsbnd Swart","Townsbnd ","mechanical engineer","1904","Swart","Clifford","Townsbnd ","606","swart, c t","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"607","Morris Frank Wbinrich","Frank ","mechanical engineer","1904","Wbinrich","Morris","Frank ","607","wbinrich, m f","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"608","Fribdrich Otto Willhofft","Otto ","mechanical engineer","1904","Willhofft","Fribdrich","Otto ","608","willhofft, f o","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"609","Robert Hasbrouck Wyld","Hasbrouck ","mechanical engineer","1904","Wyld","Robert","Hasbrouck ","609","wyld, r h","alumni","columbia",NA,NA,NA,NA,NA,"mechanical engineer",NA
"610","Glenn Anderson","","engineer of mines","1905","Anderson","Glenn","","610","anderson, g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"611","George Oatbs Argall","Oatbs ","engineer of mines","1905","Argall","George","Oatbs ","611","argall, g o","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"612","William Sage Baldwin (July 28) August Joseph Baubrnebl, Jr.","Sage Baldwin ","engineer of mines","1905","July","William","Sage Baldwin ","612","july, w s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"613","William Sage Baldwin (July 28) August Joseph Baubrnebl, Jr.","Joseph ","engineer of mines","1905","Baubrnebl","August","Joseph ","613","baubrnebl, a j","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"614","Edwin Stewart Berry","Stewart ","engineer of mines","1905","Berry","Edwin","Stewart ","614","berry, e s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"615","Donald T. Boardman","","engineer of mines","1905","Boardman","Donald","","615","boardman, d","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"616","Henry Thornton Bowles, A.B. (Sep","Thornton ","engineer of mines","1905","Bowles","Henry","Thornton ","616","bowles, h t","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"617","Henry Thornton Bowles, A.B. (Sep","","engineer of mines","1905","Sep",NA,"","617","sep,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"618","tember 12)","","engineer of mines","1905","tember",NA,"","618","tember,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"619","Thomas Rector Buell","Rector ","engineer of mines","1905","Buell","Thomas","Rector ","619","buell, t r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"620","Albbrt Roy Camp (November 20)","Roy Camp ","engineer of mines","1905","November","Albbrt","Roy Camp ","620","november, a r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"621","John Walz Catron (April 3)","Walz Catron ","engineer of mines","1905","April","John","Walz Catron ","621","april, j w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"622","Francis Morton Clark, Mech.E. (March","Morton ","engineer of mines","1905","Clark","Francis","Morton ","622","clark, f m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"623","Francis Morton Clark, Mech.E. (March","","engineer of mines","1905","March","Mech","","623","march, m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"624","Francis Winpibld Collins","Winpibld ","engineer of mines","1905","Collins","Francis","Winpibld ","624","collins, f w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"625","Frederick Stephen Cook","Stephen ","engineer of mines","1905","Cook","Frederick","Stephen ","625","cook, f s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"626","Clarbncb Tins Dantzigbr","Tins ","engineer of mines","1905","Dantzigbr","Clarbncb","Tins ","626","dantzigbr, c t","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"627","Carl Hbnry Dbckbr, A.B. (April 20)","Hbnry ","engineer of mines","1905","Dbckbr","Carl","Hbnry ","627","dbckbr, c h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"628","Carl Hbnry Dbckbr, A.B. (April 20)","","engineer of mines","1905","April",NA,"","628","april,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"629","Percy William Donovan","William ","engineer of mines","1905","Donovan","Percy","William ","629","donovan, p w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"630","Harold Pbnnock Dybr","Pbnnock ","engineer of mines","1905","Dybr","Harold","Pbnnock ","630","dybr, h p","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"631","Richard Hermann Ernest","Hermann ","engineer of mines","1905","Ernest","Richard","Hermann ","631","ernest, r h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"632","Thomas Eustace Fishbr","Eustace ","engineer of mines","1905","Fishbr","Thomas","Eustace ","632","fishbr, t e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"633","Francis Sbblby Footb, Jr. (February","Sbblby ","engineer of mines","1905","Footb","Francis","Sbblby ","633","footb, f s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"634","Francis Sbblby Footb, Jr. (February","","engineer of mines","1905","February",NA,"","634","february,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"635","Charles Lewis Frambach","Lewis ","engineer of mines","1905","Frambach","Charles","Lewis ","635","frambach, c l","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"636","Arthur William Geigbr","William ","engineer of mines","1905","Geigbr","Arthur","William ","636","geigbr, a w","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"637","Marcus Isaac Goldman, A.B., B.S.","Isaac ","engineer of mines","1905","Goldman","Marcus","Isaac ","637","goldman, m i","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"638","Clyde Tyler Griswold, A.B.","Tyler ","engineer of mines","1905","Griswold","Clyde","Tyler ","638","griswold, c t","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"639","August Frank Hahnsl","Frank ","engineer of mines","1905","Hahnsl","August","Frank ","639","hahnsl, a f","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"640","Richard M. Jones, A.B. (February 18)","","engineer of mines","1905","Jones","Richard","","640","jones, r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"641","Richard M. Jones, A.B. (February 18)","","engineer of mines","1905","February",NA,"","641","february,","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"642","Max Kraut","","engineer of mines","1905","Kraut","Max","","642","kraut, m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"643","Ralph Norris Marble, Jr.","Norris ","engineer of mines","1905","Marble","Ralph","Norris ","643","marble, r n","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"644","Ralph Martin","","engineer of mines","1905","Martin","Ralph","","644","martin, r","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"645","Harry Levi Mead","Levi ","engineer of mines","1905","Mead","Harry","Levi ","645","mead, h l","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"646","George Miltenberger, Jr.","","engineer of mines","1905","Miltenberger","George","","646","miltenberger, g","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"647","Carl N. Nelson","","engineer of mines","1905","Nelson","Carl","","647","nelson, c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"648","Gilbbrt Lee Nicoll (May 12)","Lee Nicoll ","engineer of mines","1905","May","Gilbbrt","Lee Nicoll ","648","may, g l","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"649","Harold Payson","","engineer of mines","1905","Payson","Harold","","649","payson, h","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"650","Paul Jerome Pitner","Jerome ","engineer of mines","1905","Pitner","Paul","Jerome ","650","pitner, p j","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"651","Jesse Combs Porter","Combs ","engineer of mines","1905","Porter","Jesse","Combs ","651","porter, j c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"652","Frederick James Powell","James ","engineer of mines","1905","Powell","Frederick","James ","652","powell, f j","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"653","Ambrose Ely Ring","Ely ","engineer of mines","1905","Ring","Ambrose","Ely ","653","ring, a e","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"654","Robert Benson Rogers","Benson ","engineer of mines","1905","Rogers","Robert","Benson ","654","rogers, r b","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"655","Otto Diedrich Rohlfs","Diedrich ","engineer of mines","1905","Rohlfs","tto","Diedrich ","655","rohlfs, t d","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"656","Sidney Rolls","","engineer of mines","1905","Rolls","Sidney","","656","rolls, s","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"657","Arthur Cleveland Scott","Cleveland ","engineer of mines","1905","Scott","Arthur","Cleveland ","657","scott, a c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"658","Herbert Luplin Silverman","Luplin ","engineer of mines","1905","Silverman","Herbert","Luplin ","658","silverman, h l","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"659","Alwyn Charles Smith, B.S., M.S.","Charles ","engineer of mines","1905","Smith","Alwyn","Charles ","659","smith, a c","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"660","Andrew Walz","","engineer of mines","1905","Walz","Andrew","","660","walz, a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"661","Oscar Maurrice Weichsel, B.S.","Maurrice ","engineer of mines","1905","Weichsel","scar","Maurrice ","661","weichsel, s m","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"662","Blebcker Lanodon Wheeler","Lanodon ","engineer of mines","1905","Wheeler","Blebcker","Lanodon ","662","wheeler, b l","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"663","William Abbott Edward Woods","Abbott Edward ","engineer of mines","1905","Woods","William","Abbott Edward ","663","woods, w a","alumni","columbia",NA,NA,NA,NA,NA,"engineer of mines",NA
"664","Frederick Bayard Barshbll, B.S.","Bayard ","civil engineer","1905","Barshbll","Frederick","Bayard ","664","barshbll, f b","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"665","Samuel Behrman","","civil engineer","1905","Behrman","Samuel","","665","behrman, s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"666","William Adolf Bode","Adolf ","civil engineer","1905","Bode","William","Adolf ","666","bode, w a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"667","Milton Longacrb Cornell","Longacrb ","civil engineer","1905","Cornell","Milton","Longacrb ","667","cornell, m l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"668","Francis Stirling Crowell","Stirling ","civil engineer","1905","Crowell","Francis","Stirling ","668","crowell, f s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"669","William Hbyman","","civil engineer","1905","Hbyman","William","","669","hbyman, w","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"670","Frederic Learoyd Humphrey","Learoyd ","civil engineer","1905","Humphrey","Frederic","Learoyd ","670","humphrey, f l","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"671","Robert James Lucas","James ","civil engineer","1905","Lucas","Robert","James ","671","lucas, r j","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"672","Alfred Sidney Malcomson","Sidney ","civil engineer","1905","Malcomson","Alfred","Sidney ","672","malcomson, a s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"673","Charles Earl Matthews","Earl ","civil engineer","1905","Matthews","Charles","Earl ","673","matthews, c e","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"674","Luis Morales (September u)","Morales ","civil engineer","1905","Septemberu","Luis","Morales ","674","septemberu, l m","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"675","Samubl Alexander Schwarz, A.B.","Alexander ","civil engineer","1905","Schwarz","Samubl","Alexander ","675","schwarz, s a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"676","George Schwegler","","civil engineer","1905","Schwegler","George","","676","schwegler, g","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"677","Harold Shields, A.B.","","civil engineer","1905","Shields","Harold","","677","shields, h","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"678","Alexander Saul Solow, B.S. (Septem","Saul ","civil engineer","1905","Solow","Alexander","Saul ","678","solow, a s","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"679","Alexander Saul Solow, B.S. (Septem","","civil engineer","1905","Septem",NA,"","679","septem,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"680","ber 7)","","civil engineer","1905","ber",NA,"","680","ber,","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"681","Charles Albert Augustine Steegmullbr","Albert Augustine ","civil engineer","1905","Steegmullbr","Charles","Albert Augustine ","681","steegmullbr, c a","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"682","Conrad Trubenbach, B.S.","","civil engineer","1905","Trubenbach","Conrad","","682","trubenbach, c","alumni","columbia",NA,NA,NA,NA,NA,"civil engineer",NA
"683","Williamson Bourdbtte Bowie","Bourdbtte ","electrical engineer","1905","Bowie","Williamson","Bourdbtte ","683","bowie, w b","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"684","Walter Edward Foskett Bradley","Edward Foskett ","electrical engineer","1905","Bradley","Walter","Edward Foskett ","684","bradley, w e","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"685","Arthur Blbybr","","electrical engineer","1905","Blbybr","Arthur","","685","blbybr, a","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"686","Henry Charles Haas","Charles ","electrical engineer","1905","Haas","Henry","Charles ","686","haas, h c","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"687","Edward Joseph Haines","Joseph ","electrical engineer","1905","Haines","Edward","Joseph ","687","haines, e j","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
"688","Louis Henry Haight (October 18)","Henry Haight ","electrical engineer","1905","October","Louis","Henry Haight ","688","october, l h","alumni","columbia",NA,NA,NA,NA,NA,"electrical engineer",NA
