"","id","year","company","capital","minerals","owns","owned","doutput","technology","incor","loc","text","lastname","firstname","middlename","prof"
"1","mmm9",1926,"aguascalientes metal co.",NA,NA,NA,NA,NA,NA,NA,"asientos ags","grl mgr, albert doerr, asientos, ags","dodsworth","albert",NA,"grl mgr"
"2","mmm17",1926,"cia min la fortuna sa",NA,"silver copper",NA,NA,NA,NA,NA,"aguascalientes","silver copper",NA,NA,NA,NA
"3","mmm24",1926,"compania minera san geronimo sa",NA,"copper silver",NA,NA,NA,NA,NA,"aguascalientes","copper silver",NA,NA,NA,NA
"4","mmm29",1926,"compania minera san geronimo sa",NA,NA,NA,NA,NA,NA,NA,"mexico df","purch agt, f defosse, mexico, df","deferred","f",NA,"purch agt"
"5","mmm31",1926,"compania min socorro y an sa",NA,NA,NA,NA,NA,NA,NA,"asientos ags","location& po, asientos, ags, ",NA,NA,NA,NA
"6","mmm36",1926,"minerva mining co. s. a.",386660.2224,NA,NA,NA,NA,NA,NA,"aguascalientes","800000",NA,NA,NA,NA
"7","mmm40",1926,"minerva mining co. s. a.",NA,NA,NA,NA,NA,NA,NA,"asientos ags","mill location, asientos, · ags., ",NA,NA,NA,NA
"8","mmm41",1926,"minerva mining co. s. a.",NA,NA,NA,NA,NA,"flotation & concentration.",NA,"aguascalientes","flotation & concentration., ",NA,NA,NA,NA
"9","mmm65",1926,"compañia del boleo",NA,NA,NA,NA,NA,NA,NA,"sta rosalia bc","grl. Spt, x. gélinier, sta. rosalia, b. c .","geiger","x",NA,"grl. Spt"
"10","mmm71",1926,"compañia del boleo",NA,NA,NA,NA,NA,NA,NA,"sta rosalia bc","master mech., a. janison, sta. rosalia, b. c.","jamoe","a",NA,"master mech."
"11","mmm75",1926,"cia y reduccion del golfo s. a.",NA,NA,NA,NA,NA,NA,NA,"st tucson ariz","foreign office, 40 w. congress st. tucson, ariz., ",NA,NA,NA,NA
"12","mmm106",1926,"cia. Minera astreas y otros",NA,NA,NA,NA,NA,NA,NA,"libertad chihuahua chih","location & p. o., calle libertad 311, chihuahua, chih.",NA,NA,NA,NA
"13","mmm107",1926,"cia. Minera astreas y otros",NA,"silver lead.",NA,NA,NA,NA,NA,"chihuahua","silver lead.",NA,NA,NA,NA
"14","mmm111",1926,"cia. Minera cienega sa",NA,NA,NA,NA,NA,NA,NA,"moris chih","location, moris, chih., ",NA,NA,NA,NA
"15","mmm125",1926,"cia. minera de naica",NA,NA,NA,NA,NA,NA,NA,"naica chih","manager, jose de steffano, naica, chih.","stefano","jose","de","manager"
"16","mmm131",1926,"cia. minera de plomo s. a.",NA,NA,NA,NA,NA,NA,NA,"los lamentos chih","superintendent, karl i. mohler., los lamentos, chih.",NA,NA,NA,NA
"17","mmm143",1926,"cia. min. de san patricio s. a.",NA,NA,NA,NA,NA,NA,NA,"parral chih","grl. spt., a. w. morris, parral, chih.","morrell","abraham",NA,"grl. spt."
"18","mmm149",1926,"cia . min . erupcion y an. s. a.",NA,NA,NA,NA,NA,NA,NA,"warren ariz","president, l. d. ricketts, warren, ariz.","rickardn","l",NA,"president"
"19","mmm158",1926,"cia. min. mexicana de la cieneguilla",NA,NA,NA,NA,NA,NA,NA,"chihuahua chih","manager, j. c. shepard, chihuahua, chih.","shepard","j",NA,"manager"
"20","mmm172",1926,"dolores mines co.",NA,NA,"this company owns the alma de maria",NA,NA,NA,NA,"chihuahua","this company owns the alma de maria",NA,NA,NA,NA
"21","mmm181",1926,"dolores mines co.",NA,NA,NA,NA,NA,NA,NA,"madera chih","spt. of power, r. g. robinette, madera, chih.","robertson","rev",NA,"spt. of power"
"22","mmm190",1926,"el potosi mining co.",NA,NA,"this company is a subsidiary of Howe Sound Co.",NA,NA,NA,NA,"chihuahua","this company is a subsidiary of Howe Sound Co.",NA,NA,NA,NA
"23","mmm191",1926,"el potosi mining co.",NA,NA,NA,NA,NA,NA,NA,"n y","Pres., w. j. quigly., n.y., ",NA,NA,NA,NA
"24","mmm208",1926,"inglaterra mining co.",NA,NA,"This co. is leased to the Cia. Min. de Peñoles S. A. See the Santa Eualia UNIT of the Peñoles Co.",NA,NA,NA,NA,"chihuahua","This co. is leased to the Cia. Min. de Peñoles S. A. See the Santa Eualia UNIT of the Peñoles Co.",NA,NA,NA,NA
"25","mmm209",1926,"inglaterra mining co.",NA,NA,NA,NA,NA,NA,NA,"chihuahua chih","owners, Dale Brothers,, chihuahua, chih.",NA,NA,NA,NA
"26","mmm211",1926,"moctezuma lead company",NA,NA,NA,NA,NA,NA,NA,"santa barbara chih","location, santa barbara., chih., ",NA,NA,NA,NA
"27","mmm215",1926,"palmarejo & mexican gold fields ltd.",NA,NA,NA,NA,NA,NA,NA,"and chinipas chih","location and p. o., chinipas, chih., ",NA,NA,NA,NA
"28","mmm243",1926,"san francisco mines of mexico ltd",NA,NA,NA,NA,NA,"table & floatation concentration.",NA,"chihuahua","table & floatation concentration., ",NA,NA,NA,NA
"29","mmm260",1926,"the batopilas mining co.",NA,NA,NA,NA,NA,NA,NA,"chihuahua","$9. 000. 000 u. s. c.",NA,NA,NA,NA
"30","mmm264",1926,"the batopilas mining co.",NA,NA,NA,NA,NA,NA,NA,"batopilas chih","mill location, batopilas, chih., ",NA,NA,NA,NA
"31","mmm266",1926,"the batopilas mining co.",NA,NA,NA,NA,NA,NA,NA,"batopilas chih","smelter location, batopilas, chih., ",NA,NA,NA,NA
"32","mmm267",1926,"the batopilas mining co.",NA,NA,NA,NA,NA,NA,NA,"new york","president, samuel elliot, new york., ","ellerman","samuel",NA,"president"
"33","mmm269",1926,"the batopilas mining co.",NA,NA,NA,NA,NA,NA,NA,"batopilas chih","grl. mgr., john r. harbottle, batopilas, chih.","hapgood","john",NA,"grl. mgr."
"34","mmm277",1926,"the buena tierra mining co. ltd",NA,NA,"This company is a subsidiary of the explocation company of mexico & england ltd. 24 lombard st. london, e. c. and was purchased by el oro mining & raiway co. ltd. Who now exploit the mine.",NA,NA,NA,NA,"chihuahua","This company is a subsidiary of the explocation company of mexico & england ltd. 24 lombard st. london, e. c. and was purchased by el oro mining & raiway co. ltd. Who now exploit the mine.",NA,NA,NA,NA
"35","mmm277",1926,"the buena tierra mining co. ltd",NA,"silver lead",NA,NA,NA,NA,NA,"chihuahua","silver lead",NA,NA,NA,NA
"36","mmm281",1926,"the buena tierra mining co. ltd",NA,NA,NA,NA,NA,NA,NA,"sta eulalia chih","purch. agt., john thiebes, sta. eulalia, chih.","thibeautbrignolles","john",NA,"purch. agt."
"37","mmm288",1926,"the concheño mining co.",NA,NA,NA,NA,NA,NA,NA,"chihuahua","grl. mgr., a . p. cortelyou., ",NA,NA,NA,NA
"38","mmm291",1926,"the concheño mining co.",NA,NA,NA,NA,NA,NA,NA,"concheño chih","master mech., narcizo ruiz. Sr., concheño, chih.",NA,NA,NA,NA
"39","mmm296",1926,"the cusi mining co.",NA,NA,NA,NA,NA,NA,NA,"cusihuiriachic chih","mill location, cusihuiriachic, chih., ",NA,NA,NA,NA
"40","mmm308",1926,"the international ore & smelting co.",NA,NA,"the unit exploits the cigarrero mine. the mill for this unit is under construction.",NA,NA,NA,NA,"chihuahua","the unit exploits the cigarrero mine. the mill for this unit is under construction.",NA,NA,NA,NA
"41","mmm309",1926,"the international ore & smelting co.",NA,NA,NA,NA,NA,NA,NA,"baca chih","local mine spt ., g. chester-master, baca, chih.","massaouti","g",NA,"local mine spt ."
"42","mmm309",1926,"the international ore & smelting co.",NA,NA,"Same as the Saltillo Coah. Unit.",NA,NA,NA,NA,"chihuahua","Same as the Saltillo Coah. Unit.","massaouti","g",NA,"local mine spt ."
"43","mmm312",1926,"the nacica mines of mexico s. a.",NA,NA,NA,NA,NA,NA,NA,"estacion concho chih","p. o., estacion concho. chih., ",NA,NA,NA,NA
"44","mmm317",1926,"cia. combustible agujita",NA,NA,NA,NA,NA,NA,NA,"agujita coah","location, agujita, coah., ",NA,NA,NA,NA
"45","mmm331",1926,"compañia exploradora y explotadora de minas, s. a.",NA,NA,NA,NA,NA,NA,NA,"y gil velardeña","grl. spt., leonal j. olagaray, c/o campos y gil, velardeña,","ohnesorge","leonal",NA,"grl. spt."
"46","mmm332",1926,"compañia exploradora y explotadora de minas, s. a.",NA,NA,NA,NA,NA,NA,NA,"monterrey n l","mining eng., alberto p gonzalez, bolivar 35, monterrey, n. l.","gomez","alberto",NA,"mining eng."
"47","mmm338",1926,"compañia minera de minerales s. a.",NA,NA,NA,NA,NA,NA,NA,"saltillo coah","asst. mgr., george jacques, saltillo, coah.","jacobs","george",NA,"asst. mgr."
"48","mmm339",1926,"compañia minera de minerales s. a.",NA,NA,NA,NA,NA,NA,NA,"saltillo coah","director, albert delsaunte, saltillo, coah.","delpra","albert",NA,"director"
"49","mmm348",1926,"cia. Min. la constancia la constancia s. a.",NA,"silver, lead, copper, and zinc.",NA,NA,NA,NA,NA,"coahuila","silver, lead, copper, and zinc.",NA,NA,NA,NA
"50","mmm348",1926,"cia. Min. la constancia la constancia s. a.",NA,"silver, lead, copper, and zinc.",NA,NA,NA,NA,NA,"coahuila","silver, lead, copper, and zinc.",NA,NA,NA,NA
"51","mmm351",1926,"cia. minera favorita y a n.s. a.",NA,NA,NA,NA,NA,NA,NA,"monterrey n l","main office, dr. mier 27,, monterrey,, n. l.",NA,NA,NA,NA
"52","mmm352",1926,"cia. minera favorita y a n.s. a.",NA,"silver lead zinc.",NA,NA,NA,NA,NA,"coahuila","silver lead zinc.",NA,NA,NA,NA
"53","mmm352",1926,"cia. minera favorita y a n.s. a.",NA,"silver lead zinc.",NA,NA,NA,NA,NA,"coahuila","silver lead zinc.",NA,NA,NA,NA
"54","mmm352",1926,"cia. minera favorita y a n.s. a.",NA,NA,"This company owns the favorita group of mines.",NA,NA,NA,NA,"coahuila","This company owns the favorita group of mines.",NA,NA,NA,NA
"55","mmm371",1926,"cia. Min palomas y cabrillas s. a.",NA,NA,"this co. is a subsidiary of the cia. Min. de peñoles, s. a. who operate these mines. See higueras unit of the cia. Min. de peñoles s. a.",NA,NA,NA,NA,"coahuila","this co. is a subsidiary of the cia. Min. de peñoles, s. a. who operate these mines. See higueras unit of the cia. Min. de peñoles s. a.",NA,NA,NA,NA
"56","mmm376",1926,"great national mexican smelting co.",NA,NA,NA,NA,NA,NA,NA,"new york","president, j. k. macgowan,, new york., ",NA,NA,NA,NA
"57","mmm376",1926,"great national mexican smelting co.",NA,NA,NA,NA,NA,NA,NA,"new york","president, j. k. macgowan,, new york., ",NA,NA,NA,NA
"58","mmm380",1926,"mexican coal & coke co.",NA,NA,NA,NA,NA,NA,NA,"st new york","foreign office, 26 cortland st. new york, ",NA,NA,NA,NA
"59","mmm384",1926,"minas carboniferas de rio escondido",NA,NA,NA,NA,NA,NA,NA,"rio escondido coah","location & p.o., rio escondido, coah., ",NA,NA,NA,NA
"60","mmm392",1926,"the international ore & smelting co.",NA,"lead silver zinc.",NA,NA,NA,NA,NA,"coahuila","lead silver zinc.",NA,NA,NA,NA
"61","mmm400",1926,"the international ore & smelting co.",NA,NA,"See also: baca, chih. Unit. Taxco, gue. Unit. El salado, s. l. p. unit.",NA,NA,NA,NA,"coahuila","See also: baca, chih. Unit. Taxco, gue. Unit. El salado, s. l. p. unit.","metzger","england","and","purch. agt."
"62","mmm402",1926,"the new sabinas co. ltd.",NA,NA,NA,NA,NA,NA,NA,"cloete coah coah","location & p. o., cloete,, coah., coah.",NA,NA,NA,NA
"63","mmm403",1926,"the new sabinas co. ltd.",NA,NA,NA,NA,NA,NA,NA,"london e c","foreign office, 74 coleman st. london, e. c. 2., ",NA,NA,NA,NA
"64","mmm403",1926,"the new sabinas co. ltd.",NA,NA,NA,NA,NA,NA,NA,"london e c","foreign office, 74 coleman st. london, e. c. 2., ",NA,NA,NA,NA
"65","mmm410",1926,"the jimulco mining co.",NA,NA,NA,NA,NA,NA,NA,"san antonio texas","foreign office, p. o. box 788, san antonio, texas",NA,NA,NA,NA
"66","mmm413",1926,"the jimulco mining co.",NA,NA,NA,NA,NA,NA,NA,"san antonia texas","president, albert steves, p . o . box 1134, san antonia, texas","stevenson","albert",NA,"president"
"67","mmm413",1926,"the jimulco mining co.",NA,NA,NA,NA,NA,NA,NA,"san antonia texas","president, albert steves, p . o . box 1134, san antonia, texas","stevenson","albert",NA,"president"
"68","mmm417",1926,"the mazapil copper co. ltd.",NA,NA,NA,NA,NA,NA,NA,"coahuila","l. 600,000",NA,NA,NA,NA
"69","mmm417",1926,"the mazapil copper co. ltd.",NA,NA,NA,NA,NA,NA,NA,"coahuila","l. 600,000",NA,NA,NA,NA
"70","mmm418",1926,"the mazapil copper co. ltd.",NA,NA,NA,NA,NA,NA,NA,"apartado saltillo coah","main office in mexico, apartado 64, saltillo, coah.",NA,NA,NA,NA
"71","mmm419",1926,"the mazapil copper co. ltd.",NA,NA,NA,NA,NA,NA,NA,"st manchester england","foreign office, 47 peter st. manchester, england., ",NA,NA,NA,NA
"72","mmm422",1926,"the mazapil copper co. ltd.",NA,NA,NA,NA,NA,NA,NA,"manchester england","chairman, joseph ramsden, manchester, england","ramirez","joseph",NA,"chairman"
"73","mmm427",1926,"the mazapil copper co. ltd.",NA,NA,"see also state of zacatecas",NA,NA,NA,NA,"coahuila","see also state of zacatecas","cavers","t",NA,"smelter spt ."
"74","mmm442",1926,"bacis gold & silver mining co. ltd.",NA,NA,NA,NA,NA,NA,"organized, on june 7th 1904., ","durango","organized, on june 7th 1904., ",NA,NA,NA,NA
"75","mmm452",1926,"bacis gold & silver mining co. ltd.",NA,NA,NA,NA,NA,NA,NA,"london","secretary, wm. mcneill, london., ","mcneill","wm",NA,"secretary"
"76","mmm452",1926,"bacis gold & silver mining co. ltd.",NA,NA,NA,NA,NA,NA,NA,"london","secretary, wm. mcneill, london., ","mcneill","wm",NA,"secretary"
"77","mmm460",1926,"minas san agustin y anexas",NA,NA,NA,NA,NA,NA,NA,"de guadalupe dgo","location & p. o., san juan de guadalupe, dgo., ",NA,NA,NA,NA
"78","mmm462",1926,"minas san agustin y anexas",NA,"silver lead.",NA,NA,NA,NA,NA,"durango","silver lead.",NA,NA,NA,NA
"79","mmm462",1926,"minas san agustin y anexas",NA,"silver lead.",NA,NA,NA,NA,NA,"durango","silver lead.",NA,NA,NA,NA
"80","mmm479",1926,"cia. min. san andres de la sierra s. a.",NA,NA,NA,NA,NA,NA,NA,"patoni durango dgo","treas., tomas fragoso, patoni 23, durango, dgo.","fox","tomas",NA,"treas."
"81","mmm489",1926,"compañia minera y beneficiadora mexicana s. a.",NA,NA,NA,NA,NA,NA,NA,"san rafael dgo","location, san rafael, dgo., ",NA,NA,NA,NA
"82","mmm492",1926,"compañia minera y beneficiadora mexicana s. a.",NA,"gold.",NA,NA,NA,NA,NA,"durango","gold.",NA,NA,NA,NA
"83","mmm492",1926,"compañia minera y beneficiadora mexicana s. a.",NA,"gold.",NA,NA,NA,NA,NA,"durango","gold.",NA,NA,NA,NA
"84","mmm495",1926,"compañia minera y beneficiadora mexicana s. a.",NA,NA,NA,NA,"20 metric tons .",NA,NA,"durango","daily output, 20 metric tons ., ",NA,NA,NA,NA
"85","mmm500",1926,"alberto genty y cia.",NA,NA,"this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.",NA,NA,NA,NA,"durango","this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.",NA,NA,NA,NA
"86","mmm500",1926,"alberto genty y cia.",NA,NA,"this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.",NA,NA,NA,NA,"durango","this company was formed on october 8th 1925 to exploit all the properties belonging to alberto genty and f. manuel y cia. sucs. en c.",NA,NA,NA,NA
"87","mmm502",1926,"anita custom mill",NA,NA,NA,NA,NA,NA,NA,"el paso texas","foreign office, 314 two republics bdg., el paso, texas",NA,NA,NA,NA
"88","mmm502",1926,"anita custom mill",NA,NA,NA,NA,NA,NA,NA,"el paso texas","foreign office, 314 two republics bdg., el paso, texas",NA,NA,NA,NA
"89","mmm505",1926,"anita custom mill",NA,NA,NA,NA,NA,NA,NA,"name anita","mill name, anita., ",NA,NA,NA,NA
"90","mmm506",1926,"anita custom mill",NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo","mill location, guanacevi, dgo., ",NA,NA,NA,NA
"91","mmm507",1926,"anita custom mill",NA,NA,NA,NA,NA,"table & flotation concentration & cyanidation.",NA,"durango","table & flotation concentration & cyanidation., ",NA,NA,NA,NA
"92","mmm508",1926,"anita custom mill",NA,NA,NA,NA,NA,NA,NA,"el paso texas","owner, e . f . knotts, el paso, texas.","knnis","e","f","owner"
"93","mmm521",1926,"main office in mexico",NA,NA,NA,NA,NA,NA,NA,"for complete information","main office in mexico, contra estaca, sin., see sinaloa for complete information.",NA,NA,NA,NA
"94","mmm521",1926,"main office in mexico",NA,NA,"see sinaloa for complete information.",NA,NA,NA,NA,"durango","see sinaloa for complete information.",NA,NA,NA,NA
"95","mmm526",1926,"foreman",NA,NA,NA,NA,NA,NA,NA,"san dimas dgo","foreman, alejandro gonzalez, san dimas, dgo.","golynos","alejandro",NA,"foreman"
"96","mmm534",1926,"san luis mining co.",NA,NA,NA,NA,NA,NA,NA,"estacion dimas sinaloa","p. o., c. o cordova y cia. estacion dimas, sinaloa ., ",NA,NA,NA,NA
"97","mmm535",1926,"san luis mining co.",NA,NA,"this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",NA,NA,NA,NA,"durango","this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",NA,NA,NA,NA
"98","mmm535",1926,"san luis mining co.",NA,NA,"this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",NA,NA,NA,NA,"durango","this company owns the san luis, arana, & camachin mines, all located at tayoltita, dgo.",NA,NA,NA,NA
"99","mmm537",1926,"san luis mining co.",NA,NA,NA,NA,NA,"cyanidation.",NA,"durango","cyanidation., ",NA,NA,NA,NA
"100","mmm543",1926,"san luis mining co.",NA,NA,NA,NA,NA,NA,NA,"estacion dimas sin","chief eng., theo. dickel, estacion dimas, sin.","dick","theo",NA,"chief eng."
"101","mmm548",1926,"the soto mines co. s. a.",NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo","location & p. o., guanacevi, dgo., ",NA,NA,NA,NA
"102","mmm551",1926,"the soto mines co. s. a.",NA,NA,NA,NA,NA,NA,NA,"near guanacevi dgo","mill location, san pedro, near guanacevi, dgo.",NA,NA,NA,NA
"103","mmm555",1926,"the soto mines co. s. a.",NA,NA,NA,NA,NA,NA,NA,"guanacevi dgo","grl. mgr., h. mcleod cobb, guanacevi, dgo.","cobb","herbert",NA,"grl. mgr."
"104","mmm563",1926,"cia. minera aurora y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"allende mexico df","president, victoriano gomez, allende, mexico, d. f.","goldthwait","victoriano",NA,"president"
"105","mmm564",1926,"cia. minera aurora y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"mexico df","vice-pres., jose de caso, mexico, d. f.","caso","jose","de","vice-pres."
"106","mmm567",1926,"cia. minera cristo rey y anexas s. a.",NA,NA,NA,NA,NA,NA,"organized, in mexico on august 9, 1924, ","guanajuato","organized, in mexico on august 9, 1924, ",NA,NA,NA,NA
"107","mmm568",1926,"cia. minera cristo rey y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"guanajuato","$150,000 oro nac.",NA,NA,NA,NA
"108","mmm569",1926,"cia. minera cristo rey y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"escalera guanajuato gto","location & p. o., calle escalera 1, guanajuato, gto.",NA,NA,NA,NA
"109","mmm570",1926,"cia. minera cristo rey y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"avenida capuchinas room","mexico city office, avenida capuchinas 69, room 414 ., ",NA,NA,NA,NA
"110","mmm572",1926,"cia. minera cristo rey y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"mexico df","president, ing. o. h. harrison, mexico, d. f.","harrison","ing",NA,"president"
"111","mmm575",1926,"compañia del boleo",NA,NA,"the providencia, purgatorio, soledad and other mines",NA,NA,NA,NA,"baja california.","owns, the providencia, purgatorio, soledad and other mines, rosalia, b . c .","chapa","diego","flores","purch. agt."
"112","mmm585",1926,"cia. minera de angustias dolores y anexas s. a.",NA,NA,NA,NA,"200 metric tons.",NA,NA,"guanajuato","daily output, 200 metric tons., ",NA,NA,NA,NA
"113","mmm591",1926,"cia. minera de angustias dolores y anexas s. a.",NA,NA,NA,NA,NA,NA,NA,"pozos gto","mine spt., j. welsh, pozos, gto.","welsh","james",NA,"mine spt."
"114","mmm596",1926,"cia. minera del cubo s. a.",NA,NA,NA,NA,NA,NA,NA,"guanajuato","$350, 000 oro nac",NA,NA,NA,NA
"115","mmm598",1926,"cia. minera del cubo s. a.",NA,NA,NA,NA,NA,NA,NA,"apartado guanajuato gto","p. o., apartado 49, guanajuato, gto.",NA,NA,NA,NA
"116","mmm601",1926,"cia. minera del cubo s. a.",NA,NA,NA,NA,NA,NA,NA,"name tajo","mill name, tajo., ",NA,NA,NA,NA
"117","mmm603",1926,"cia. minera del cubo s. a.",NA,NA,NA,NA,NA,NA,NA,"apartado guanajuato gto","mill p. o, apartado 49, guanajuato, gto.",NA,NA,NA,NA
"118","mmm606",1926,"cia. minera del cubo s. a.",NA,NA,NA,NA,NA,NA,NA,"chicago ill","president, h. l. hollis, chicago, ill.","hollingworth","h",NA,"president"
"119","mmm610",1926,"cia. minera del cubo s. a.",NA,NA,NA,NA,NA,NA,NA,"guanajuato gto","mine spt., s. c. buchanan, guanajuato, gto.","buchanan","s",NA,"mine spt."
