"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","name","srch","temp","geometry"
"663235","myb363273","myb",1909,"Village Deep Limited",5168962,NA,NA,NA,NA,"london","crushing commenced in January, 1905, and 180 stamps and three tube mills are",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"663251","myb363277","myb",1909,"Village Deep Limited",5168962,NA,NA,NA,NA,"london","For crushings see table at commcncemeiit of volume. Ore developed at",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"663495","myb363334","myb",1909,"Village Deep Limited",2300195,NA,NA,NA,NA,"salisbury","also 60-stomp mill and cyanide plant, was acquired for 72,000 fully-paid shares,",NA,NA,"cyanid","myb",c(-75.59937, 38.36067)
"663519","myb363340","myb",1909,"Village Deep Limited",2300195,NA,NA,NA,NA,"salisbury","Crushing commenced in January, 1892, with 10 stamps, afterwards increased",NA,NA,"Crushing","myb",c(-75.59937, 38.36067)
"663531","myb363343","myb",1909,"Village Deep Limited",2300195,NA,NA,NA,NA,"salisbury","also six tube mills and cyanide and slimes plant. During 1907, 462,900 tons,",NA,NA,"cyanid","myb",c(-75.59937, 38.36067)
"663543","myb363346","myb",1909,"Village Deep Limited",2300195,NA,NA,NA,NA,"salisbury","estimated profit of £358,004. For crushings, see table at commentetnent of volume.",NA,NA,"crushing","myb",c(-75.59937, 38.36067)
"663783","myb363424","myb",1909,"Vogelstruis Consolidated Deep Limited",1461501,NA,NA,NA,NA,"western","and a 60-stamp battery is being erected, also cyanide and slimes plant. Payable",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"663968","myb363475","myb",1909,"Vooelsthui Consolidated Deep",1218324,NA,NA,NA,NA,"transvaal","A mill of 80 stamps and cyanide works were started in December, 1896, but",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"663974","myb363477","myb",1909,"Vooelsthui Consolidated Deep",1218324,NA,NA,NA,NA,"transvaal","crushing was resumed in September, 1899, but, owing to the war, was suspended",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"663977","myb363478","myb",1909,"Vooelsthui Consolidated Deep",1218324,NA,NA,NA,NA,"transvaal","after nine days work. Crushing was again resumed in March, 1903. During",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"664094","myb363607","myb",1909,"Wan Derer Selu Kwe Gold M I Nesi Ltd",2192982,NA,NA,NA,NA,"rhodesia","mill, equal to about 100 stamps, with cyanido plant, started working in October,",NA,NA,"cyanid","myb",c(-97.21348, 32.82943)
"664524","myb363723","myb",1909,"Wassau Extended Gold Mines Limited",1949318,NA,NA,NA,NA,"london","Crushing commenced 1896 and was suspended in November, 1898 ; a new shaft has",NA,NA,"Crushing","myb",c(-0.1277583, 51.50735)
"664527","myb363724","myb",1909,"Wassau Extended Gold Mines Limited",1949318,NA,NA,NA,NA,"london","been sunk and a new 40-stamp mill and cyanide plant erected ; crushing was",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"664530","myb363725","myb",1909,"Wassau Extended Gold Mines Limited",1949318,NA,NA,NA,NA,"london","resumed in January, 1904, and the cyanide plant started in February, 1904,",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"664539","myb363728","myb",1909,"Wassau Extended Gold Mines Limited",1949318,NA,NA,NA,NA,"london","For monthly crushings see table at commencement of volume. Ore reserves",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"664831","myb363994","myb",1909,"West African Estmaentte Slimaitgeedn Cy And Develop",487329.4,NA,NA,NA,NA,"transvaal","A 20-stamp mill and cyanide plant commenced work in 1898, and a slimes plant",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"664833","myb363995","myb",1909,"West African Estmaentte Slimaitgeedn Cy And Develop",487329.4,NA,NA,NA,NA,"transvaal","in December, 1906. A tube mill was erected in 1907. For crushings see table at",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"664943","myb364050","myb",1909,"West African Estmaentte Slimaitgeedn Cy And Develop",NA,NA,NA,NA,NA,"transvaal","and cyanide plant , and West Band Mines, Ltd. see vol. for 1908 , owning 669",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"664955","myb364056","myb",1909,"West African Estmaentte Slimaitgeedn Cy And Develop",NA,NA,NA,NA,NA,"transvaal","block. A plant of 80 stamps, two tube mills and cyanide plant capable of",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"664975","myb364066","myb",1909,"West African Estmaentte Slimaitgeedn Cy And Develop",NA,NA,NA,NA,NA,"london","8 13dwts. per ton. For crushing see table at commencement",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"665314","myb364332","myb",1909,"Willoughby S Consolidated Co Ltd",4873294,NA,NA,NA,NA,"adelaide","For crushings see table at commencement of volume.",NA,NA,"crushing","myb",c(138.6007, -34.9285)
"665328","myb364339","myb",1909,"Willoughby S Consolidated Co Ltd",4873294,NA,NA,NA,NA,"adelaide","or at 105 at any time on six months notice. Under the scheme of amalgamation,",NA,NA,"amalgamati","myb",c(138.6007, -34.9285)
"665329","myb364339","myb",1909,"Willoughby S Consolidated Co Ltd",2436647,NA,NA,NA,NA,"adelaide","or at 105 at any time on six months notice. Under the scheme of amalgamation,",NA,NA,"amalgamati","myb",c(138.6007, -34.9285)
"665436","myb364383","myb",1909,"Willsgrove Estate Syndicate Limited",29239.77,NA,NA,NA,NA,"transvaal","amalgamation of the Windsor Gold Mining Co., Ltd., registered April, 1894, and",NA,NA,"amalgamati","myb",c(-81.1831, 43.23256)
"665451","myb364388","myb",1909,"Willsgrove Estate Syndicate Limited",2192982,NA,NA,NA,NA,"western","A light 40-stamp mill and cyanide plant commenced work on Windsor property",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"665454","myb364389","myb",1909,"Willsgrove Estate Syndicate Limited",2192982,NA,NA,NA,NA,"western","in 1897, and 10 stamps have been added. Crushing was commenced by the present",NA,NA,"Crushing","myb",c(-95.71276, 37.09375)
"665715","myb364502","myb",1909,"Witwatebseand Township",2680312,NA,NA,NA,NA,"johannesburg","Crushing commenced in November, 1902, with 60 hired stamps, and stopped",NA,NA,"Crushing","myb",c(28.04731, -26.2041)
"665718","myb364503","myb",1909,"Witwatebseand Township",2680312,NA,NA,NA,NA,"johannesburg","in June, 1904 ; the company has ereoted its own 245-stamp mill with cyanide and",NA,NA,"cyanid","myb",c(28.04731, -26.2041)
"665721","myb364504","myb",1909,"Witwatebseand Township",2680312,NA,NA,NA,NA,"johannesburg","slimes plant, and crushing commeuoed in December, 1904. During 1907,",NA,NA,"crushing","myb",c(28.04731, -26.2041)
"665730","myb364507","myb",1909,"Witwatebseand Township",2680312,NA,NA,NA,NA,"johannesburg","profit £357,015 ; costs at December, 15s. 6d. per ton. For crushings see table at",NA,NA,"crushing","myb",c(28.04731, -26.2041)
"665943","myb364578","myb",1909,"Witwatersrand Gold Mining Company Limited Knight S",2071150,NA,NA,NA,NA,"transvaal","Crushing oommenced in January, 1888, with a 50-stamp mill, and further",NA,NA,"Crushing","myb",c(-81.1831, 43.23256)
"665946","myb364579","myb",1909,"Witwatersrand Gold Mining Company Limited Knight S",2071150,NA,NA,NA,NA,"transvaal","50 stamps were afterwards added, but crushing was suspended in 1891 and tho",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"665949","myb364580","myb",1909,"Witwatersrand Gold Mining Company Limited Knight S",2071150,NA,NA,NA,NA,"transvaal","mine has since been thoroughly developed and a new 120-stamp mill and cyanide",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
"665952","myb364581","myb",1909,"Witwatersrand Gold Mining Company Limited Knight S",2071150,NA,NA,NA,NA,"transvaal","plant erected, crushing being resumod in 1896. A further 100 stamps making",NA,NA,"crushing","myb",c(-81.1831, 43.23256)
"665964","myb364585","myb",1909,"Witwatersrand Gold Mining Company Limited Knight S",2071150,NA,NA,NA,NA,"johannesburg","at Dec, 14s. 4d. per ton. For crushings see table at commencement of volume.",NA,NA,"crushing","myb",c(28.04731, -26.2041)
"666297","myb364688","myb",1909,"Witwatehsrand Land",4191033,NA,NA,NA,NA,"london","Crushing commenced in February, 1888. A new 50-stamp battery and cyanide",NA,NA,"Crushing","myb",c(-0.1277583, 51.50735)
"666303","myb364690","myb",1909,"Witwatehsrand Land",4191033,NA,NA,NA,NA,"london","cyanide and slimes plant. In August, 1905, the mill was destroyed by tire and",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"666309","myb364692","myb",1909,"Witwatehsrand Land",4191033,"dodd","michael",NA,"engineer","london","WOLHtTTEB GOLD a new mill of 120 stamps has been erected ; crushing was resumed in February, 1906. Daring 1906-7, 219,990 tons crushed yielded gold value £298,369 or 27s. Id. per ton ; costs 21s. 9d. per ton. For crushings see table at commencement of volume. Ore reserves at October, 1907, 270,740 tons, being a decrease of 9,114 tons as at October, 1906. The authorised capital is £860,000, in 215,000 shares of £4 each; all the shares have been issued and are fully paid. There is a six per cent, loan as below. The capital of original company was increased from £45,000 to £70,000 in 1888, to £130,000 in 1893, and to £215,000 in April, 1895, when 17,000 shares were issued at £5 5a., issue being guaranteed by lland Mines, Ltd., in return for an option on 8,000 at £6 each option exercised . By the reconstruction in November, 1895, the capital was increased to present amount, one new fully-paid £4 share being given in exohange for each old £1 share. A dividend of 10 per cent, was declared in April, 1894, on the old capital. Dividends declared on present capital : October, 1897, 10 per cent. 8s., per £4 share ; June, 1898, 6s. ; December, 1898, 2s. Dividends are paid in London about six weeks after declaration. The accounts for year ended October 31st, 1906, submitted in Johannesburg December 19th, 1906, showed gold receipts £202,597, and a credit balance of £62,178 which was written off capital expenditure. The accounts to October 31st, 1907, submitted in Johannesburg December 18th, 1907, showed gold receipts £298,369 and a profit of £52,291, which was written off capital expenditure ; bank overdraft £57,990, loan £32,292. A share register is kept in London. Transfer form, common ; fee, 2s. 6d. per 100 shares or part of 100. Warrants to bearer may be had for 1, 5, 10, or 25 shares ; fees, Is., Is. 6d., 2s., and 2s. 6d. respectively ; fee for reconversion 3s. 6d. per 100 shares or part thereof. The 10th April, 1900, was appointed settling day in shares Nos. 1 to 215,000. Prices, 1905 : highest, 3|i ; lowest, 2£ ; 1906 : highest, 3 ; lowest, 2i; 1907: highest, 2 ; lowest, 1; 1908: highest, 4; lowest, 1J. Latest price, 4 , 4f . WOODSTOCK TRANSVAAL GOLD MINE. LIMITED. Directors Qualification, £250 E. Ran-lings, Chairman ; H. Mapplebeck. Solicitors Slaughter & May. | Bankers Roj-al Bank of Scotland, Limited. Auditors Hays, Akers & Hays. Secretary and Offices Thomas Williams, 5 and 0, Great Winchester Street, E.C. Telegrams : Goldklump, London. This company was registered June 22nd, 1903, being a second reconstruction of a company of the same name registered August 2nd, 1895, and first reconstructed September, 1898 see vol. for 1903 . The company owns the Woodstock Gold Mine, 72 claims, situate about three miles from the Sheba property, De Kaap district, Transvaal, also 3 adjacent claims, part of those acquired in 1904 from Rathbone s South African Synd., Ltd., for £500 cash and £10,000 in fully-paid shares. The original company commenced crushing with 30 stamps in October, 1897, but the mill only ran one month ; operations are at present suspended. The authorised capital is £100,000, in 200,000 shares of 10s. each ; 161,007 shares £80,503 10s. are issued and fully paid. One share credited as 7s. paid was offered for each old fully-paid £1 share, and public tenders were invited in June, 1903, for shares not taken up. Transfer form common ; fee, 2s. 6d. The 20th April, 1904, was appointed settling day in shares Nos. 1 to 161,000 and 197,708 to 197,712. WORCESTER EXPLORATION & GOLD MINING CO.. LTD. Directors Qualificalion, 100 shares . Hon. J. D. Hugo, Chairman. | William A. Hall. | H. C. Moiring. J. W. H. Meiring, sen. | Fritz Lindenbcrg. | P. J. Rabie. Local Committee Sir Leslie Falkiner, Bart. ; A. Eadford, J.P. Consulting Engineer Michael Dodd, Box 310, Johannesburg. Mine Manager Robert Wormald, Barljertou, Transvaal. Secretary and Head Offices M. S. Falck, Worcester, Cape Uolony. London Agents Consolidated Gold Fields of South Africa, Limited. London Secretary and Offices J. T. Bedborough, 8, Old Jowry, B.C. Phone : 420 Bank. This company was registered in Cape Colony August, 1887, and acquired nine main reef claims, situate between the Robinson and Ferreira Mines, on the farm Turffontein, Witwatersrand, Transvaal. The purchase consideration was £10,000, in fully-paid shares. The company also acquired 9ix water-right claims to 663 . WORCESTER EXPLORATION AND GOLD. tho sonth of the Robinson mynpacht. In 1903, the property was gold to the Ferreira Gold Mining Co., Ltd., for £90,000 cash. In 1898 the company acquired the Kentish property of about 31 claims, with a water-right, sitnate in the Jamestown district, 15 miles north-east of Barberton, De Kaap Goldfield, Transvaal, and in February, 1899, it was resolved to purchase for £900 the adjacent Bonnie Dundeo property of about 40 claims, with a waterright on the North Kaap River; these now properties, now increased to 262 claims, are being developed, and a new 40-stamp mill and cyanide and slimesplant erected ; crushing commenced in August, 1904. During 1907, 52,067 tons milled yielded gold value £50,277 j costs per ton 16s. 6d. For crushings see table at commence ment of volume. The authorised capital is £100,000, in 100,000 shares of £1 each ; 95,722 shares have been issued and are fully paid. The capital was increased from £15,000 to £20,200 in November, 1888, md further increased to its present amonat in November, 1889, 9,927 shares being issued at £2. In 1895, 2,995 reserve hares were sold at 85s. 6d. each, and in AnguBt, 1896, 1,000 were sold at 90s. and 1,000 at 89s. The following dividends have been declared : 1888... 30 per cent. I 1891 ... 10 percent. 11894... 60 per cent. I 1897... 30 per cent. 1889 ... 46 1892 ... 171 1696 ... 60 1898 ... 60 1890 ... 16 | 1893 ... 16 I 1896 ... 66 I 1899 ... 36 The accounts for year ended December 81st, 1906, submitted at Worcester, Cape Colony, February, 1907, showed gold receipts £12,940 and a profit of £6,725, reducing debit to £17,618. The accounts to December 31st, 1907, submitted in Worcester March 7th, 1908, showed gold reoeipts £50,405 and a profit of £5,445, reducing debit balance to £12,146 ; creditors £27,026. A share register is kept in London. Transfer form, common ; fee, 2s. 6d. Shares transferred from London to Colonial register, and vice versa-, at 2s. 6d. per deed. PriceB 1905 : highest, 1J ; lowest, i ; 1906 : highest, ; lowest, ; 1907 : highest, j : lowest, T T ; 1908 : highest, ltV ; lowest, j. LateBt price. 1-fr. Y YAN AND AXIM EXPLORATION SYNDICATE, LTD Directors Qualification, £loo K. Warner, Chairman ; J. W. Bateson, A. R.I. B. A. Solicitors BilbrouRh A Plaskitts. j Auditor H. R. Weatall. Bankers Manchester & Liverpool District Banking Co., Limited. Secretary and Offices J. A. Bush, 10, Walbrook, E.C. Phone : 321 Bank. This company was registered February 15th, 1901, to acquire a lease of the Panni estate of about 200 square miles in the Wassau district, Gold Coast Colony. The consideration was £17,000, in cash and shares. The authorised capital is £40,000, in 40,000 shares of £1 each ; 38,000 shares are issued, 13,500 credited as fully paid, 18,807 paid up in cash, and 5,693 igsued at £1 premium having 17s. 6d. per share called up in addition to premium. There aro £320 ten per cent, debentures part of £2.500 . Tho 24th July, 1901, was appointed settling day in shares Nos. 32,308 to 38,000. Transfer form, common j fee, 2s. 6d. YORK GOLD MINING SYNDICATE. LIMITED. J. Directors. H. Ryan, Chairman. | Col. Sir A. Woolls-Sampsnn, K.C.B., M.L. A. W. H. Dawe, alternate A. G. Gill. | P. Greathead. Consulting Engineer S. C. Thomson, Box 186, Johannesburg, S.A. Mine Manager W. Elliott, Box 64, Krugeradorp. Local Office Box 54, Kruffersdorp. Secretaries and Offices Witwatersrand Township, Estate 4 Finance Corpn., Ltd., Box 6036, Jeppe Arcade. Johannesburg, Transvaal. Telegrams : Assayer, Jo burg ; at mine : York Mine. Knigersdorp. Code : Broomhalls. Phone : 1036 Jo burg and 18 Krugeredorp. This company was registered in the Transvaal January 26th, 1907, and owns 70 claims and water right on Farm Luipaard s Vlei No. 8, Krugersdorp district. Western Witwatersrand, Transvaal, formerly the property of the York Gold Mining Co., Ltd. see vol. for 1907 . The consideration waB £24,000, payable £14,000 cash and £10,000 in fully-paid shares. A 40-stamp mill and cyanide plant aro erected, and crashing commenced July, 1907. Estimated ore reserves 100,000 tons, value 9 5 dwts. per ton. Tt o authorised capital is £40,000, in 40,000 BhareB of £1 each 37,000 shares AFRICAN COMPANIES. YORK GOLD are issued and fully paid. A two-thirds interest is held by African Farms, Ltd. No prospectus was issued. Transfor form, common ; fee, nil ZAMBESIA COMPANY, companhia da zambezia. Directors. H. de Brito Carello, Chairman. | Affonso de Moreas Sarmento. Auguato Faustioo dos Santos Crespo. I Carlos Roma du Bocagc. I J. A. dos Santos Couvreur. Joao de Rezende. J. C. Paiva d Andrada. I A. Pinheiro Ghagas. Luiz Diogo da Silva. | Edouard Thys. I Henri Ehrmann. | Edmoud Bartissol. | Emile Horn. Anatole Baratier. Head Offlces 63, Rua do Alocrim, Lisbon. I Paris Offices 73, Rue de Provence. This is a Portuguese company, founded 20th May, 1892, under Eoyal Decree with limited liability , and holds a concession for 30 years from April 19th, 1894, over about 155,000 square kilometres of land on either side of the Zambesi and Shire Rivers, extending eastwards of the latter to the coast and embracing the Ports of Quelimane and Chinde, Portuguese East Africa. Gold-bearing reefs have been discovered, also coal, copper and petroleum. Gold-mining concessions have been acquired by syndicates and companies, including : Obrist & Co., Zambezia Bergbaugesellschaft, Campell s Zambesia Minerals Co., Zambesia Goldficlds, Ltd., Ca. do Lnabo, Ac, Ac. The authorised capital is reis 2,7OO,OO0$0O0, in 600,000 shares of 4,500 reis £1 25 francs each ; 450,000 shares reis 2,025,000$000 are issued and fully paid havingno further liability . Dividends paid : 270 reis each for 1898 and 1899. The accounts to December 31st, 1907, were submitted at Lisbon January 4th, 1909. Transfers by endorsement on certificate, en-registered to head office. Bearer warrants are issued. Regulations as to Tbivsfbb op Mining Rights. The Companhia da Zambezia holds from the Portuguese Government sole mining lights in the districts of Tete and Zambezia, west of the Licungo River. Fro l ecting Licenses are obtained and Registration of claims made at the company s mining office at Tete, iho headquarters of the director of mines. Mining concessions are received from the Portuguese Government, through the Mining Office, and are subject to conditions imposed by the company as follows : Art I. Every Bab-concessionaire holding claims shall pay to the Zanibczia Com pany in gold currency : 1 On receipt of his Title Deed : a For each claim for precious metals of the area of 100 m. x 100 m., or for each claim of precious stones of the area of 10 m. x 10 m. a fee of 1, 000 reis. 4 For each alluvial gold dredging claim of the area of 100 hectares when located on the Zambezi River, below Caroabassa, or on the Luenha, Mazoe and Luia Rivers, a fee of 60,000 reis. e For each alluvial gold dredging claim of the area of 100 hectares when located on any otner rivers or ground fit for dredging a fee of 10,000 reis. rf For each claim of any other mineral substance of the area of 100 hectares a fee of 87,000 reis. 2 The following annual rents: a For each claim of preciouB metals of the area of 100 m. x 100 m. : For the 1st, 2nd, 3rd and 4th years 2,260 reis. For the 6th and 6th years 4,600 reis. For the 7th and every following year. 0,000 reis. b For each alluvial gold dreoging claim of tha area of 100 hectares when located on the Zambezi River below Caroabassa, or on the Luenha, Mazoo and Lnia Rivers 200,000 reis. c For each alluvial go d dredging claim of the area of 100 hectares when located on any other rivera or ground 50,000 reis. t For each claim of precious atones of the area of ID m. x 10 m. : For the let year 1,600 reis. For the 2nd and overy following year 2,260 reis, For each claim of any other mineral substance, of the area of 100 hec tares: For the 1st, 2nd and 3rd years 27,oO n ip.","dodd, m","dodd, michael","crushing","myb",c(-0.1277583, 51.50735)
"666414","myb365201","myb",1909,"Alaska Consolidated Mines Limited",7309942,NA,NA,NA,NA,"alaska","stamps, in sections of 100, are to be added. Crushing commenoed June, 1907,",NA,NA,"Crushing","myb",c(-149.4937, 64.20084)
"666642","myb365256","myb",1909,"Alaska Consolidated Mines Limited",1e+06,NA,NA,NA,NA,"alaska","tion was 120,000 fully-paid shares. Crushing was commenced in 1894 with 60",NA,NA,"Crushing","myb",c(-149.4937, 64.20084)
"666838","myb365302","myb",1909,"Alaska Consolidated Mines Limited",5e+06,NA,NA,NA,NA,"alaska","by water only available about 7J months each year . The chlorinatioa works",NA,NA,"chlorin","myb",c(-149.4937, 64.20084)
"667010","myb365343","myb",1909,"Alaska Consolidated Mines Limited",1e+06,NA,NA,NA,NA,"alaska","and Alaska Mexican properties. Crushing was commenced in November, 1898 ;",NA,NA,"Crushing","myb",c(-149.4937, 64.20084)
"667323","myb365674","myb",1909,"Amalgamated Copper Company Of New Jersey",100090000,NA,NA,NA,NA,"mexico","and elsewhere, operated to assure ere supplies for the smelters.",NA,NA,"smelter","myb",c(-102.5528, 23.6345)
"667867","myb366659","myb",1909,"H C Consols Limited",30214.42,NA,NA,NA,NA,"london","M 7 SY N DICATE, LIMITED. Directors C. E. Daniel ; F. E. Barne . Seoretary and Offices F. G. Clark, 42, Old Broad Street, E.C. This company was registered February 7th, 1907, to carry on business as financiers, miners, &c. The authorised capital is £6,200, in 6,000 ordinary shares of £1 each and 4,000 deferred shares of Is. each ; 7 ordinary and 3,000 deferred shares are issued and fully paid. The ordinary shareholders receive three-fifths and the deferred two-fifths profits. The statutory report was dated May 1st, 1907. B. C. W. SYNDICATE LIMITED. Directors R. Miller ; G. Flett j P. Gow. Secretary and Offices E. Bunce, 34, Clement s Lane, E.C. This company was registered November 24th, 1906, to acquire from Patrick Gow, a prospecting licence over lands in Balaghat, Tahsil and Baihar, India. The consideration was £100 in fully-paid B shares. The authorised capital is £2,100, in 2,000 ordinary Bhares of £1 each, and 2,000 B shares of Is. each ; 995 ordinary and all the deferred sharo3 are issued, 2 ordinary and all the deferred being miscellaneous companies. 609 B. C. W. SYNDICATE fully paid and 993 ordinary having 2s. paid. Ordinary shareholders receive two-thirds profits, the deferred taking the remainder. The capital was increased from £1,100 to present amount in April, 1908. B. D, L. SYNDICATE, LIMITED. This company was registered March 13th, 1902 see vol. for 1904 . On October 13th, 1908, the company was dissolved. B. H. AND G. SYNDICATE, LIMITED.- Directors Secret aQruyalification, 60 shares . H. Walters. I W. O. Monypenny. This and Offices. Henry Bacon, 62, London Wall. E.C. Company was registered December 4th, 1907, to acquire and work mines. The authorised capital is £5,250 in 5,000 ordinary shares of £1 eaoh and 5,000 deferred shares of Is. each ; 332 ordinary and 262 deferrod shares are issued and fully paid. The ordinary are entitled to dividends aggregating 100 per cent, and half of surplus profits, the deferred taking the remainder. BACARES IRON ORE MINES. LIMITED. J. Directors. C. Cuninghame, SCehoariremtaanr.y Sir J. E. Johnson-Ferguson, Bart., J.P. | R. Russell, Managing. William Girdwood, Newmains, Lanarkshire. Begistered Offices 32, Victoria Street, S.W. Telegrams : BacaroB, Newmains. This company was registered May 25th, 1899, to acquire on lease certain iron ore mines in the district of Bacares, province of Almeria, Spain. Shipments of ore are being made. The authorised capital is £135,000, in 13,500 shares of £10 each; all the shares are issued and fully called up. Thero are £20,000 second mortgage debentures. Accounts not published. BACIS GOLD AND SILVER MINING CO., LTD. Trustees for Debenture-Holders. John J. Reid. I C. Williamson Milne. John J. Reid, Directors. General SupeCrhinatiremnadne. nt| John T. Henderson. | C. Williamson Milne. | John Stone. W. McNeill, A.M.I.C.E., Bacis, via Gavilancs, Durango, Mexico. Aline Manager T. H. Richards. Solicitors Wilkinson, Raikes 4 Son. I Auditors Monkhouse, Stoneham & Co. ConsBualtninkgersE nMgainnceheesrter and Liverpool District Banking Co., Ltd. and Secretary Bedford McNeill, A.M.I.C.E. Offices 25a, Old Broad Street, E.C. Telegrams: Chockfull, London. This company was registered Jtmo 7th, 1904, and is a reconstruction of a company of similar name registered July 30th, 1892 see vol. for 1904 , to acquire gold and silver mineB situated on a slope of the Sierra Madre mountains, near the city of Bacis, Quila Biver, State of Durango, Mexico. The property includes the Herrero, La Luz, and Tajo mining claims, each 2,624ft. in length, and also the Herrero Extension, with timber, water-rights, &c. A 30-stamp mill and cyanide plant are at work ; improvements and extensions of plant have beenrmade. The authorised capital is £50,000, in 200,000 shares of 5s. each; 193,875 Bhares £48,468 15s. , are issued and fully paid. One share credited as 3s. 6d. paid was offered for each old fully-paid £1 share. There are £25,000 ten per cent, first mortgage debentures, repayable on or before April 30th, 1912, interest payable April 30th and October 31st ; also £15,000 ten per cent, income debenture bonds, maturing April, 1912. Interest accrued on first mortgage debentures at AuguBt, 1908, has been postponed until October, 1910. The accounts for year ending August 31st, 1908, submitted December 18th, 1908, showed receipts £21,257, and £5,338 carried forward to debit of revenue account; cash £148, debtors, £2,604; creditors £12,594. Transfer form, common ; fee, nil. BADAJOZ COPPER MINES. LIMITED. SDeicrreecttaorrys Lord Armstrong, U.C.L. ; J. W. Ciialkl y : G. A. HarriFon. and Offices M. Rae, 14, Bishopsgate Street Without, E.C. This company was registered July 25th, 1906, to acquire from A. H. Harrison the Suerte and Extremona copper mines, area of 320,000 square metres, situate near villages of Pneblada and Talarrubias, province of Badajoz, Spain. The consideration was £3,000 in fully-paid shares. The authorised capital is £10,000, in 10,000 shares of £1 each ; 6,007 shares are issued and fully paid including vendors . 610 . BAEZA MINING SYNDICATE. LIMITED. Directors Qualification, five shares George Simpaoni G. A. Watson. Secretary and Offices R. W. Jackson, 45, Fiusbury Pavement, E.C. This company was registered January 11th, 1905, to acquire from G. Simpson option over oil shale properties, area 1 ,0u0 acres, situate in province of Costelleon, Spain. The consideration was £1,993 in fully paid shares. The authorised capital i s i 2,000, in 2.000 shares of £1 each ; all the shares are issued and fully paid. BAGILLT COAL COMPANY. LIMITED: Directors. Frederic Straker. I James Douctaar, | Charles C. Leach. | Mark Fryar. | William Gibson. Secretary and Offices A.. J. Stuart, 81-82, CollinKwood Street Bdgs,, Newcastle-on-Tyne. This company was registered December 27th, 1904, to acquire the leasehold Bettisiield Colliery, Bagillt, near Flintshire. The authorised capital is £75,000, in 75.000 shares of £1 each ; all tho shares are issued 47,800 being fully paid and 27,200 having 17s. Gd. paid. No accounts received. BAILDON ESTATE- AND QUARRY CO., LTD.",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"667958","myb366692","myb",1909,"Balaghat Gold Mining Company Limited",NA,NA,NA,NA,NA,"mysore","Crushing with 10 stamps commenced in December, 1898 ; a new 30-stamp",NA,NA,"Crushing","myb",c(76.63938, 12.29581)
"667961","myb366693","myb",1909,"Balaghat Gold Mining Company Limited",NA,NA,NA,NA,NA,"mysore","mill and 15 older stamps and cyanide plant are now at work, and 10 older stamps",NA,NA,"cyanid","myb",c(76.63938, 12.29581)
"668028","myb366820","myb",1909,"Baldwins Limited",4142300,NA,NA,NA,NA,"birmingham","or amalgamation. Interest is payable January 1st and July 1st.",NA,NA,"amalgamati","myb",c(-86.81036, 33.51859)
"668410","myb367224","myb",1909,"Belfa St Coal An D Irq N Limited",2436647,NA,NA,NA,NA,"ann street belfast","in progress and smelters are erected to treat the ironstone underlying the coal",NA,NA,"smelter","myb",c(-5.924947, 54.59935)
"668737","myb368021","myb",1909,"Bradford Colliery Company Limited",487329.4,NA,NA,NA,NA,"temple","colliery proprietors, coal merchants, miners, smelters, &c.",NA,NA,"smelter","myb",c(-95.6274, 37.04212)
