"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","name","srch","temp","geometry"
"409264","myb213332","myb",1895,"Ty And Suburban Gold Mining Company",48875.86,NA,NA,NA,NA,"london","ndon to Natal register, and vice versa, at a charge of 2s. 6d. per certificate. London register is closed on the last days of Juno and December. Latest Pnw, 164, leg-. 480 . CLARE ESTATE SYNDICATE, LIMITED. Secretary. Offices. William Jennings. 8t. Peter s Chambers, Cornhill, E.C. This syndicate was registered on the 20th May, 1892, to acquire from W. P. Leigh certain mining rights and properties in Manicaland, South Africa. IV purchase consideration was £11,000, payable £1,000 in cash and £10,000 in follypaid shares, which shares hare since been cancelled. The authorised capital is £10,000, in 10,000 shares of £1 each ; 8,320 share have been issued and fully-paid. The capital was originally £20,000, bat wu reduced in May, 1893, to its present amount, by cancelling the vendor s shares, as above. CLAY SYNDICATE, LIMITED. Directors. A. Pell. | A. M. Jay. | Major J. W. M. Cotton. Secretary. Offices. Stuurt James Hogg. 1, Crosby Square, E.C. This syndicate was registered on the 17th April, 1894, to acquire from the South African Trust and Finance Company, Limited, the exclusive right to prospect, purchase, and work a certain mining area in the Mazoe district of Mashonaland. The authorised capital is £8,000, in 8,000 shares of £1 each. All the share have been issued and fully paid. CLUTHA GOLD MINES, LIMITED. Directors. Eight Hon. Viscount Grimston, M.P.,C air M . | General Sir J. Luther Vaughan, KX.S. Leopold Herz, Local. Bankers. Solicitor. Auditors. Capital and Counties Bank, Limited. H. D. Kimbcr. Ford, Rhodes, and Ford. Secretary. Offices. L. J. Langmead. 23, College Hill, E.C. This company was registered on the 7th January, 1890, to acquire from the London and Colonial Syndicate, Limited, 30 mining claims, known as the Clnthi Reef, situate near Barberton, De Kaap Gold Field, Transvaal, with a water-right on the Kaap Biver. The purchase consideration was £65,000, payable £37,S00 in fully-paid shares and £27,500 in cash. In July, 1890, the company acquired the property and machinery of the Victoria Beef Gold Mining Company, Limited, consisting of 12 claims on the Queen s River, about three miles from the C u S& property, and a 25-stamp battery, for the sum of £15,500, payable £10,500 ii cash and £5,000 in fully-paid shares. The Clutha Mine has been let on tribute to the Edwin Bray Company, trai that company has ceased working it, the ore not having proved Bafficientlj payable. The authorised capital is£100,000, in 100,000 shares of £1 each ; 90,755 shares have been issued and are fully-paid, 42,500 shares vendors being credited ai fully paid. In February, 1890, 52,500 shares were offered for subscription an- allotted. In 1891 operations were suspended for want of capital, and an attempt msoV to issue £10,000 debentures was unsuccessful. A reconstruction scheme was pW forward in February, 1892, but fell through. The last accounts issned were madi up to the 31st December, 1893, and submitted on the 28th December, 1 these showed sundry creditors including a loan of £600 £2,327 la. 5d. sundry debtors and cash, £272 9s. id. Transfer form, common ; fee, 2s. 6d. per deed. COETZEESTROOM ESTATE AND GOLD MINING COMPANY, LIMITED. Directors. Thomas Goldney. | Frederick W. Pry. | Patrick Bnchu, Auditor. Solioitors. Bankers, Ernest Wright. Stacpoole. Batters, &Stficpoole. Martin s Bank, Limit . . 481 KTZEESTEOOM ESTATE .gent in Barberton. Secretary. Offices. George Bowness. John Smith. 39, Lombard Street, B.C. company was registered on the 23rd Jnne, 1892, and is a reconstruction of a any of the same name, registered on the 15th December, 1888, to acquire oetzeestroom gold mining property, situate in the Crocodile River Ward, De district , Transvaal, and comprising an area of about 12,812 acres, he authorised capital is £35,000, in 140,000 shares of 5s. each ; all the shares issued, credited with 3s. per share as paid, in the proportion of share for , to holders in the old company, and are now fully paid. The final call 1. per share was payable on the 16th June, 1894. There are also 8 per cent, atures for £6,850, forming part of an issue of £8,000, authorised by the old iany in November, 1890, and redeemable on the 31st December, 1895. he capital of the old company was £170,000, in shares of £1, of which 140,000 shares were 1 and fally paid, including 110,000 shares vendors credited as fully paid. 30,000 shares offered for public subscription in December, 1888, but no allotment was made, the money ribed beinj returned ; the 30,000 shares, however, were privately subscribed in February, The consideration for the property was £120,000, payable £110,000 in folly -paid shares 10,000 in cash. L 20-stamp battery and cyanide plant are erected, but all operations were inr inued in May, 1894. Che accounts are made up annually to the 30th September. The accounts to 30th September, 1893, submitted on the 18th December, 1893, showed a t to profit and loss of £6,908 18s. 6d. The sales of gold realised 39 19s. 3d. The accounts to the 29th September, 1894, submitted on the i November, 1894, showed a loss on the year of £4,059 6s. 7d., making a debit rofit and loss of £10,968 5s. Id. The year s gold sales realised £3,600 12s. 3d. ; liters and accrued debenture interest £678 19s. 8d. ; cash balances, 2 8s. 3d. Transfer form, common ; fee, 2s. 6d. per deed. Latest price, 3s. 6d., 4s. ANNUAL REPORT. The directors report, submitted on the 19th November, 1894, stated : The result of the working of the cyanide process is that 3,000 tons have been treated, and led96oa., or leaving out the first experiment on 800 tons realising 7oz., 2,20C tons 89oz.t ibout 19gr. per ton, which with a return of only 2dwt. in free gold over the plates, leaves MWyloSB. The present position is that we have about 20 square miles of freehold property practiy not prospected now served by the recently constructed Delagoa Bay Railway. There many reefs on it, and enormous deposits of conglomerates. The Banket Reef on the east o of Button s Creek for about 2,000 yards has been worked, also a few hundred tons have been ted to the mill from Thomas and Sunday s Reefs, and some development carried out lded about £1 5,000 worth of gold. Upon the western side of Button s Creek there is a deposit of banket corresponding to that the eastern side, upon which Mr. Davey reported well, and desired to connect with the 11at an estimated cost of £-100. A cyanide plant, equal to treating 1,500 tons per month, i been erected, and is so situated that it can be worked on very economical lines, and the gi&al 20-stamp battery and Wheeler pans are in good working order. An offer has been received for working a portion of the property on tribute. CONSOLIDATED ANGLE-THARSIS GOLD MINING COMPANY, LIMITED. Secretary. Offices. S. B. Dowling. Johannesburg, South Africa. bib company was formed iu January, 1893, to acquire the amalgamated under - ikrags of the Tharsis and Angle-Tharsis Companies, including a contract to ratk the Nabob Company s property on tribute. The mines are Bituate on the l& Klein Paardc Kraal, about four miles from Johannesburg. The authorised capital is £80,000, in 80,000 shares of £1 each ; 67,000 shares webeeii isBued and are fully paid. 30,000 shares were allotted in payment for Tharsis property, and 24,000 for the Angle-Tharsis, the remaining 26,000 inares being reserved for working capital. A 30-stamp mill is erected, but imhmg was suspended in October, 1893, owing to a falling-off in the yield. A wonatruction scheme is said to be in preparation.",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"409647","myb213551","myb",1895,"Consolidated Gold Fields",NA,NA,NA,NA,NA,"transvaal","reat as at the present time. The amalgamation of the Simmer and Jack Gold Mining",NA,NA,"amalgamati","myb",c(-81.1831, 43.23256)
"409795","myb213636","myb",1895,"Croesus Deep Level Gold Mining Company",1221896,NA,NA,NA,NA,"johannesburg","50,000 are retained for working capital. An amalgamation scheme with the Ne",NA,NA,"amalgamati","myb",c(28.04731, -26.2041)
"410037","myb213705","myb",1895,"Own Reef Gold Mining Company Limited",342131,NA,NA,NA,NA,"london","id the old mills were then shut down. New cyanide works have since been",NA,NA,"cyanid","myb",c(-0.1277583, 51.50735)
"410047","myb213707","myb",1895,"Own Reef Gold Mining Company Limited",342131,NA,NA,NA,NA,"london","Crushing Results.",NA,NA,"Crushing","myb",c(-0.1277583, 51.50735)
"410057","myb213709","myb",1895,"Own Reef Gold Mining Company Limited",342131,NA,NA,NA,NA,"london",".. 1890 , m 1891 1892 . 1893 1694 ns Milled. Gross Yield. Yield per Ton. oz. dwt. gr. oz. dwt. gr. 15,007 13,140 19 0 0 17 12-314 45,474 22,385 6 0 0 9 20-076 65,810 38,023 16 0 0 11 14-154 88,733 44,263 4 0 0 1 13-739 108,087 51,427 12 0 0 9 12 383 124,039 62,412 6 0 0 8 9 845 For details of 1894 crushings, see pages 691 to 695. 483 THE MINWG . CROWN BEEF GOLD The following dividends bare been paid : For Quarters tn For Half -years to 14th July, 1688, 6 per cent. 30th June, 1888 3rd Dec., 1891, 2.1 per cent. 30th Sept., 1381 17th Oct., 0 30th Sept., 31st May, 1892, 30 3lst Mar., 18K 31st Jan., 18S9, 0 31st Dec, 6th Dec, 25 30th Sept., 3rd June, ,, 0 31st Mar., 1889 5th June, 1893, 25 31M Mar., ISM For Half-years to 6th Dec, 23 30th Sept., 10th Dec, 1890, 15 30th Sept., 1890 27th June, 1894, 25 31st Mar., 18M 14th May, 1881, 25 31st Mar., 1891 24th Dec, 25 30th Sept., The accounts are now made up annually to the 31st March and submitted in June. At the 31st March, 1893, after writing off £10,091 2s. lid. for deprecia tion and £3,996 12s. for redemption of mine development, a net profit of £37,140 13s. 9d. was shown for the half-year from September 30th, 1892; from this tho sum of £8,608 16s., revenue from tailings, was deducted and transferred to working capital account, leaving £28,537 17s. 9d. Adding to this the balance forward, a credit to profit and loss of £32,044 0s. lid. was shown, of which the dividend paid in June, 1893, absorbed £30,000, leaving £2,044 Os. lid. to be carried forward. The accounts to the 31st March, 1894, showed a net profit on the year of £82,253 9s. 4d., after writing off £24,962 12s. 2d. for depreciation, and £6,094 0s. 2d. for redemption of mine development, making with the balance forward an available sum of £84,297 10s. 3d. From this was deducted £30,000 for dividend paid in September, 1893, and £6,000 transferred to reserve ; also the sum of £3,878 12s., transferred to working capital account, being revenue from tailings sold, leaving a credit to profit and loss of £44,418 18s. 3d. A further £30,000 of this was absorbed by the dividend paid in June, 1894. Reserve fund, £18,113 19s. Id. Transfer form in London, common ; fee, 2s. 6d. per 100 shares or part of 100. Duplicate share registers are kept in London and Johannesburg. Shaw warrants to bearer are issued in exchange for registered shares. Latest price H, 91- The directors report, submitted on the 19th June, 1894, stated : The profit earned during the past year la the company s best record, and exceeds lb profits of the previous 12 months by £10,965 0s. 5d. The summary shows a net profit of 13s. 2 385d. per ton, calculated on the basis of Lb. tonnage milled. It is estimated that a further sum of about £16,000 will be spent on capital accoon; exclusive of mine development, to complete tho whole of the works in connection with the a i 120-stamp mill and re-equipment of the mine. The total amount that will be expended above the capital provided will therefore b £.42,346 12s. Id., which will be paid out of the profits without interfering with the rr n dividends of 50 per cent, per annum, and your directors hope to relieve the company- from dev during the course of the coming financial year, and continue paying the usual half-ye- r dividends. After the debt has been liquidated the whole of the company s profit will available for distribution. Your directors are of opinion that thiB policy will favourably commend itself to yon rati than a policy of issuing debentures, which would cost a large sum in interest; or a policv increasing the capital which would be a perpetual charge against the profits of the future.",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"410102","myb213718","myb",1895,"Own Reef Gold Mining Company Limited",NA,NA,NA,NA,NA,"london","crashed at the 60, 30, and 120 stamp mills, 52,4l2oz. 6dwt. ; Cyanide, 108,416 tons tail 121",NA,NA,"Cyanid","myb",c(-0.1277583, 51.50735)
"410196","myb213771","myb",1895,"Tpheegat Coal",464320.6,NA,NA,NA,NA,"stanhope","The first crushing was expected to take place in December, 1894.",NA,NA,"crushing","myb",c(-78.67664, 35.78939)
"410415","myb213859","myb",1895,"De Beers Consolidated Mines Limited",488758.6,NA,NA,NA,NA,"london","In October, 1888, an amalgamation was effected with the Kimberley Central Diim1",NA,NA,"amalgamati","myb",c(-0.1277583, 51.50735)
"410645","myb213985","myb",1895,"De Beers Consolidated Mines Limited",NA,NA,NA,NA,NA,"london","liability iu the balance-sheet. The crushing and concentration plant referred to in the report",NA,NA,"crushing","myb",c(-0.1277583, 51.50735)
"410795","myb214015","myb",1895,"De Beers Consolidated Mines Limited",NA,NA,NA,NA,NA,"london","increased. Crushing and concentration plant. The erection of this plant is still going an. a l will not 1m completed until about the end of December. It has taken a longer time to erect",NA,NA,"Crushing","myb",c(-0.1277583, 51.50735)
"410841","myb214072","myb",1895,"Doornkop Gold Mining Company Limited",1221896,NA,NA,NA,NA,"johannesburg","Crushings with 20 stamps from May to October, 1890, realised l,590oz. of",NA,NA,"Crushing","myb",c(28.04731, -26.2041)
"411086","myb214234","myb",1895,"Durban Roodepoort Gold Mining Company",488758.6,NA,NA,NA,NA,"roodepoort","Crushing commenced in April, 1888, with 20 stamps. From November, 1888,",NA,NA,"Crushing","myb",c(27.90147, -26.12014)
"411098","myb214238","myb",1895,"Durban Roodepoort Gold Mining Company",488758.6,NA,NA,NA,NA,"roodepoort","started in January, 1895, without any stoppage of the old battery. A cyanide",NA,NA,"cyanid","myb",c(27.90147, -26.12014)
"411101","myb214239","myb",1895,"Durban Roodepoort Gold Mining Company",488758.6,NA,NA,NA,NA,"roodepoort","plant for treatment of tailings was started in February, 1893. Crushings have",NA,NA,"Crushing","myb",c(27.90147, -26.12014)
"411125","myb214247","myb",1895,"Durban Roodepoort Gold Mining Company",488758.6,NA,NA,NA,NA,"western","I cyanide ... 79,765 22,751 71,618",NA,NA,"cyanid","myb",c(-95.71276, 37.09375)
"411128","myb214248","myb",1895,"Durban Roodepoort Gold Mining Company",488758.6,NA,NA,NA,NA,"western","For details of crushings for 1894, see pages 691 to 695.",NA,NA,"crushing","myb",c(-95.71276, 37.09375)
"411649","myb214345","myb",1895,"Eastern Gold Mines Limited",NA,NA,NA,NA,NA,"transvaal","ft Orion Beef, together with a50-stamp mill and cyanide works.",NA,NA,"cyanid","myb",c(-81.1831, 43.23256)
