id,type,year,text
18410,person,1915,"g. w, kinta valley, perak, federated malay states."
18411,cia,1915,"bun ei besi mines, ltd"
18412,person,1915,"skertch y, joseoh a. m.i.m.m, lillooet, british columbia."
18413,cia,1915,"bkewliisll,ooetbritish columbiamining , ltd"
18414,person,1915,"w. bawden, leadhills, lanarkshire."
18415,cia,1915,"leadhills c , ltd"
18416,person,1915,"skinner, harry ross, box , east rand, transvaal."
18417,cia,1915,durban roodepoort gold mining ltd
18418,cia,1915,"vogelstruis estates and gold mines, ltd"
18419,person,1915,"skinner, w. h, pancras road, london, n.w.."
18420,cia,1915,staveley coal and iron ltd
18421,person,1915,"skurra f. f, south bands, kedl, northern nigeria."
18422,cia,1915,"ke tin , ltd"
18423,person,1915,blade. e.
18424,cia,1915,"sleembraitnis,h columbian coal syndicate, ltd"
18425,cia,1915,"herbert b, m.i.m.m, whim creek, balls balla, west australia. mons cuprlwhim well , ltd"
18426,cia,1915,"roebourne copper mines, ltd"
18427,person,1915,"smith, f. vase, broken hill, new south wales."
18428,cia,1915,"broken hill proprietary block, ltd"
18429,person,1915,"smith j. d. audley, bridge street, box , sydney, australia."
18430,cia,1915,"mammoth copper mine, ltd"
18431,person,1915,"mining and consulting engineers,"
18432,person,1915,"smith, percy bosworth, oorgaum, kolar goldfields, mysore."
18433,cia,1915,"eastern development ltd. , ltd"
18434,person,1915,"smith, r. w. herr, kimberley, ca colony."
18435,cia,1915,"de beers consolidated mines,ltd"
18436,person,1915,"smith, thomas henry, gympie, queensland."
18437,cia,1915,"scottish gympie gold mines, ltd"
18438,person,1915,"bmithers, c. h."
18439,cia,1915,"sondage synd, ltd"
18440,person,1915,"sneddon, george, dannhauser, newcastle, natal."
18441,cia,1915,"durban navigation collieries, ltd"
18442,person,1915,"sneddon, richard, heating sprnit, natal, south africa."
18443,cia,1915,"batting bnrnit collieries, ltd"
18444,person,1915,"snelus, j. ernest, p.o. naragnta, northern nigeria."
18445,cia,1915,"kadnna synd, ltd"
18446,person,1915,"sokehill, benjamin, burnside, glencoe junction, natal."
18447,cia,1915,"dundee coal c , ltd"
18448,person,1915,"spencer, e. w, taquali, gold coast colony."
18449,cia,1915,"abosso gold mining c , ltd"
18450,person,1915,"stansfleld, h, talisman consolidated, karangahake, auckland, n.z."
18451,cia,1915,"talisman consolidated, ltd"
18452,person,1915,"stapleton, d. c, buenaventnra, colombia, south america."
18453,cia,1915,"an lo colombian development, ltd"
18454,person,1915,"steele, harles b. and , mary street, gympie, queensland."
18455,cia,1915,no. south great eastern gold mining ltd
18456,person,1915,"steiger, eugene, pyli, eubtea, greece."
18457,cia,1915,"anglo greek maguesite , ltd"
18458,person,1915,"stephens, h. e. g, mine oflirie, klerksdorp, transvaal."
18459,cia,1915,"quest gold mining and developing, ltd"
18460,person,1915,"stephenson, george ernest, day dawn, western australia."
18461,cia,1915,"great fintrall consolidated, ltd"
18462,person,1915,"steward, v. w. w, durban, natal."
18463,cia,1915,"stewsaorut,th african and general investment and trust ltd"
18464,person,1915,"george, albany house, main street, bulawayo, rhodesia."
18465,cia,1915,"rhodesia, ltd"
18466,person,1915,"stewart, r. h, trail, british columbia."
18467,cia,1915,"consolidated mining and smelting company of canada, ltd"
18468,person,1915,"stewart, marshall, a.m.i.c.e, llanfair buildings, st. mary street, swansea."
18469,cia,1915,"stichtc,olliery investment trust, ltd"
18470,person,1915,"robert c, queensiown, tasmania."
18471,cia,1915,mount lyell mining and railway ltd
18472,person,1915,"sticklen. a. w, etna mine, hartley district, rhodesia."
18473,cia,1915,"stilwtehlils,tle etna gold mines, ltd"
18474,person,1915,"g, silverton, british columbia."
18475,cia,1915,"stollsreilvietrh teonr,mines. ltd"
18476,person,1915,"g. d, box , johannesburg, transvaal."
18477,cia,1915,"a. goerz c , ltd"
18478,person,1915,"stonor, wilfrid t, morriston post oflice, madras presidency, india."
18479,cia,1915,"anantapur gold field, ltd"
18480,cia,1915,"jibutilananlapurgold mines, ltd"
18481,person,1915,"storie, e, lochgelly, scotland."
18482,cia,1915,"strailno,chj.gelly iron and coal ltd"
18483,person,1915,"london, court house chambers, buxtou."
18484,cia,1915,"deal and walmer coalfield, ltd"
18485,person,1915,"strout, e. a, santa gertrudis mines, pachuca, hidalgo, mexico."
18486,cia,1915,santa gertrudis ltd
18487,person,1915,"gturrup, j, bilbao, spain."
18488,cia,1915,triano ore ltd
18489,person,1915,"stuart, a, groenfontein, potgietersrust, transvaal."
18490,cia,1915,"stuarttr,ansvaal consolidated land and exploration ltd"
18491,person,1915,"johannesburg, transvaal."
18492,cia,1915,"studtm,essinatransvaaldevelopment , ltd"
18493,person,1915,"f. e, box , bulawayo, rhodesia."
18494,cia,1915,"tanganyika concessions, ltd"
18495,cia,1915,"zambesia exploring , ltd"
18496,person,1915,"sullivan, m. h, of trail, british columbia."
18497,cia,1915,"sullyc,onsolidated mining and smelting company of canada, ltd"
18498,person,1915,"t. m, santa rita, grant , new mexico, u.s.a."
18499,cia,1915,chino copper ltd
18500,person,1915,"sulman pleard, london wall, london, london"
18501,cia,1915,"minerals se aration, ltd"
18502,person,1915,"sutherland, jo in w, boulder, west australia."
18503,cia,1915,"suthegrolladnend,horse shoe estates ltd"
18504,person,1915,"w. g, protheroe, west australia."
18505,cia,1915,"fremantle tradin , ltd"
18506,cia,1915,"swinburne, james,i.c.e, m.i.e.e, f.r.s, victoria street, london, s.w. lake cooper proprietary ltd"
18507,person,1915,"symes, james, tingha, new south wales."
18508,cia,1915,"tingha consolidated tin mines, ltd"
18509,person,1915,"tallis, a. s, j.p, tiede r, monmouthsbire."
18510,cia,1915,"oakdale navigation ollierios, ltd"
18511,cia,1915,"tarbturtetd,egar iron and coal ltd"
18512,cia,1915,"percy, and , st. swithinl lane, london, london durban navigation collieries, ltd"
18514,cia,1915,"tate, simon, trimdon grange, ltd"
18515,person,1915,durham.
18516,cia,1915,"walter scott, ltd"
18517,person,1915,"taylor, e. h, cobar, new south wales."
18518,cia,1915,"taylogrre ajtochonba r, ltd"
18519,person,1915,"sons, queen street place, london, london"
18520,cia,1915,"anantapnr gold field, ltd"
18521,cia,1915,"anatolia serdjiller synd, ltd"
18522,cia,1915,"anglo general exploration, ltd"
18523,cia,1915,"attallah, ltd"
18524,cia,1915,"balaghfit gold mining , ltd"
18525,cia,1915,"ban amia mining and exploration, ltd"
18526,cia,1915,cape copper ltd
18527,cia,1915,champion reef gold mining ltd
18528,cia,1915,"of india, ltd"
18529,cia,1915,cordoba copper ltd
18530,cia,1915,"east beterasawm , ltd"
18531,cia,1915,"gibraltar consoli ated gold mines, ltd"
18532,cia,1915,gold fields of mysore and general exploration ltd
18533,cia,1915,"indian and general mining trust, ltd"
18534,cia,1915,"jibutilanantapurgold mines, ltd"
18535,cia,1915,"kolar mines power station, ltd"
18536,cia,1915,"linares lead mining , ltd"
18537,person,1915,mount boppy gold mining
18538,cia,1915,"mysore gold miniracq,ltd"
18539,cia,1915,"north ananta or mines, ltd"
18540,cia,1915,"nnnd droog, ltd"
18541,cia,1915,"olga xplors tion, ltd"
18542,cia,1915,ooregum gold mining ltd
18543,cia,1915,"of india, ltd"
18544,cia,1915,"onro preto gold mines of brazil, ltd"
18545,cia,1915,south mount bopp gold mining ltd
18546,cia,1915,"sudan gold field, ltd"
18547,cia,1915,"threadneedle synd, ltd"
18548,cia,1915,"troylin synd, ltd"
18549,person,1915,"taylor, john, winnipeg, manitoba, canada."
18550,cia,1915,western dominion collieries. ltd
18551,person,1915,"taylor, oscar h, gnilford colliery, whitfield, dover."
18552,cia,1915,"guilford synd, ltd"
18553,cia,1915,"wingham and stour valley colleries, ltd"
18554,person,1915,"taylor, r. f, cobalt, ontario, canada."
18555,cia,1915,"teasdriaglhet, oj.f,way mines, ltd"
18556,person,1915,"bendigo, victoria, australia."
18557,cia,1915,"victoria proprietary , ltd"
18558,person,1915,"teasdale, lawrence, pilgrims rest, transvaal."
18559,cia,1915,"lydenburgtransvaalgold exploration , ltd"
18560,person,1915,"talfer william h, bothwell street, glasgow."
18561,cia,1915,"telfowrdils,ons and clyde coal , ltd"
18562,person,1915,"willam, paraoale, philippine islands."
18563,cia,1915,"terryp,hilippine dredges, ltd"
18564,person,1915,"c. w, shamva, rhodesia."
18565,cia,1915,"shamva mines, ltd"
18566,person,1915,"thom, j. e, blackhill, near brugsprnit, middelburg district, transvaal, and box,"
18567,person,1915,"brakpan, transvaal."
18568,cia,1915,"anglo frenchtransvaalnavigation coal estates, ltd"
18569,cia,1915,"apex mines, ltd"
18570,person,1915,"tlfiomas, albert ernest, st. leonards, camhorne, cornwall, and vella, beira baia, guards,"
18571,person,1915,ortugal.
18572,cia,1915,"thompaensi,nsular tin cox pil, ltd"
18573,person,1915,"f. l, la libertad, nicaragua."
18574,cia,1915,"bah lonia gold mines, ltd"
18575,person,1915,"thomas, m. h, friars silver mines, honda, colombia."
18576,cia,1915,"tolima mining , ltd"
18577,person,1915,"thomas, r. arthur, dolooath mine, camborne, cornwall."
18578,cia,1915,"dolcoath mine, ltd"
18579,person,1915,"thomas, william, m.i.m.m, market place, camhorne, cornwall."
18580,cia,1915,"taipinghydraulictin properties, ltd"
18581,person,1915,"thomas, william, tincroit, carn brea, cornwall."
18582,cia,1915,"thomcaar,n brea and tincroft mines, ltd"
18583,person,1915,"william edwin, m.i.m.m, great winchester street, london, london"
18584,cia,1915,alm tin ltd
18585,cia,1915,"amalgamatedlin properties of nigeria, ltd"
18586,cia,1915,"braxton b d, ltd"
18587,cia,1915,kefll tin ltd
18588,person,1915,"thometzok. j, tsumeb, german s.w. africa."
18589,cia,1915,otavi mines and railway ltd
18590,person,1915,"thompson, william."
18591,cia,1915,"anatolia copper , ltd"
18592,person,1915,"tllomsofi,c alexander alexander, cl o r. williams and , friars house, new broad treet,"
18593,cia,1915,"tanganyika concessions, ltd"
18594,cia,1915,"thomzsaomnb,esia exploring ltd"
18595,person,1915,"a. h, wankie, rhodesia."
18596,cia,1915,"wankie colliery, ltd"
18597,person,1915,"thomson, a, manvsrs main collieries, wath upon dearne, yorkshire."
18598,cia,1915,"thommsaonnve, ras .main collieries, ltd"
18599,person,1915,"detroit copper , morencl, arizona, u.s.a."
18600,person,1915,"phelps, dodgeco."
18601,person,1915,"mining and consulting engineers,"
18602,person,1915,"thomson, samuel, box, johannesburg, transvaal."
18603,cia,1915,"cloverfield mines, ltd"
18604,cia,1915,"lace proprietary mines, ltd"
18605,cia,1915,"leeuwpoortarrican farmstin mines, ltd"
18606,cia,1915,"marievale nigel gold mines and estate, ltd"
18607,person,1915,"theme, stuart m, cobalt, ontario, canada."
18608,cia,1915,"in ethewy silver cobalt mine, ltd"
18609,person,1915,"thorne, v. a, idaho city, boise county, u.s.a."
18610,cia,1915,bulawayo and general exploration ltd
18611,person,1915,"thornton, n. muschamp, tegler buildings, edmonton, canada."
18612,cia,1915,mountain park coal ltd
18613,person,1915,"thunder,. w, ipoh, federated malay states."
18614,cia,1915,"idris hydraulic tin, ltd"
18615,person,1915,"thurston, e. coppe, pinner s hall, austin friars, london"
18616,cia,1915,a. goon an ltd
18617,cia,1915,"conso idated gold fields of south africa, ltd"
18618,person,1915,"iitoomb, harold a, salisbury house, london wall, london, london"
18619,cia,1915,"esperanza, ltd"
18620,person,1915,"tltloz, t. l, charters towers, queensland."
18621,cia,1915,ictorycharters towersgold mining ltd
18622,person,1915,"toennesen, t, grootfontein south west africa."
18623,cia,1915,south west africa ltd
18624,person,1915,"iok, kbaw joo, penang, straits settlement."
18625,cia,1915,deebook dredgingltd
18626,cia,1915,"grenville united mines, ltd"
18627,person,1915,"tonnies, a. f, toora, gippsland, victoria, australia."
18628,cia,1915,toora proprietary tin fields ltd
18629,person,1915,"torrente, m, box , commissioner street, johannesburz."
18630,cia,1915,"general mining and finance,ltd"
18631,person,1915,"tosh, e. l, ulverston, lancashire."
18632,cia,1915,north lonsdale iron and steel ltd
18633,person,1915,"tourret, m , rue de clichy, paris."
18634,cia,1915,a. goelz ltd
18635,cia,1915,"geduld proprieiary mines, ltd"
18636,cia,1915,may consolidated gold mining ltd
18637,cia,1915,"modderfontein deep levels, ltd"
18638,cia,1915,princess estate and gold mining ltd
18639,cia,1915,tudor gold mining ltd
18640,cia,1915,"van dyk proprietary mines, ltd"
18641,person,1915,"townsend, w. d, chemulpo, korea."
18642,cia,1915,oriental consolidated mining ltd
18643,person,1915,"iregay, f. j, barramia mine, edfou p, upper egypt."
18644,cia,1915,"barramia mining and exploration, ltd"
18645,person,1915,"treloar, amos, st. agnes, cornwall."
18646,cia,1915,"i remwehlleeenl ,kitty and penhalls united, ltd"
18647,person,1915,"h. j, gieat st. helens, london, london"
18648,cia,1915,"denaby and cadeby main collieries, ltd"
18649,person,1915,"tremlett, horace, m.inst.m.e, box, babie, lydenburg district, transvaal."
18650,cia,1915,"rex consolidated, ltd"
18651,person,1915,"irewenack. w. b, woollshrs, new south wa es."
18652,cia,1915,"north cobar, ltd"
18653,person,1915,"trotman, h. l, singareni collieries, deccan, india."
18654,cia,1915,"trouqhuydeetr.abahdam d,eccanco, ltd"
18655,person,1915,"london wall buildinqs, london, london"
18656,person,1915,central mining and investment
18657,person,1915,"coi ,pn,"
18658,person,1915,"trude. f. b,i, chambers. perth, estern australia."
18659,cia,1915,"crmsus south gold mines, ltd"
18660,person,1915,"trump, f. j, box , johannesburg, transvaal."
18661,cia,1915,"tuckefer,rreira deep, ltd"
18662,person,1915,"g. h. t, riso dressin works. ponti di nossa, italy."
18663,cia,1915,"turnehnuglli,shj.crown spelter ltd"
18664,person,1915,"m, of trail, british columbia."
18665,cia,1915,"iurncbounlsl,olidated mining and smelting company of canada, ltd"
18666,cia,1915,b. t. ltd
18667,cia,1915,westport coal ltd
18668,person,1915,"turner, g., yuspenssky mine, near akmolinsk, siberia."
18669,cia,1915,"spassky copper mine, ltd"
18670,person,1915,"tute, h. a, vaalhoek mine, pilgrim s rest, transvaal."
18671,cia,1915,"transvaal gold mining estates, ltd"
18672,person,1915,"twlte and bteinhart, london wall, london,london"
18673,cia,1915,"amarante tin mines, ltd"
18674,cia,1915,saxon tin and wolfram mining ltd
18675,person,1915,"i w ito, h. l, london wall, london, london"
18676,cia,1915,"tyle.rmawchi mines, ltd"
18677,person,1915,"w. b, braminsu, lower wassau, gold coast colony."
18678,cia,1915,"dold coast consolidated lands, ltd"
18679,person,1915,"u rmson, r. h, bulawayo, rhodesia."
18680,cia,1915,anglo french matabeleland ltd
18681,person,1915,"vail, h. e, kalgoorlie, western australia."
18682,cia,1915,"lake view and star, ltd"
18684,person,1915,"valentin, richard, pinner s hall, austia friars, london, london"
18685,cia,1915,"a. goerz , ltd"
18686,person,1915,"vallentine, edward james, intan, grit, upper perak, federated malay states."
18687,cia,1915,rahman tin ltd
18688,person,1915,"van ess. thomas w, unsan district, chosenkorea , asia."
18689,cia,1915,oriental consolidated mining ltd
18690,person,1915,"van eyssen, j. l, new primrose mine, germiston. transvaal"
18691,cia,1915,"governmont gold mining areasmodderfonteinconsolidated, ltd"
18692,person,1915,"vanderhoef, e. e, ely, nevada, u.s.a."
18693,cia,1915,nevada consolidated copper ltd
18694,person,1915,"vaughan, leonard, i oh, perak. federated malay states."
18695,cia,1915,"malayan tin dre gins, ltd"
18696,person,1915,"vau hen, william s, cails buildings, quayside, newcastle on tyne."
18697,cia,1915,"alter scott, ltd"
18698,person,1915,"vautin, g, salisbury house, london wall, london"
18699,cia,1915,"ferrobamba, ltd"
18700,person,1915,"vmoent, jesse, el oro, llstado de mexico, mexico."
18701,cia,1915,"mexico mines of el oro, ltd"
18702,person,1915,"vincent, t. h, mount zeehan. tasmania."
18703,cia,1915,"mount zeehantasmaniasilver lead mines, ltd"
18704,cia,1915,"zeehan queen, ltd"
18705,person,1915,"vivian younger, bond, leadenhall street, london, london"
18706,cia,1915,"cornish tin smelting , ltd"
18707,person,1915,"von der porter, m, unter den linden, berlin."
18708,cia,1915,otavi mines and railway ltd
18709,person,1915,"von der bopp, baron a, broadway, new york, u.s.a."
18710,cia,1915,"consolidated gold fields of south africa, ltd"
18711,person,1915,"weddell, d. g, karansahake, near auckland, new zealand."
18712,cia,1915,"new zealand crown mines , ltd"
18713,person,1915,"wagner, h. k, cia bancarla de obras building, mexico."
18714,cia,1915,american smelting and refining ltd
18715,person,1915,"walnwright. w. e, broken hill, new south wales."
18716,cia,1915,broken hill south silver mining ltd
18717,person,1915,"walker, hugh, gymple, queensland."
18718,cia,1915,"wallescrost,tish gympie gold mines, ltd"
18719,person,1915,"evelyn ashley, box, johanneshurg, transvaal."
