id,type,year,text
17911,cia,1915,"langlaagte estate and gold mining , ltd"
17912,person,1915,"mitchell, cotte., london wall buildings, london, london"
17913,cia,1915,"glencoenatalcollieries, ltd"
17914,person,1915,"mitcheson, g. a, greatfenton collieries, stoke on trent, stairs."
17915,cia,1915,stafiord coal and iron ltd
17916,person,1915,"moens, w. f, castle hill house. dover."
17917,cia,1915,"east kent contract and financial c , ltd"
17918,cia,1915,"kent coal concessions, ltd"
17919,person,1915,"mofiat, d. d, hayden, pinal county, arizona, u.s.a."
17920,cia,1915,ray consolidated copper ltd
17921,person,1915,"mofi at, h. u, bulawayo, rhodesia."
17922,cia,1915,bechuanaland exploration ltd
17923,person,1915,"moflet, james, ho e street, glasgow."
17924,cia,1915,wemyss coal ltd
17925,person,1915,"mofiet, j. w, beaver mine, cobalt, ontario, canada."
17926,cia,1915,"beaver consolidated mines, ltd"
17927,person,1915,"molina, arthur h. p, eldorado creek, via waugaratta, victoria, australia."
17928,cia,1915,"cook s pioneer gold and tin mines, ltd"
17929,person,1915,"mordet dawbarn, victoria street, london, s.w."
17930,cia,1915,"de agoe bay develo ment ltd. , ltd"
17931,person,1915,"morgan, arthur e, ute crescent, cardiff."
17932,cia,1915,"cardifi collieries, ltd"
17933,person,1915,"mor an, arthur h, mogok. biu ms."
17934,cia,1915,"urma ruby mines, ltd"
17935,person,1915,"mor an, john, ilimiston, coolgardie, western australia."
17936,cia,1915,"outh kelgurli consolidated, ltd"
17937,person,1915,"morgans, thomas and william, new broad street house, london,."
17938,cia,1915,"huttinizamsgold mines, ltd"
17939,cia,1915,"hyderabaddeccanco, ltd"
17940,person,1915,"morison, john, cramlmgton house. cramlington, northumberland."
17941,cia,1915,"crainlington coal , ltd"
17942,person,1915,"morris, h. l, box, johannesburg, transvaal."
17943,cia,1915,transvaal coal trust ltd
17944,person,1915,"mining and consulting engineers,frc."
17945,person,1915,"morton, d. t, box , kruqersdorp, transvaal."
17946,person,1915,"west rand consolidated mines, lt moseuthal, adolph a , market square, poi t elisabeth . south afri ca."
17947,cia,1915,"bechuanaland exploration , ltd"
17948,cia,1915,"mosesb,echuanaland trading association, ltd"
17949,person,1915,"horace, santa rita, grant , new mexico, u.s.a."
17950,cia,1915,chino copper ltd
17951,person,1915,"moss, herbert, consolidated buildings, fox street, johannesburg, transvaal."
17952,cia,1915,auckland park real estate. ltd
17953,cia,1915,"moulden, j. c, seaton carew, ltd"
17954,person,1915,durham.
17955,cia,1915,"moxocne,ntral zinc ltd"
17956,person,1915,"salt and co , leadenhall street, london, london"
17957,person,1915,"mui r,arwgeanltteinr,e inmdewtael,s,clatpde. colony."
17958,cia,1915,"lndwe railway, collieries and land ltd"
17959,person,1915,"mullins, charles herbert, v.c, c.m.g, box , johannesburg, transvaal."
17960,cia,1915,"munbwye,lgedacht exploration, ltd"
17961,person,1915,"ernest john, oarlisle mansions, victoria street, s.w."
17962,cia,1915,"st. john minescolorado , ltd"
17963,person,1915,"murray, r. m, mount lyell, tasmania."
17964,cia,1915,mount lyell mining and railway ltd
17965,person,1915,"muschamp, p, new hucknall collieries, near mansfield, notts."
17966,cia,1915,new hucknall colliery ltd
17967,person,1915,"mutton, john, cantrell, ivybridge, south devon."
17968,cia,1915,"china clay corporation, ltd"
17969,person,1915,"naish, roy l, taiping, federated malay states."
17970,cia,1915,"kamunting tin dredging, ltd"
17971,person,1915,"nancarrow, capt. robert r, pontrhydygroes, ystrad meurig, cardiganshire."
17972,cia,1915,"nathlaisnb,urne development synd, ltd"
17973,person,1915,"major walter, tientsin, china."
17974,cia,1915,"n chinese engineering and mining, ltd"
17975,person,1915,"egus, james, boppy mount, new south wales."
17976,cia,1915,"neill,mount boppy gold mining c , ltd"
17977,person,1915,"w, st. vincent place, glasgow."
17978,cia,1915,"neuhuaaussse,l cyanide , ltd"
17979,cia,1915,"hans, box , johannesburg, transvaal. n a. goerz and , ltd"
17980,person,1915,"eville. w, pomarao, alemtejo, portugal."
17981,cia,1915,"niohomla,son and barry, ltd"
17982,person,1915,"v w, vierfontein colliery, kroonstad district, orange free state, south africa."
17983,cia,1915,"kroonatad coal estate, ltd"
17984,person,1915,"nicholas, askin, bismuth, via deepwater, new south w ales."
17985,cia,1915,"lock torrington , ltd"
17986,person,1915,"nicholas, capt. ben, pendeen, cornwall."
17987,person,1915,"nwholelevasn,tpmroifn. inwgillciaom, cool ardie, west austra.lia"
17988,person,1915,"nl ohobularbsa,nwkislliabmir,thjduanyr,gcooldolgairndeies, lwtde.st australia."
17989,cia,1915,"niohoblnl,rbanks main lode , ltd"
17990,person,1915,"f. m, power station, marikupparn, mysore, india."
17991,cia,1915,"nichoklolela,r mines power station, ltd"
17992,person,1915,"frank, renong, siam."
17993,cia,1915,"niehorlelnso,ng tin dredging, ltd"
17994,person,1915,"harry ernest, m.i.m.m, naraguta, northern nigeria, and , helena road,"
17995,cia,1915,"soutjhsea, hampshire. as tin areanigeria , ltd"
17996,cia,1915,"kanonigeriatin areas, ltd"
17997,cia,1915,"lower bisichinigeriatin mines, ltd"
17998,cia,1915,"n tin areas of nigeria, ltd"
17999,person,1915,"icholls, hart, junr, victoria place, st. austell, cornwall."
18000,cia,1915,"hallivet china clay, ltd"
18001,person,1915,"nicholle, william thomas, victoria place, st. austell, cornwall."
18002,cia,1915,"nicolhaaulsli,vet china clay , ltd"
18003,person,1915,"g. richard clement, m.lm.m, c o. percy tarbutt , st. swithins lane london"
18004,cia,1915,"ex lands nigeria, ltd"
18005,cia,1915,"nioolesxopnlo,ring land and minerals , ltd"
18006,person,1915,"robert, boulder, western australia."
18007,cia,1915,"nicolisvoannh,oea gold ltd. , ltd"
18008,person,1915,"p., rio de janeiro, brazil."
18009,cia,1915,"hitcho, uro preto gold mines of brazil, ltd"
18010,person,1915,"h. g, box , boksbur , johannesburg."
18011,cia,1915,"meyer and charlton goldning , ltd"
18012,person,1915,"noble james r, waihi, new zealand."
18013,cia,1915,"waihi grand junction gold , ltd"
18014,person,1915,"north, ew , fordwych road, west hampstead, n.w."
18015,cia,1915,"northpceokitnt, ltd"
18016,person,1915,"illiam alfred ewart, hobbs hill, st. neat, cornwall."
18017,cia,1915,"hobbs hill tin mines, ltd"
18018,person,1915,"norton. e. l, satin"
18019,person,1915,"street, sydney, new south wales."
18020,cia,1915,wallarah goal.ltd
18021,person,1915,"nutter and pearso.lipoh,perak, federated malay states."
18022,cia,1915,"kramat pulai, ltd"
18023,cia,1915,"tin trust, ltd"
18025,person,1915,"o brien, t. h, dawson, new mexico, u.s.a."
18026,person,1915,"phel s, dodge"
18027,person,1915,"ooonnell, g, rkland lake, ontario, canada."
18028,cia,1915,"burnside gold mines, ltd"
18029,cia,1915,"tough oakes gold mines, ltd"
18030,person,1915,"ohanlon. g. a, lombard street, e.c, and trafalgar house, waterloo place, s.w."
18031,cia,1915,"hudsons consolidated, ltd"
18032,person,1915,"olden, charles, rakha mines, p.o, singhbhurm district, chota nagpur, india."
18033,cia,1915,cape copper ltd
18034,person,1915,"oliver, l. g, morriston p.o, southern india."
18035,cia,1915,"north anantapur gold mines, ltd"
18036,person,1915,"oliver, robert b, bingham canyon, utah, u.s.a."
18037,cia,1915,utah apex mining ltd
18038,person,1915,"orem, a. j, milk street, boston, mass, u.s.a."
18039,cia,1915,nevada douglas copper ltd
18040,person,1915,"orem w., salt lake city, utah, u.s.a."
18041,person,1915,nevada douglas copper .
18042,person,1915,"orford, ernest v, de lamar, idaho, u.s.a."
18043,cia,1915,"de lamar , ltd"
18044,person,1915,"orr, a. h, salak north, perak, federated malay states."
18045,cia,1915,"changkat salak rubber and tin, ltd"
18046,person,1915,"osborne, f. d, m.i.m.m,osborne chappel , ipoh, perak, straits settlements."
18047,cia,1915,"alluvial tin fields of africa, ltd"
18048,person,1915,"osborne, t. g, kofiyfontein, orange free state."
18049,cia,1915,"koflyfonte m estates, ltd"
18050,person,1915,"osborneohappel, lpoh, pelak, straits settlements."
18051,cia,1915,"chendai consolidated, ltd"
18052,cia,1915,"gopeng consolidated, ltd"
18053,cia,1915,"heawood tin and rubber estate, ltd"
18054,cia,1915,"idris hydraulic tin, ltd"
18055,cia,1915,"karnuningperakrubber and tin, ltd"
18056,cia,1915,"kinta tin mines, ltd"
18057,cia,1915,kledang tin mining ltd
18058,cia,1915,"pengkalen, ltd"
18059,cia,1915,"rambutan, ltd"
18060,cia,1915,"seremban tin mining , ltd"
18061,cia,1915,"tekka, ltd"
18062,cia,1915,"tekka taiping, ltd"
18063,person,1915,"owen, a. d, bisbopsgate, london, london"
18064,cia,1915,"african and european investment , ltd"
18065,person,1915,"oxley, e. g, coal exchange, london, london"
18066,cia,1915,"new hucknall colliery , ltd"
18067,person,1915,"pack, a. e, premier mine, elandsfontein, transvaal."
18068,cia,1915,premiertransvaaldiamond mining ltd
18069,person,1915,"palmer, w. j, lewis and marks building, box , johannesburg."
18070,cia,1915,african and european investment ltd
18071,person,1915,"palmer, w. j. a, el progreso mine, el favor, sinaloa, mexico."
18072,cia,1915,"el progreso mexican mines, ltd"
18073,person,1915,"pam, e, box , luipaards vlei, western witwatersrand."
18074,cia,1915,"geldenhuis dee , ltd"
18075,person,1915,"parham, charles jo n. hokitika. new zealand,"
18076,cia,1915,"hohonu diamond terrace gold mining and water race , ltd"
18077,person,1915,"park, h, cobalt, ontario, canada."
18078,cia,1915,nipissing mines ltd
18079,person,1915,"parker, w. e, umtali, rhodesia."
18080,cia,1915,"rezende mines, ltd"
18081,person,1915,"parry, c. f, nigel post omee, transvaal."
18082,person,1915,"parslesuyb, nei.g,erl,l.td.victor, orange free state"
18083,cia,1915,"roberts victor diamonds, ltd"
18084,person,1915,"parsons, cyril edward, box, bulawayo, rhodesia."
18085,cia,1915,jumbo gold mining ltd
18086,cia,1915,mayorhodesiadevelopment ltd
18087,cia,1915,"united rhodesia gold fields, ltd"
18088,person,1915,"paton theo, hattin spruit, natal."
18089,cia,1915,"glencoenatalollieries, ltd"
18090,person,1915,"patrick, w, elandsdrift mine, elandsdrift, transvaal."
18091,cia,1915,"transvaal gold mining estates, ltd"
18092,person,1915,"paull, josiah, carn brea, cornwall."
18093,cia,1915,"south crofty, ltd"
18094,person,1915,"pavlovsky, b.l, ekaterinburg, russia."
18095,cia,1915,"orsk goldfields, ltd"
18096,cia,1915,"troitzk goldfields, ltd"
18097,person,1915,"pawle and brelich, balfour house, finsbury pavement, london"
18098,cia,1915,"benuenorthern nigeriatin mines, ltd"
18099,cia,1915,"diana mine, ltd"
18100,person,1915,"payne, a. e, box , langlsagte, transvaal."
18101,cia,1915,"consolidated langlaagte mines, ltd"
18102,person,1915,"payne gallwey, arthur, kinta, perak, straits settlements."
18103,cia,1915,"posing bharu tin mines, ltd"
18104,cia,1915,"pusing lama tin mines, ltd"
18105,cia,1915,"bipumh tin mines, ltd"
18106,person,1915,"mining and consulting engineers,"
18107,person,1915,"paynef. w.co, london wall, london, london"
18108,cia,1915,"kramat pulai, ltd"
18109,cia,1915,"malayan tin dredging, ltd"
18110,cia,1915,renong tin dredging ltd
18111,person,1915,"pearson, arthur, queen street, melbourne, australia."
18112,cia,1915,da go proprietary gold mining ltd
18113,cia,1915,tirgha consolidated tin mines. ltd
18114,person,1915,"fellow harvey q , london wall, london, london"
18115,cia,1915,frontino and boliviasouth americangold mining ltd
18116,cia,1915,northern nigeria mining and exploration ltd
18117,cia,1915,"glencoenatalcollieries, ltd"
18118,cia,1915,"percy, g. h, charters towers, queensland. perryb,rilliant extended gold mining ltd"
18119,person,1915,"b, broadway, new york city, u.s.a."
18120,cia,1915,guggenheim exploration ltd
18121,person,1915,"peters, le roi mine, rossland, british columbia."
18122,cia,1915,"consolidated mining and smelting company of canada, ltd"
18123,person,1915,"pettit. a. e, boxjohannesburg, transvaal."
18124,cia,1915,"consolidated gold fields of south africa, ltd"
18125,person,1915,"phillips,. w, densby main, near rotherhsm."
18126,cia,1915,"phillidpesn,aby and cadeby main collieries, ltd"
18127,person,1915,"h. a. a, westmancote, swansea."
18128,cia,1915,"phillibplsae,n hirwain anthracite collieries, ltd"
18129,person,1915,"james, oroville, butte county, u.s.a."
18130,cia,1915,south banner mining ltd
18131,person,1915,"phillips, sydney francis, concordia, namsqualand, cape colony."
18132,cia,1915,"phillinpasm,aqua copper ltd"
18133,person,1915,"thomas e, penrikyber colliery, penrhiwceiber, glamorganshire."
18134,cia,1915,penrikyber navigation colliery ltd
18135,person,1915,"plants, p, damo, faiki, kano district, northern nigeria."
18136,cia,1915,"pi ll, dba.m, boox nigeriatin ltd"
18137,person,1915,"johannesburg, transvaal."
18138,cia,1915,"general mining and finance ltd. , ltd"
18139,person,1915,"finder, charles ralph. c o messrs. dickeson astewart, queen victoria st, london, london"
18140,cia,1915,"bezende mines, ltd"
18141,person,1915,"piper, harry austin, box , bulawayo. rhodesia."
18142,cia,1915,"antelope gold minerhodesia , ltd"
18143,cia,1915,"consolidated gold fields of south africa, ltd"
18144,cia,1915,el dorado banket gold mining ltd
18145,cia,1915,globe and phmnix gold mining ltd
18146,cia,1915,gold fields rhodesian development ltd
18147,person,1915,"pitohford, w. j, box, fordsburg, transvaal."
18148,cia,1915,"wn mines, ltd"
18149,person,1915,"plantier, p, rua do alecrim, lisbon."
18150,cia,1915,mozambique ltd
18151,person,1915,platt e. h.
18152,cia,1915,"plewss,t. john minescolorado , ltd"
18153,person,1915,"a. gordon, parooy, peru."
18154,cia,1915,"peruvian consolidated gold trust, ltd"
18155,person,1915,"pomeroy, r. e. h, steptoe, nevada, u.s.a."
18156,person,1915,"nevada consolidated copper . pool, a. e."
18157,cia,1915,"nigerian tin trust and exploration, ltd"
18158,person,1915,"posnansky, a, la paz. bolivia."
18159,cia,1915,"vilaque bolivian tin mines, ltd"
18160,person,1915,"potier, j, travers, switzerland."
18161,cia,1915,neuchatel asphalte ltd
18162,person,1915,"putt, cyrus thomas,a, calls de nuevo mexco, mexico city, u.s.a."
18163,cia,1915,a. goerz and ltd
18164,person,1915,"pott, william, box , johannesburg, transvaal."
18165,cia,1915,dag fontein gold mining ltd
18166,cia,1915,"hen ersons transvaal estates, ltd"
18167,person,1915,"powel, g. h, powellton, west virginia, u.s.a."
18168,cia,1915,"powemllo, unt carbon ltd"
18169,person,1915,"edward, rhosesmor mine, halkyn, flintshire."
18170,cia,1915,east halkgn mining ltd
18171,cia,1915,"new nort halkyn mines, ltd"
18172,person,1915,"powell,. p, box, gormiston, transvaal."
18173,cia,1915,"simmer and jack proprietary mines, ltd"
18174,person,1915,"powell, r. w, cloncurry, north queensland."
18175,cia,1915,"mount cuthbert, ltd"
18176,person,1915,"powis. e. c, bukuru, naraguta, northern nigeria."
18177,cia,1915,"mongunigeriatin mines, ltd"
18178,cia,1915,"prest, j. j, castle eden, ltd"
18179,person,1915,durham.
18180,cia,1915,"horden collieries, ltd"
18181,cia,1915,"price, bernard, consolidated buildings, johannesburg, transvaal. victoria falls and transvaal power ltd"
18182,person,1915,"price, charles lacy, bereng uela, bolivia,"
18183,cia,1915,"berenguela tin mines, ltd"
18184,person,1915,"price. j. w, rhymney, south wales."
18185,cia,1915,fihymney iron ltd
18186,cia,1915,"priohaorrdov. illwe.dare. d grionogmc o ,l, t d , california street, san francisltd"
18187,person,1915,"california, u.s.a."
18189,person,1915,"prisk capt. t. h, junr, west kitty, st. agnes, cornwall."
18190,cia,1915,"prltchaersdt ,kitty mines, ltd"
18191,person,1915,"william, coromandel p, mysore province, south india."
18192,cia,1915,"falaghat gr ld mining , ltd"
18193,cia,1915,"east beterasawmy, ltd"
18194,person,1915,"proust, g, campanna, brazil."
18195,cia,1915,couqmsta xicao gold mines. ltd
18196,person,1915,"pulbronk, e, salisbury, rhodesia."
18197,cia,1915,"purcleolnl,don and rhodesian mining land , ltd"
18198,person,1915,"m. e, centre star mines. rossland, british columbia."
18199,cia,1915,"consolidated mining and smelting company of canada, ltd"
18200,person,1915,"purington, chester w, london wall, london, london"
18201,cia,1915,"lena goldfields, ltd"
18202,person,1915,"quance, r, bauchi, northern nigeria."
18203,cia,1915,"new lafon tin fields, ltd"
18204,person,1915,"raine robert, box , johannesburg, transvaal."
18205,cia,1915,"villa main reef gold mining , ltd"
18206,person,1915,"rainier, h, new stock exchange buildings, johannesburg, transvaal."
18207,cia,1915,"transvaal lands , ltd"
18208,cia,1915,"united african lands, ltd"
18209,person,1915,"raleigh, f, box , johannesburg, transvaal."
18210,cia,1915,"rand mines, ltd"
18211,person,1915,"bamsa , robert, niddrie, portobello."
18212,cia,1915,"ni drie and benhar coal , ltd"
18213,person,1915,"ramsey, sir william, k,b, university college, gower street, london, w,"
18214,person,1915,british radium
18215,person,1915,"cokfiil,"
18216,person,1915,"raymond, r. m, ntual life building, mexico city, dj."
18217,cia,1915,"buena tierra mining , ltd"
18218,cia,1915,"res, j, charters towers, queensland. brilliant extended gold mining , ltd"
18219,person,1915,"beay, robert, friog, fairbourne, north wales."
18220,cia,1915,"reay, corker lee , ltd"
18221,cia,1915,"reoknaanfgaerl, hh.g,c .mocineeasn.alctdon. solidated , ltd"
18222,person,1915,"austin friars, london, london redfern, lfred, vaalbsnk colliery, middleburg, transvaal."
18223,person,1915,uitkfik
18224,cia,1915,"collieries, ltd"
18225,person,1915,"reed j, cairns. queensland, australia."
18226,cia,1915,"cbillagoe, ltd"
18227,person,1915,"bees. t, guildhall chambers, cardiff."
18228,cia,1915,"russo asiatic ltd. , ltd"
18229,person,1915,"reid., cowdenbeath, fife, n.b."
18230,cia,1915,"ilife coal , ltd"
18231,person,1915,"major d. e, d.s.o, gympie, queensland."
18232,cia,1915,"scottish gyrnpie gold mines, ltd"
18233,person,1915,"renwiek. c. w, ducktown, tennessee, u.s.a."
18234,cia,1915,"ducktown sulphur. copper and iron , ltd"
18235,person,1915,"rhodes.. e.rhodes. son , rotherham, yorke."
18236,cia,1915,"vryheidnatalrailway, coal and iron , ltd"
18237,person,1915,"rhodes, h.rhodes son , rotherham, near sheflleld."
18238,cia,1915,natal ammonium. ltd
18239,person,1915,"rich. j. h, tronoh, perak, federated malay states."
18240,cia,1915,"tronoh mines, ltd"
18241,person,1915,"richwilliamsons, redruth, cornwall."
18242,person,1915,"ri cha rsdees,adcvheartrilseesmhe.n,tooonrgtaitulem p, asgoeutohf tihnidsias.ection."
18243,cia,1915,"richanrudnsd,ydjroo , ltd"
18244,person,1915,"est weal vor, breage, cornwall."
18245,cia,1915,cornish properties development ltd
18246,person,1915,"richards. j. g, a.m.i.m.e, sydney ou vaal, cape colony."
18247,cia,1915,"new veal river diamond and exploration , ltd"
18248,person,1915,"richardson, a. g., salisbury, rhodesia."
18249,cia,1915,"richafradrmsonla,nds of rhodesia, ltd"
18250,person,1915,"e, barrow collie , near barnsley."
18251,cia,1915,barrow hematite steel ltd
18252,person,1915,"blcketts, l. d, cananea, sonora, mexico."
18253,person,1915,"greene cananea copper . riser, george, nevada, u.s.a."
18254,person,1915,nevada consolidation copper .
18255,person,1915,"bisque. j. b, copperhill, polk , tennessee, u.s.a."
18256,person,1915,tennessee r .
18257,person,1915,"ritchie. george. bo ckows, middlesboro ."
18258,cia,1915,"bolekow, vaughan , ltd"
18259,person,1915,"ritchie, h. st. john street, launceston, tasmania."
18260,person,1915,"biz, mount ischcfl tin mining , re d. h. g,frias silver mines, honda, olombia."
18261,person,1915,r bbtollimvavmiliing
18262,person,1915,"laauwbosch farm, near boshof oran e free ta ."
18263,cia,1915,"filaauwboseh diamonds, ltd"
18264,person,1915,"robbins, p. a, timmins, northern ontario, canada."
18265,cia,1915,"robehrtosll,inger gold mines, ltd"
18266,cia,1915,"t, champion reefs, mysore state, south india. champion reef gold mining . of india, ltd"
18267,person,1915,"mining and consulting engineers,sc."
18268,person,1915,"roberts, f. g. a, box , germiston, transvaal."
18269,cia,1915,"knight central, ltd"
18270,person,1915,"roberts. georize m, kalgoorlie, western australia."
18271,cia,1915,"associated northern blocksw. a, ltd"
18272,person,1915,"roberts, h. j. g, kimberley, cape colony."
18273,cia,1915,"kamfersdam mines, ltd"
18274,cia,1915,"roberts. j. il, deepcar, near sheflleld. j. grayson, lowood , ltd"
18275,person,1915,"roberts, captain john, m.i.m.e, laxey, isle of man."
18276,cia,1915,"great laxey, ltd"
18277,person,1915,"roberts, malcolm, quechisla, bolivia."
18278,cia,1915,"arama o francke mines, ltd"
18279,cia,1915,"force in mines, ltd"
18280,person,1915,"roberts, robert p, mount l ell, queenstown, tasmania."
18281,cia,1915,"mount lyell mining and lvlailway , ltd"
18282,person,1915,"robertson, w, port pirie, south australia."
18283,cia,1915,"broken hill proprietary, ltd"
18284,person,1915,"robinson. ralph grlnsell, philip street, sydney, new south wales."
18285,cia,1915,"scottish australian mining , ltd"
18286,person,1915,"rodda, e. j. j, mungana, chillagoe, north queensland."
18287,cia,1915,"mun na mining , ltd"
18288,person,1915,"rogers, p, ooniagas mine, cobalt, ontario, canada."
18289,cia,1915,"rolfec, oniagas mines. ltd"
18290,person,1915,"frederick, percy, a.i.m.m, a.b.s.m, fred mine, filabusi, rhodesia."
18291,cia,1915,"transvaal and rhodesian estates, ltd"
18292,person,1915,"bonalclson j. h, london wall buildings, london. london"
18293,cia,1915,"boeket oenoer synd, ltd"
18294,person,1915,"bose. hugh, santa gertrudis mines, pachuca, hidalgo, mexico."
18295,cia,1915,santa gertrudis ltd
18296,person,1915,"bossiter, d. w, mine ofllce, brey ten, johannesburg, transvaal."
18297,cia,1915,"bouilblraerydte,n collieries, ltd"
18298,person,1915,"a. p, box, roodepoort, transvaal."
18299,cia,1915,"durban roodepoort deep, ltd"
18300,person,1915,"bouquette, h. l, macequece, portuguese east africa."
18301,cia,1915,"mozambique macequece, ltd"
18302,person,1915,"rona, j., marshall square buildings, johannesburg, transvaal."
18303,cia,1915,"transvaal estates and development , ltd"
18304,person,1915,"rowan, henry, cowdenbeath, fife, n.b."
18305,cia,1915,fife coal ltd
18306,person,1915,"rowe, a. f. s, belmonte, beira baixa, portugal."
18307,cia,1915,"anglo portuguese tin , ltd"
18308,person,1915,"rowe, j. p, selangor, st. just, cornwall."
18309,cia,1915,"rowet,inj.trust, ltd"
18310,person,1915,"seymour, metropolitan colliery, helensburgh, new south wales."
18311,cia,1915,metropolitan coal ltd
18312,person,1915,"howlands, d, albion collieries, near ponty pridd, south wales."
18313,cia,1915,albion steam coal ltd
18314,person,1915,"rowlands, w. e."
18315,cia,1915,"english san andres gold mines, ltd"
18316,person,1915,"roy, hon. john, m.l.c, box , johannesburg, transvaal."
18317,cia,1915,"new african, ltd"
18318,cia,1915,"welgedacht exploration, ltd"
18319,person,1915,"buck, crown smelter works, swansea."
18320,cia,1915,"english crown spelter , ltd"
18321,person,1915,"russ l. e. p, billingsley, near bridgnorth."
18322,cia,1915,"lsnuugney colliery , ltd"
18323,person,1915,"russell, john, frias silver mines, honda, colombia."
18324,cia,1915,"tolima mining , ltd"
18325,person,1915,"rutherford, robert, rhymney, south wales."
18326,cia,1915,"hymney iron , ltd"
18327,person,1915,"rutherford, william p, iun, west george street, glasgow."
18328,cia,1915,"rutletdhgaers,is sulphur and copper , ltd"
18329,person,1915,"c. g, arbouin, north queensland, australia."
18330,cia,1915,"mammoth copper mine, ltd"
18331,person,1915,"sails r. l, gwaun cae gurwen colliery, gwaun, swansea."
18332,cia,1915,"waun cae gurwen colliery , ltd"
18333,person,1915,"st. john, e. g, box , benoni, transvaal."
18334,cia,1915,"van ryn gold mines estate, ltd"
18335,person,1915,"salamon, gordon, a.r.s.m, fenchurch avenue, london, london"
18336,cia,1915,"samunealt,al ammonium, ltd"
18337,person,1915,"m. s, shell house, bishopsgste, london, london"
18338,cia,1915,magadi soda ltd
18339,person,1915,"sandy, h, allerton bywater, caatleford, yorkshire."
18340,cia,1915,"new silkstone and haigh moor coal , ltd"
18341,person,1915,"bauer.., box , krugersdorp, transvaal."
18342,cia,1915,luipaard s vlei estate and gold mining ltd
18343,person,1915,"sartonus k. k. h, germiston, transvaal."
18344,cia,1915,"saunmdaeyrsc,onsolidated gold mining , ltd"
18345,cia,1915,"i . b, rhymney iron company, ltd"
18346,cia,1915,"cardin, rhymney iron , ltd"
18347,person,1915,"sawyer, a. r, box , johannesburg, transvaal."
18348,cia,1915,new rand. ltd
18350,person,1915,"sawyer, b, mount lyell, tasmania."
18351,person,1915,mount ifiell
18352,cia,1915,"miningrailway , ltd"
18353,person,1915,"sawyer, e, burro mountain , leopold, new mexico, u.s.a."
18354,person,1915,"phelps, dodgeco."
18355,person,1915,"schifl, berthold, panulcillo, coqu unbo, chili."
18356,cia,1915,central chili copper ltd
18357,person,1915,"schu mer rens. e, milk street, boston, mass, u.s.a."
18358,cia,1915,argo miniu and tunnel ltd
18359,person,1915,"schooh, edwa rangers, p.o. rooiberg, transvaal."
18360,cia,1915,rooiberg minerals development ltd
18361,cia,1915,"bchreek, henrique. pena mines, huelva, spain. rna copper mines, ltd"
18362,person,1915,"schroder, h, waratah, newcastle, new south wales."
18363,cia,1915,"english and australian copper , ltd"
18364,person,1915,"sohroter, george a, broadway, new york, u.s.a."
18365,person,1915,"mines company of america. schubert, carl, mauerstrasse, berlin."
18366,cia,1915,a. goerz and ltd
18367,person,1915,"scotland, p. b, clifton, arizona, u.s.a."
18368,cia,1915,arizona. copper ltd
18369,person,1915,"scott. h. g, a.r.s.m, city, bangkok, siam."
18370,cia,1915,"siamese tin synd, ltd"
18371,person,1915,"soottd j. h,camp bird mine, ouray, colorado, u.s.a."
18372,cia,1915,"am blld, ltd"
18373,person,1915,"scott gartners, st. mary street, cardiff."
18374,cia,1915,"oakdale navigation collieries, ltd"
18375,person,1915,"scrutton, w. j., a.i.m.m, a.m.i.c.e, area, port of tucacas, venezuela."
18376,cia,1915,"south american copper synd, ltd"
18377,person,1915,"beale, a. c. e, ettadoom, near insu, gold coast colony."
18378,cia,1915,"selkisrekk,ondi and tarkwa , ltd"
18379,person,1915,"w,s, london wall buildings, london, london"
18380,cia,1915,"vryheidnatalrailway, coal and iron ltd"
18381,person,1915,"sellar murray and, penang, straits settlements."
18382,cia,1915,"chenderiang tin dredging, ltd"
18383,cia,1915,"kamutin tin dredging, ltd"
18384,person,1915,"settle, j. b, ere n. duchi, northern nigeria."
18385,cia,1915,"benuenorthern nigeriatin mines, ltd"
18386,cia,1915,"shanks, d. w, fifth avenue, new york city, u.s.a, and douglas city, cal, u.s.a. rio plata mining ltd"
18387,person,1915,"sharp, e. miles, box , benoni, transvaal."
18388,cia,1915,"new modderfoutein gold mining , ltd"
18389,person,1915,"shargley, harold, a.i.m.m, piggs peak, swaziland, south africa."
18390,cia,1915,ggs peak development ltd
18391,person,1915,"shaw, campbell, boulder, western australia."
18392,cia,1915,"central and west boulder gold mines, ltd"
18393,person,1915,"shaw, j. w, case mine, cobalt, ontario, canada."
18394,cia,1915,casey cobalt ining ltd
18395,person,1915,"shaw james henry montagu, lombard street, london, london"
18396,cia,1915,"ifatomas synd, ltd"
18397,person,1915,"shearer, l. m, blackhill p.o, near brugspruit, middelburq, transvaal."
18398,cia,1915,"anglo frenchtransvaalnavigation coal estates, ltd"
18399,person,1915,"shelton agar, w. j, buuqei siput, pemk, federated malay states."
18400,cia,1915,"kamuniugperakrubber and tin , ltd"
18401,person,1915,"shepherd, t. j, kuils river, cape, south africa."
18402,cia,1915,"alluvial tin fields of africa, ltd"
18403,person,1915,"sherman, gerald,per queen , bisbee, arizona, u.s.a."
18404,person,1915,"phelps, dodge o. sherwell p. w, box , johannesburg, transvaal."
18405,cia,1915,"shillicnitgy j.eep, ltd"
18406,person,1915,"d, utah copper , bingharn, utah, u.s.a."
18407,person,1915,utah coeper
18408,person,1915,"simon, fran . tweefontein colliery, p.o. minnaar, transvaal."
18409,cia,1915,"simmtsw,eefontein colliery. ltd"
