source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1902,"brown, r r",,,manager,duquesne reduction co,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1892,"brown, s s",,,,,south chicago ill,-87.554418,41.739686,united states of america
taime,1902,"brown, s s",,,,,south chicago ill,-87.554418,41.739686,united states of america
taime,1904,"brown, t t",,,consulting engineer,,new york n y,-74.005973,40.712775,united states of america
taime,1892,"brown, t t",,,mining engineer,,cardiff so. wales.,-3.17909,51.481581,united kingdom
taime,1902,"brown, t t",,,mining engineer,,wales england,-3.783712,52.130661,united kingdom
taime,1907,"brown, v v",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1895,"brown, w w",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"brown, w w",,,chief engineer,henry r. worthington co,brooklyn n y,-73.944158,40.678178,united states of america
taime,1884,"brown, w w",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"brown, w w",,,,,aurora ill,-88.320072,41.760585,united states of america
taime,1902,"brown, w w",,,mining engineer,,san francisco cal,-122.419416,37.77493,united states of america
taime,1892,"brown, w w",,,superintendent,,phoenixville pa,-75.514913,40.130382,united states of america
taime,1902,"brown, w w",,,mining engineer,w. queen,coatesville pa,-75.823836,39.983162,united states of america
taime,1902,"brown, w w",,,superintendent,,london england,-0.127758,51.507351,united kingdom
taime,1908,"brown, w w",,,,,gainesville va,-77.61388,38.795671,united states of america
taime,1890,"browne, a a",,,,,west coast tasmania.,145.67966,-42.371227,australia
taime,1892,"browne, a a",,,mining engineer,,boston mass,-71.05888,42.360083,united states of america
taime,1902,"browne, a a",,,mining engineer,,sumpter oregon.,-118.202163,44.745707,united states of america
taime,1909,"browne, d d",,,,,rossland british columbia,-117.800004,49.078142,canada
taime,1909,"browne, h h",,,,,swansea ariz,-113.846049,34.17002,united states of america
taime,1892,"browne, r r",,,mining engineer,nevada block,san francisco cal,-122.419416,37.77493,united states of america
taime,1902,"browne, r r",,,mining engineer,nevada block,san francisco cal,-122.419416,37.77493,united states of america
taime,1911,"browne, s s",,,,,oakland cal,-122.271114,37.804364,united states of america
taime,1876,"browne, t t",,,,,white pine co nevada,-114.524264,39.55645,united states of america
taime,1902,"brownee, d d",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1873,"brownek, t t",,,,,white pine co nevada,-114.524264,39.55645,united states of america
taime,1905,"brownell, e e",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1882,"browning, f f",,,,,north san juan cal,-121.103866,39.370097,united states of america
taime,1884,"browning, f f",,,,chicago sugar refining co.,chicago ill,-87.629798,41.878114,united states of america
taime,1912,"browning, w w",,,,,salt lake city utah,-111.891047,40.760779,united states of america
taime,1902,"browning, w w",,,mining engineer,,monterrey mexico,-100.316113,25.686614,mexico
taime,1902,"brownlee, a a",,,mine expert,,denver colo,-104.990251,39.739236,united states of america
taime,1882,"brpple, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"brraschl, v v",,,,,ny city,-74.009261,40.713276,united states of america
taime,1884,"brrgoman, h h",,,,,des moines iowa,-93.624959,41.586835,united states of america
taime,1877,"brrpoces, f f",,,,steel co. of canada,londonderry nova scotia,-63.622025,45.493918,canada
taime,1882,"bruckman, f f",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1884,"bruckman, f f",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1886,"bruckman, f f",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1873,"bruckner, w w",,,,,el paso texas.,-106.485022,31.761878,mexico
taime,1876,"bruckner, w w",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1886,"bruckner, w w",,,,,anaconda mont,-112.947836,46.1263,united states of america
taime,1877,"brueen, f f",,,,,dudley colorado,-104.759235,38.871457,united states of america
taime,1876,"bruen, f f",,,,,park co colorado,-105.594339,39.089793,united states of america
taime,1882,"bruiines, g g",,,,norway iron co.,boston mass,-71.05888,42.360083,united states of america
taime,1886,"bruiines, g g",,,,norway iron co.,boston mass,-71.05888,42.360083,united states of america
taime,1910,"brule, f f",,,,,tooele utah,-112.29828,40.530778,united states of america
taime,1882,"bruner, a a",,,,,allegheny pa,-80.008775,40.445081,united states of america
taime,1884,"bruner, a a",,,,,allegheny pa,-80.008775,40.445081,united states of america
taime,1886,"bruner, a a",,,,,allegheny pa,-80.008775,40.445081,united states of america
taime,1902,"bruno, k k",,,,,berlin germany,13.404954,52.520007,germany
taime,1910,"bruns, c c",,,,,cumanayagua santa clara,-80.201454,22.148493,cuba
taime,1884,"brunton, d d",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1886,"brunton, d d",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1892,"brunton, d d",,,consulting engineer,anaconda copper m. co,aspen colo,-106.817539,39.191098,united states of america
taime,1902,"brunton, d d",,,consulting engineer,anaconda copper m. co,denver colo,-104.990251,39.739236,united states of america
taime,1911,"brunton, f f",,,,,anaconda mont,-112.947836,46.1263,united states of america
taime,1886,"brupt, c c",,,,,worcester mass,-71.802293,42.262593,united states of america
taime,1877,"brusa, c c",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1876,"brush, c c",,,,,cleveland ohio,-81.694361,41.49932,united states of america
taime,1892,"brush, p p",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1902,"brush, p p",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1882,"brusn, g g",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1884,"brusn, g g",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1876,"brusoh, g g",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1877,"brusu, g g",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1880,"brusu, g g",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1886,"brusuh, g g",,,,,new haven conn,-72.927884,41.308274,united states of america
taime,1882,"bryan, c c",,,,,idaho springs colorado,-105.513608,39.742488,united states of america
taime,1902,"bryan, l l",,,,mcalester coal co,livingston ny,-73.777916,42.142423,united states of america
taime,1903,"bryant, g g",,,manager,,guanajuato mexico,-101.257359,21.019015,mexico
taime,1892,"bryant, l l",,,,,roane co tenn.,-84.564147,35.836117,united states of america
taime,1902,"bryant, l l",,,,,roane co tenn.,-84.564147,35.836117,united states of america
taime,1908,"bryce, r r",,,,,cobalt ontario,-79.686082,47.39533,canada
taime,1882,"bryden, a a",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1884,"bryden, a a",,,,care of andrew bryden,pittston pa,-75.78936,41.325913,united states of america
taime,1911,"bryden, a a",,,,,dunmore pa,-75.632411,41.419803,united states of america
taime,1873,"bryden, a a",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1876,"bryden, a a",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1877,"bryden, a a",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1880,"bryden, a a",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1882,"bryden, a a",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1884,"bryden, a a",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1904,"bryden, c c",,,assistant,,easton pa,-75.220732,40.688432,united states of america
taime,1882,"bryessee, h h",,,,,new york city,-74.005973,40.712775,united states of america
taime,1876,"brypaks, f f",,,,,phoenixville pa,-75.514913,40.130382,united states of america
taime,1902,"bube, g g",,,,,south chicago ill,-87.554418,41.739686,united states of america
taime,1892,"bube, g g",,,,,south chicago ill,-87.554418,41.739686,united states of america
taime,1892,"bublingham, c c",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"bublingham, c c",,,,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"bubwell, n n",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"buchanan, c c",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"buchanan, c c",,,,,ny city,-74.005973,40.712775,united states of america
taime,1911,"buchanan, j j",,,,,bodie cal,-119.01251,38.212779,united states of america
taime,1908,"buchanan, w w",,,,,san luis de la paz guanajuato,-100.523987,21.293404,mexico
taime,1891,"buchcrer, a a",,,,,brockport n y,-77.93918,43.213671,united states of america
taime,1892,"bucherer, a a",,,,,ithaca n y,-76.501881,42.443961,united states of america
taime,1902,"bucherer, a a",,,,,ithaca n y,-76.501881,42.443961,united states of america
taime,1906,"buck, c c",,,,,south bethlehem pa,-79.340874,40.99951,united states of america
taime,1892,"buck, f f",,,,,quebec canada.,-73.549136,52.939916,canada
taime,1902,"buck, f f",,,,,quebec canada.,-73.549136,52.939916,canada
taime,1905,"buck, l l",,,,,baltimore md,-76.612189,39.290385,united states of america
taime,1902,"buck, r r",,,mining engineer,,n. w. ty.,-118.410425,33.886082,united states of america
taime,1877,"buck, s s",,,,,kanawha co w va,-81.427898,38.255691,united states of america
taime,1873,"buck, s s",,,,,coalburgh kanawha co,-81.459283,38.207603,united states of america
taime,1876,"buck, s s",,,,,coalburgh w va,-81.459283,38.207603,united states of america
taime,1880,"buck, s s",,,,,coalburgh w va,-81.459283,38.207603,united states of america
taime,1882,"buck, s s",,,,,coalburgh w va,-81.459283,38.207603,united states of america
taime,1884,"buck, s s",,,,,coalburgh w va,-81.459283,38.207603,united states of america
taime,1886,"buck, s s",,,,,coalburgh w va,-81.459283,38.207603,united states of america
taime,1892,"buck, s s",,,president,sagamore coal & coke co,mcdowell co w va,-81.647344,37.386047,united states of america
taime,1902,"buck, s s",,,president,sagamore coal & coke co,Bramwell W Va,-81.311767,37.325116,united states of america
taime,1884,"buckkingham, f f",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1876,"buckley, c c",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1877,"buckley, c c",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1880,"buckley, c c",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1882,"buckley, c c",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1884,"buckley, c c",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"buckley, e e",,,state geologist,bureau of geology,rolls mo,-91.77153,37.948544,united states of america
taime,1902,"budd, f f",,,chemist,spring valley iron & ore co,spring valley wis.,-92.238796,44.845243,united states of america
taime,1891,"budd, j j",,,,,braddock pa,-79.868382,40.403402,united states of america
taime,1902,"budrow, l l",,,mining engineer,guggenheim exploration co,santa barbara chihuahua,-105.820058,26.801544,mexico
taime,1902,"budrow, w w",,,,asarco,pueblo colo,-104.609141,38.254447,united states of america
taime,1908,"buell, l l",,,,,copperhill tenn,-84.370756,34.988969,united states of america
taime,1905,"bugbee, e e",,,,,ames iowa.,-93.631913,42.030781,united states of america
taime,1892,"buhl, f f",,,president,sharon steel co,sharon pa,-80.493404,41.233112,united states of america
taime,1902,"buhl, f f",,,president,sharon steel co,sharon pa,-80.493404,41.233112,united states of america
taime,1877,"buiss, a a",,,,,dunbar pa,-79.614484,39.977853,united states of america
taime,1880,"buiss, a a",,,,,dunbar pa,-79.614484,39.977853,united states of america
taime,1882,"buiss, a a",,,,,uniontown pa,-79.716433,39.900076,united states of america
taime,1884,"buiss, a a",,,,,uniontown pa,-79.716433,39.900076,united states of america
taime,1902,"bukofzer, e e",,,metallurgist,kentucky iron co,paducah kentucky.,-88.600048,37.083389,united states of america
taime,1882,"buleley, f f",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1884,"bulkley, f f",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1892,"bulkley, f f",,,owner,penrose tam oshanter and the new rok mines ltd,aspen colo,-106.817539,39.191098,united states of america
taime,1902,"bulkley, f f",,,owner,penrose tam oshanter and the new rok mines ltd,denver colo,-104.990251,39.739236,united states of america
taime,1892,"bulkley, f f",,,manager,robinson cons. m. & sm. co,aspen colo,-106.817539,39.191098,united states of america
taime,1902,"bulkley, f f",,,manager,robinson cons. m. & sm. co,robinson colo,-108.552017,39.066028,united states of america
taime,1880,"bulkley, h h",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"bulkley, h h",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"bulkley, h h",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"bulkley, h h",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"bulkley, h h",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"bulkley, h h",,,,,ny city,-74.005973,40.712775,united states of america
taime,1882,"bulkley, l l",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"bulkley, l l",,,,,new york city,-74.005973,40.712775,united states of america
taime,1912,"bull, r r",,,,,granite city ill,-90.14872,38.701439,united states of america
taime,1882,"bulleey, r r",,,,,canton ohio,-81.378447,40.798947,united states of america
taime,1904,"bullen, j j",,,manager,,pontywain england,-3.12778,51.627045,united kingdom
taime,1886,"bulley, r r",,,,,canton ohio,-81.378447,40.798947,united states of america
taime,1892,"bulley, r r",,,manager,canton steel co,canton ohio,-81.378447,40.798947,united states of america
taime,1902,"bulley, r r",,,manager,canton steel co,canton ohio,-81.378447,40.798947,united states of america
taime,1884,"bulley, r r",,,,,canton ohio,-81.378447,40.798947,united states of america
taime,1880,"bulley, r r",,,,,canton ohio,-81.378447,40.798947,united states of america
taime,1907,"bullitt, t t",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1891,"bullman, c c",,,,,plainfield n j,-74.407374,40.633714,united states of america
taime,1908,"bullock, l l",,,,,copala sinaloa,-105.936207,23.39639,mexico
taime,1876,"bullock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1882,"bullock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1884,"bullock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"bullock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"bullock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"bullock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1890,"bullock, s s",,,,,deadwood dakota,-103.729642,44.376651,united states of america
taime,1880,"bultook, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1886,"bunce, w w",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1902,"bunker, c c",,,assistant,keystone cons. mine,amador city cal.,-120.824103,38.419355,united states of america
taime,1886,"bunnina, c c",,,,,warora central provinces east indies,79.013648,20.240654,india
taime,1892,"bunnino, c c",,,,,constantinopla turkey,28.978359,41.008238,turkey
taime,1902,"bunnino, c c",,,,,constantinopla turkey,28.978359,41.008238,turkey
taime,1876,"bunsen, r r",,,,,boulder colorado,-105.270546,40.014986,united states of america
taime,1877,"bunsen, r r",,,,care l. j. dresch,eagle pass texas.,-100.499521,28.709143,mexico
taime,1880,"bunsen, r r",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1882,"bunsen, r r",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1884,"bunsen, r r",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1886,"bunsen, r r",,,,,leadville colorado,-106.292524,39.250823,united states of america
taime,1904,"bunting, d d",,,mining engineer,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1892,"burbidge, f f",,,manager,,wardner idaho,-116.134055,47.522701,united states of america
taime,1902,"burbidge, f f",,,manager,,spokane wash,-117.426047,47.65878,united states of america
taime,1904,"burbidge, t t",,,Student,,new york n y,-74.005973,40.712775,united states of america
taime,1904,"burbidge, t t",,,Student,,new york n y,-74.005973,40.712775,united states of america
taime,1902,"burch, a a",,,manager,bunker hill and sullivan m. and concent. co,kellogg idaho,-116.119333,47.538257,united states of america
taime,1911,"burch, h h",,,,,globe ariz,-110.786498,33.394222,united states of america
taime,1909,"burchard, e e",,,,,washington d.c.,-77.036871,38.907192,united states of america
taime,1884,"burchell, h h",,,,,st john s newfoundland,-52.712577,47.56151,canada
taime,1886,"burchell, h h",,,,,st john s newfoundland,-52.712577,47.56151,canada
taime,1892,"burchell, h h",,,inspector of mines,,st john s newfoundland,-52.712577,47.56151,canada
taime,1902,"burchell, h h",,,inspector of mines,,st john s newfoundland,-52.712577,47.56151,canada
taime,1884,"burchell, j j",,,,,cape breton nova scotia,-60.851817,46.248685,canada
taime,1886,"burchell, j j",,,,,sydney cape breton,-60.194224,46.13679,canada
taime,1884,"burden, h h",,,,,troy n y,-73.990647,40.741727,united states of america
taime,1892,"burden, h h",,,,trojan car coupler co,ny city,-74.005973,40.712775,united states of america
taime,1902,"burden, h h",,,,trojan car coupler co,ny city,-74.005973,40.712775,united states of america
taime,1880,"burden, h h",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1882,"burden, h h",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1884,"burden, h h",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1886,"burden, h h",,,,,etoy ee es,6.419231,46.48603,switzerland
taime,1892,"burden, h h",,,,,cazenovia ny,-75.852692,42.930067,united states of america
taime,1902,"burden, h h",,,,,cazenovia ny,-75.852692,42.930067,united states of america
taime,1876,"burden, i i",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1877,"burden, i i",,,,,troy pa,-76.788011,41.785908,united states of america
taime,1880,"burden, i i",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1882,"burden, i i",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1884,"burden, i i",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1886,"burden, i i",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1876,"burden, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1877,"burden, j j",,,,,troy pa,-76.788011,41.785908,united states of america
taime,1880,"burden, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1882,"burden, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1884,"burden, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1886,"burden, j j",,,,,troy n xs,-73.691785,42.728412,united states of america
taime,1892,"burden, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1902,"burden, j j",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1884,"burden, w w",,,,,troy n y,-73.990647,40.741727,united states of america
taime,1886,"burden, w w",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1902,"burger, c c",,,mining engineer,cook turner co,ny city,-74.005973,40.712775,united states of america
taime,1902,"burgess, j j",,,consulting engineer,,tucson arizona,-110.974711,32.222607,united states of america
taime,1905,"burhaus, h h",,,,,san fernando durango,-104.591203,24.062072,mexico
taime,1876,"burkaktt, i i",,,,,bonn germany,7.098207,50.73743,germany
taime,1877,"burkart, i i",,,,,bonn germany,7.098207,50.73743,germany
taime,1880,"burkart, i i",,,,,bonn germany,7.098207,50.73743,germany
taime,1876,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1877,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1880,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1882,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1886,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1892,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1902,"burke, m m",,,,,cincinnati ohio,-84.51202,39.103118,united states of america
taime,1908,"burkhart, o o",,,,,blacksburg va,-80.413939,37.229573,united states of america
taime,1880,"burler, w w",,,,,ny city,-74.005973,40.712775,united states of america
taime,1882,"burler, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"burler, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1912,"burley, c c",,,,,gem idaho,-116.358925,44.032494,united states of america
taime,1882,"burlingame, e e",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1884,"burlingame, e e",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1886,"burlingame, e e",,,,,denver colorado,-104.990251,39.739236,united states of america
taime,1892,"burlingame, e e",,,chemist,e. e. burlingame & co,denver colo,-104.990251,39.739236,united states of america
taime,1902,"burlingame, e e",,,chemist,e. e. burlingame & co,denver colo,-104.990251,39.739236,united states of america
taime,1902,"burlingame, w w",,,assayer,,denver colo,-104.990251,39.739236,united states of america
taime,1909,"burls, h h",,,,,london england,-0.127758,51.507351,united kingdom
taime,1904,"burne, c c",,,mining engineer,,las esperanzas coahuila,-101.352764,27.741275,mexico
taime,1882,"burneet, s s",,,,,south st louis mo,-90.254963,38.597633,united states of america
taime,1884,"burneet, s s",,,,st. louis water works,st louis mo,-90.199404,38.627003,united states of america
taime,1886,"burnert, f f",,,,st. louis water works,st louis mo,-90.199404,38.627003,united states of america
taime,1902,"burnham, m m",,,assistant,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1882,"burnham, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"burnham, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"burnham, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"burnham, w w",,,president,standard steel works,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"burnham, w w",,,president,standard steel works,philadelphia pa,-75.165222,39.952584,united states of america
taime,1876,"burnham, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1877,"burnham, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"burnham, w w",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1903,"burns, e e",,,manager,,new york n y,-74.005973,40.712775,united states of america
taime,1892,"burns, p p",,,,,atlanta ga,-84.387982,33.748995,united states of america
taime,1902,"burns, p p",,,,,atlanta ga,-84.387982,33.748995,united states of america
taime,1902,"burns, w w",,,superintendent,park wks. crucible steel co of america,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1886,"burpeen, h h",,,,,troy n y,-73.691785,42.728412,united states of america
taime,1902,"burrage, w w",,,,,canon city colo,-105.225332,38.449406,united states of america
taime,1902,"burrall, f f",,,director,comp. minera de penoles,La Yesca Tepic Mexico,-104.011522,21.319407,mexico
taime,1892,"burrell, a a",,,manager,montana m. co,marysville mont,-112.301226,46.75052,united states of america
taime,1902,"burrell, a a",,,manager,montana m. co,marysville mont,-112.301226,46.75052,united states of america
taime,1902,"burrell, h h",,,manager,victor coal co,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"burritt, w w",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"burritt, w w",,,,,brooklyn n y,-73.944158,40.678178,united states of america
taime,1902,"burroughs, g g",,,mining engineer,minidoka lincoln co,idaho,-114.742041,44.068202,united states of america
taime,1902,"burrows, c c",,,superintendent,smelting co of australia,dapto new south wales,150.791667,-34.491667,australia
taime,1902,"burrows, r r",,,,,guanajuato gto,-101.257359,21.019015,mexico
taime,1902,"burt, a a",,,,,sanchie by allva scotland.,-4.202646,56.490671,united kingdom
taime,1882,"burt, c c",,,,,newberry mich,-85.509559,46.354998,united states of america
taime,1884,"burt, c c",,,,,newberry mich,-85.509559,46.354998,united states of america
taime,1886,"burt, c c",,,,,newberry mich,-85.509559,46.354998,united states of america
taime,1882,"burt, h h",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1892,"burt, h h",,,,,minneapolis minnesota,-93.265011,44.977753,united states of america
taime,1902,"burt, h h",,,,,minneapolis minnesota,-93.265011,44.977753,united states of america
taime,1886,"burt, l l",,,,newberry mcmillen building,detroit mich,-83.045754,42.331427,united states of america
taime,1876,"burt, m m",,,,,wheeling w va,-80.720915,40.063962,united states of america
taime,1877,"burt, m m",,,,,wheeling w va,-80.720915,40.063962,united states of america
taime,1876,"burtceer, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1902,"burthe, p p",french,,,,paris france,2.352222,48.856614,france
taime,1876,"burtue, p p",,,,,paris france,2.352222,48.856614,france
taime,1877,"burtue, p p",,,,,paris france,2.352222,48.856614,france
taime,1880,"burtue, p p",,,,,paris france,2.352222,48.856614,france
taime,1884,"burtue, p p",,,,,paris france,2.352222,48.856614,france
taime,1886,"burtue, p p",,,,,paris france,2.352222,48.856614,france
taime,1882,"burtuk, p p",,,,,paris france,2.352222,48.856614,france
taime,1906,"busch, p p",,,,,rhyolite nev,-116.828117,36.90321,united states of america
taime,1909,"busey, a a",,,,,campo seco cal,-120.853271,38.22714,united states of america
taime,1902,"bush, b b",,,manager,north western imp. co,roslyn wash,-120.993139,47.223452,united states of america
taime,1886,"bush, e e",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"bush, e e",,,,,ny city,-74.005973,40.712775,united states of america
taime,1902,"bush, e e",,,,,ny city,-74.005973,40.712775,united states of america
taime,1911,"bush, m m",,,,,woodward ala,-86.958049,33.435387,united states of america
taime,1902,"bushell, b b",,,mining engineer,tomboy gold mines,smuggler colo,-106.806983,39.193043,united states of america
taime,1902,"bushnell, b b",,,,,telluride colo,-107.812285,37.937494,united states of america
taime,1896,"butler, c c",,,,,socorro new mexico,-106.891416,34.0584,united states of america
taime,1902,"butler, c c",,,chemist,,denver colo,-104.990251,39.739236,united states of america
taime,1877,"butler, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"butler, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1882,"butler, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"butler, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1880,"butler, h h",,,,,ticonderoga n y,-73.423453,43.848671,united states of america
taime,1882,"butler, h h",,,,,ticonderoga n y,-73.423453,43.848671,united states of america
taime,1906,"butler, j j",,,,,guanajuato mexico,-101.257359,21.019015,mexico
taime,1910,"butler, j j",,,,,stearns ky,-84.477439,36.698967,united states of america
taime,1873,"butler, j j",,,,,youngstown ohio,-80.649519,41.09978,united states of america
taime,1876,"butler, j j",,,,,youngstown ohio,-80.649519,41.09978,united states of america
taime,1905,"butler, j j",,,,,youngstown ohio,-80.649519,41.09978,united states of america
taime,1910,"butler, m m",,,,,fairfax wash,-77.319407,38.854446,united states of america
taime,1910,"butler, r r",,,,,london england,-0.127758,51.507351,united kingdom
taime,1896,"butler, w w",,,,,everett washington,-122.20208,47.978985,united states of america
taime,1902,"butler, w w",,,manager,puget sound reduction co,everett wash.,-122.20208,47.978985,united states of america
taime,1873,"butler, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"butters, c c",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"butters, c c",,,,,london england,-0.127758,51.507351,united kingdom
taime,1884,"butters, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"butters, c c",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"buttner, a a",,,,,durango mexico,-104.658782,24.559267,mexico
taime,1902,"buttner, a a",,,,,durango mexico,-104.658782,24.559267,mexico
taime,1877,"buttock, m m",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1892,"button, e e",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1902,"button, e e",,,,,johannesburg south africa,28.047305,-26.204103,south africa
taime,1877,"bvarrk, t t",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1892,"byers, a a",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"byers, a a",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1906,"byler, e e",,,,,goldfield nev,-117.235713,37.708448,united states of america
taime,1906,"byrne, j j",,,,,dahlonega ga,-83.984395,34.526147,united states of america
taime,1902,"byrnes, o o",,,superintendent,gold belt mining co,marysville mont,-112.301226,46.75052,united states of america
taime,1880,"c, w w",,,,,london england,-0.127758,51.507351,united kingdom
taime,1882,"c, w w",,,,,london england,-0.127758,51.507351,united kingdom
