source,year,simpname,nationality,edu,prof,org,loc,lon,lat,country
taime,1873,"samuel, e e",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"samwell, n n",,,mining engineer,inst. mining & met,london england,-0.127758,51.507351,united kingdom
taime,1892,"san roman, f f",,,,,santiago chile,-70.669266,-33.44889,chile
taime,1902,"san roman, f f",,,,,santiago chile,-70.669266,-33.44889,chile
taime,1892,"sanbobn, e e",,,,,baltimore md,-76.612189,39.290385,united states of america
taime,1902,"sanbobn, e e",,,,,baltimore md,-76.612189,39.290385,united states of america
taime,1902,"sanborn, f f",,,consulting engineer,atlas portland cement co,hannibal mo,-91.358482,39.708379,united states of america
taime,1902,"sanborn, j j",,,mining engineer,,elizabeth nj,-74.210701,40.663992,united states of america
taime,1882,"sandberg, c c",,,,,london england,-0.127758,51.507351,united kingdom
taime,1884,"sandberg, c c",,,,,westminster london,-0.135658,51.497495,united kingdom
taime,1884,"sandberg, c c",,,,,london england,-0.127758,51.507351,united kingdom
taime,1886,"sandberg, c c",,,,,westminster london,-0.135658,51.497495,united kingdom
taime,1892,"sandberg, c c",,,consulting engineer,palace chambers,westminster london,-0.135658,51.497495,united kingdom
taime,1902,"sandberg, c c",,,consulting engineer,palace chambers,london england,-0.127758,51.507351,united kingdom
taime,1911,"sanders, b b",,,,,cartagena colombia,-75.479426,10.391049,colombia
taime,1880,"sanders, j j",,,,,mine la motte missouri,-90.289841,37.615608,united states of america
taime,1884,"sanders, j j",,,,,mine la motte missouri,-90.289841,37.615608,united states of america
taime,1886,"sanders, j j",,,,,mine la motte missouri,-90.289841,37.615608,united states of america
taime,1892,"sanders, j j",,,assistant,detroit wks. solvay process co,mine la motte mo,-90.289841,37.615608,united states of america
taime,1902,"sanders, j j",,,assistant,detroit wks. solvay process co,detroit mich,-83.045754,42.331427,united states of america
taime,1904,"sanders, j j",,,metallurgist,,san fernando mexico,-98.150243,24.841916,mexico
taime,1892,"sanders, r r",,,mining engineer,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1902,"sanders, r r",,,mining engineer,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1876,"sanders, r r",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1877,"sanders, r r",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1880,"sanders, r r",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1882,"sanders, r r",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1884,"sanders, r r",,,,,philadelphia pa,-75.165222,39.952584,united states of america
taime,1886,"sanders, w w",,,,,butte city montana,-112.534778,46.003823,united states of america
taime,1892,"sanders, w w",,,mining engineer,,helena mont,-112.039106,46.589145,united states of america
taime,1902,"sanders, w w",,,mining engineer,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"sanderson, h h",,,mining engineer,,denver colo,-104.990251,39.739236,united states of america
taime,1902,"sandifer, h h",,,manager,,silas guanajuato,-101.428237,20.952141,mexico
taime,1882,"sands, f f",,,,,new york city,-74.005973,40.712775,united states of america
taime,1884,"sands, f f",,,,,new york city,-74.005973,40.712775,united states of america
taime,1886,"sands, f f",,,,,steinway n y,-73.983828,40.756015,united states of america
taime,1892,"sands, w w",,,,,sparrow s point md,-76.480675,39.226115,united states of america
taime,1902,"sands, w w",,,,,sparrow s point md,-76.480675,39.226115,united states of america
taime,1894,"sands, w w",,,,,sparrow s point md,-76.480675,39.226115,united states of america
taime,1909,"sanford, c c",,,,,goldroad ariz,-114.383016,35.025977,united states of america
taime,1882,"sannott, j j",,,,,dee city colorado,-100.875737,32.406594,united states of america
taime,1882,"sanprera, p p",,,,,london england,-0.127758,51.507351,united kingdom
taime,1882,"santa, m m",,,,,deloro ontario,-77.623181,44.510215,canada
taime,1892,"sargeant, f f",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"sargeant, f f",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1912,"sargent, f f",,,,,mahwah n j,-74.143584,41.088622,united states of america
taime,1882,"sargent, g g",,,,,lowell mass,-71.316172,42.633425,united states of america
taime,1884,"sargent, g g",,,,,lake george n b,-67.049732,45.818661,canada
taime,1886,"sargent, g g",,,,lake george york co.,lake george n b,-67.049732,45.818661,canada
taime,1899,"sargent, g g",,,,,reading pa,-75.926875,40.335648,united states of america
taime,1902,"sargent, g g",,,chemist,carpenter steel co,reading pa,-75.926875,40.335648,united states of america
taime,1896,"sargent, w w",,,,,chicago ill,-87.629798,41.878114,united states of america
taime,1902,"sargent, w w",,,,,ny city,-74.005973,40.712775,united states of america
taime,1884,"sarnt, w w",,,,,porth south wales,-3.407184,51.613554,united kingdom
taime,1886,"sarnt, w w",,,,,oe ae we cup ek one porth boath walon,-3.407184,51.613554,united kingdom
taime,1886,"saruer, p p",,,,,easton pa,-75.220732,40.688432,united states of america
taime,1902,"sauer, j j",,,mining engineer,,evansville il.,-89.938441,38.090329,united states of america
taime,1912,"saunders, t t",,,,,aire libre puebla,-97.394167,19.879167,mexico
taime,1886,"saunders, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"saunders, w w",,,,united gas imp. co,negaunee mich,-87.606872,46.509093,united states of america
taime,1902,"saunders, w w",,,,united gas imp. co,philadelphia pa,-75.165222,39.952584,united states of america
taime,1906,"saunders, w w",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1884,"saunders, w w",,,,,new york city,-74.005973,40.712775,united states of america
taime,1892,"sauveur, a a",,,professor,harvard university,south chicago ill,-87.554418,41.739686,united states of america
taime,1902,"sauveur, a a",,,professor,harvard university,boston mass,-71.05888,42.360083,united states of america
taime,1891,"savage, a a",,,,,broken hill n s wales,141.45394,-31.953914,australia
taime,1892,"savage, a a",,,manager,cockle creek wkz.,broken hill new south wales,141.45394,-31.953914,australia
taime,1902,"savage, a a",,,manager,cockle creek wkz.,cockle creek new south wales,151.623514,-32.942665,australia
taime,1906,"savage, j j",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"saweers, w w",,,chemist,,glasgow scotland,-4.251806,55.864237,united kingdom
taime,1906,"sawyer, a a",,,,,greenland mich,-89.055699,46.802031,united states of america
taime,1902,"sawyer, e e",,,,,columbus ohio,-82.998794,39.961176,united states of america
taime,1882,"sawyer, h h",,,,,easthampton mass,-72.66898,42.266757,united states of america
taime,1884,"sawyer, h h",,,,,easthampton mass,-72.66898,42.266757,united states of america
taime,1886,"sawyer, h h",,,,,easthampton mass,-72.66898,42.266757,united states of america
taime,1903,"sawyer, h h",,,mining engineer,,gazelle cal,-122.5203,41.520702,united states of america
taime,1876,"sax, j j",,,,,pittston penna,-75.78936,41.325913,united states of america
taime,1877,"sax, j j",,,,,pittston pa,-75.78936,41.325913,united states of america
taime,1906,"saxinan, c c",,,,,latrobe pa,-79.379481,40.321181,united states of america
taime,1902,"saxman, e e",,,superintendent,sperry coal & coke co,latrobe pa,-79.379481,40.321181,united states of america
taime,1892,"sayior, l l",,,,,pottstown pa,-75.64963,40.245374,united states of america
taime,1902,"sayior, l l",,,,,pottstown pa,-75.64963,40.245374,united states of america
taime,1905,"sayles, a a",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1882,"saylor, d d",,,,,allentown pa,-75.47141,40.602294,united states of america
taime,1884,"saylor, d d",,,,,allentown pa,-75.47141,40.602294,united states of america
taime,1882,"saypers, j j",,,,,mine la motte missouri,-90.289841,37.615608,united states of america
taime,1892,"sayre, h h",,,mining engineer,,cambridge mass,-71.109734,42.373616,united states of america
taime,1902,"sayre, h h",,,mining engineer,,denver colo,-104.990251,39.739236,united states of america
taime,1909,"sayre, m m",,,,,bisbee arizona,-109.928408,31.448155,united states of america
taime,1886,"scaife, c c",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1892,"scaife, c c",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"scaife, c c",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1911,"scaife, h h",,,,,clinton s c,-81.880656,34.472628,united states of america
taime,1902,"scaife, j j",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1890,"scaife, m m",,,,,mt carmel pa,-76.411896,40.797031,united states of america
taime,1892,"scaife, m m",,,,,morganton n. c.,-81.684819,35.745407,united states of america
taime,1902,"scaife, m m",,,,,morganton n. c.,-81.684819,35.745407,united states of america
taime,1880,"scaife, o o",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1882,"scaife, o o",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1884,"scaife, o o",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1886,"scaife, o o",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1892,"scaife, o o",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"scaife, o o",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1882,"scaife, w w",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1884,"scaife, w w",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1886,"scaife, w w",,,,,mm os pt ye se pittsburgh pa,-79.958936,40.429726,united states of america
taime,1880,"scaife, w w",,,,,tangier nova scotia,-62.691334,44.807083,canada
taime,1892,"scalfe, w w",,,chairman,scaife foundry and machine co,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"scalfe, w w",,,chairman,scaife foundry and machine co,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"scalfe, w w",,,,structural iron wks.,oakmont pa,-79.842272,40.521735,united states of america
taime,1892,"scallon, w w",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1902,"scallon, w w",,,,,butte montana,-112.534778,46.003823,united states of america
taime,1876,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1877,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1880,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1882,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1884,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1886,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1892,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1902,"scanfield, f f",,,,,dover n j,-74.562103,40.883988,united states of america
taime,1902,"scarborough, f f",,,,ches. and ohio r.r.,richmond va,-77.436048,37.540725,united states of america
taime,1902,"scarborough, f f",,,,,richmond va,-77.436048,37.540725,united states of america
taime,1892,"scboll, g g",,,,,catasauqua pa,-75.474627,40.654819,united states of america
taime,1902,"scboll, g g",,,,,catasauqua pa,-75.474627,40.654819,united states of america
taime,1909,"schader, h h",,,,,oatman cal,-114.38357,35.026392,united states of america
taime,1877,"schaeffer, c c",,,,cornell university,ithaca n y,-76.501881,42.443961,united states of america
taime,1876,"schaeffer, c c",,,,cornell university,ithaca n y,-76.501881,42.443961,united states of america
taime,1880,"schaeffer, c c",,,,cornell university,ithaca n y,-76.501881,42.443961,united states of america
taime,1882,"schaeffer, c c",,,,cornell university,ithaca n y,-76.501881,42.443961,united states of america
taime,1884,"schaeffer, c c",,,,cornell university,ithaca n y,-76.501881,42.443961,united states of america
taime,1886,"schaeffer, c c",,,,cornell university,ithaca n y,-76.501881,42.443961,united states of america
taime,1892,"schaefkkr, c c",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1902,"schaefkkr, c c",,,,,pittsburgh pa,-79.995886,40.440625,united states of america
taime,1907,"schaeier, e e",,,,,new york n y,-74.005973,40.712775,united states of america
taime,1884,"schamberg, m m",,,,,saxton pa,-78.244456,40.215357,united states of america
taime,1886,"schamberg, m m",,,,care w. g. wilson,n front street philadelphia,-75.129169,39.998997,united states of america
taime,1882,"scharar, c c",,,,,providence pa,-76.236325,39.902508,united states of america
taime,1884,"scharar, c c",,,,,scranton pa,-75.662412,41.408969,united states of america
taime,1886,"scharar, c c",,,,,scranton pa,-75.662412,41.408969,united states of america
taime,1892,"scharar, c c",,,,,scranton pa,-75.662412,41.408969,united states of america
taime,1902,"scharar, c c",,,,,scranton pa,-75.662412,41.408969,united states of america
taime,1884,"schaufuss, e e",,,,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1886,"schaufwtss, e e",,,,,wilkes barre pa,-75.881308,41.245915,united states of america
taime,1902,"schaup, c c",,,mining engineer,,tiffin ohio,-83.177975,41.114499,united states of america
taime,1911,"scheble, m m",,,,,lampacitos coah,-103.239507,25.466665,mexico
taime,1892,"scheidel, a a",,,chemist,,camp cooke montana,-110.362566,46.879682,united states of america
taime,1902,"scheidel, a a",,,chemist,,sydney new south wales,151.209296,-33.86882,australia
taime,1894,"scheidel, a a",,,,,san francisco cal,-122.419416,37.77493,united states of america
taime,1880,"schellenberg, f f",,,,,westmoreland co pa,-79.470389,40.235396,united states of america
taime,1882,"schellenberg, f f",,,,,irwin s station pa,-78.440293,41.027095,united states of america
taime,1884,"schellenberg, f f",,,,,irwin s station pa,-78.440293,41.027095,united states of america
taime,1886,"schellenberg, f f",,,,,irwin pa,-79.701155,40.324514,united states of america
taime,1892,"schellenberg, f f",,,consulting engineer,,pittsburgh pa,-79.995886,40.440625,united states of america
