,id,source,original name,simplified name,year,class,loc,lon,lat
2331,21372,total,"snow, william p","snow, w p",1874,NA,FALSE,,
2332,21373,total,"snowdon, edward w","snowdon, e w",1885,II,FALSE,,
2333,21384,total,"snyder, john lovett","snyder, j l",1896,IV,FALSE,,
2334,21402,total,"solger, parry k","solger, p k",1882,II,FALSE,,
2335,21415,total,"sonrel, louis agassiz","sonrel, l a",1879,IV,FALSE,,
2336,21441,total,"south, michigan boulevard","south, m b",1911,I,FALSE,,
2337,21450,total,"souther, john kerfoot","souther, j k",1894,II,FALSE,,
2338,21457,total,"southwick, george scudder","southwick, g s",1902,II,FALSE,,
2339,21460,total,"southwick, philip r","southwick, p r",1883,II,FALSE,,
2340,21463,total,"southworth, george blair","southworth, g b",1898,V,FALSE,,
2341,21472,total,"spalding, charles edward","spalding, c e",1884,NA,FALSE,,
2342,21495,total,"sparks, william elliot","sparks, w e",1873,NA,FALSE,,
2343,21496,total,"sparrow, martin olmsted","sparrow, m o",1910,NA,FALSE,,
2344,21497,total,"sparrow, william e","sparrow, w e",1872,I,FALSE,,
2345,21501,total,"spaulding, arthur rogers","spaulding, a r",1892,IV,FALSE,,
2346,21534,total,"spencer, theodore","spencer, t",1891,VI,FALSE,,
2347,21543,total,"sperry, bertram clarence","sperry, b c",1899,II,FALSE,,
2348,21551,total,"sperry, simon willard","sperry, s w",1906,II,FALSE,,
2349,21558,total,"spiess, arthur douglass","spiess, a d",1897,IV,FALSE,,
2350,21563,total,"spinney, samuel rogers","spinney, s r",1906,VI,FALSE,,
2351,21564,total,"spinning, frank","spinning, f",1871,IV,FALSE,,
2352,21570,total,"spooner, philip simmons","spooner, p s",1899,NA,FALSE,,
2353,21573,total,"spooner, william b","spooner, w b",1884,II,FALSE,,
2354,21577,total,"sprague, charles h","sprague, c h",1870,NA,FALSE,,
2355,21578,total,"sprague, daniel f","sprague, d f",1871,NA,FALSE,,
2356,21580,total,"sprague, george w","sprague, g w",1887,II,FALSE,,
2357,21588,total,"spring, andrew hastings","spring, a h",1890,III,FALSE,,
2358,21589,total,"spring, charles francis","spring, c f",1885,I,FALSE,,
2359,21590,total,"spring, marcus t","spring, m t",1889,I,FALSE,,
2360,21605,total,"spurr, william fessenden","spurr, w f",1888,NA,FALSE,,
2361,21606,total,"squier, william reynolds","squier, w r",1896,NA,FALSE,,
2362,21634,total,"stamp, charles marcus","stamp, c m",1896,II,FALSE,,
2363,21641,total,"stanford, philip welton","stanford, p w",1891,II,FALSE,,
2364,21652,total,"stanley, rufus clark","stanley, r c",1883,NA,FALSE,,
2365,21660,total,"stantial, otis talbot","stantial, o t",1885,III,FALSE,,
2366,21664,total,"stanwood, albert","stanwood, a",1882,NA,FALSE,,
2367,21669,total,"stanwood, james hugh","stanwood, j h",1887,I,FALSE,,
2368,21694,total,"starkweather, george mathewson","starkweather, g m",1893,NA,FALSE,,
2369,21706,total,"starr, palmer williamson","starr, p w",1891,I,FALSE,,
2370,21711,total,"stearns, arthur buckman","stearns, a b",1890,II,FALSE,,
2371,21712,total,"stearns, arthur harrison","stearns, a h",1883,NA,FALSE,,
2372,21715,total,"stearns, charles kinmouth","stearns, c k",1887,II,FALSE,,
2373,21736,total,"stearns, mary cushing","stearns, m c",1900,NA,FALSE,,
2374,21740,total,"stearns, william harris","stearns, w h",1872,NA,FALSE,,
2375,21760,total,"stebbins, roger pierce","stebbins, r p",1905,XIII,FALSE,,
2376,21770,total,"steele, arthur","steele, a",1876,NA,FALSE,,
2377,21773,total,"steele, charles l","steele, c l",1872,NA,FALSE,,
2378,21774,total,"steele, egbert t","steele, e t",1873,NA,FALSE,,
2379,21779,total,"steele, henry m","steele, h m",1887,NA,FALSE,,
2380,21780,total,"steere, edward","steere, e",1914,I,FALSE,,
2381,21809,total,"stephenson, arthur h","stephenson, a h",1879,NA,FALSE,,
2382,21818,total,"sternbergh, philip hervey","sternbergh, p h",1901,NA,FALSE,,
2383,21819,total,"stetson, albert winthrop","stetson, a w",1902,X,FALSE,,
2384,21825,total,"stetson, harold clap","stetson, h c",1905,VI,FALSE,,
2385,21834,total,"stevens, carl colton","stevens, c c",1906,X,FALSE,,
2386,21835,total,"stevens, william c","stevens, c w",1875,NA,FALSE,,
2387,21836,total,"stevens, charles walter","stevens, c w",1888,III,FALSE,,
2388,21848,total,"stevens, fred barstow","stevens, f b",1909,II,FALSE,,
2389,21849,total,"stevens, george h","stevens, g h",1887,II,FALSE,,
2390,21850,total,"stevens, george henry","stevens, g h",1870,NA,FALSE,,
2391,21861,total,"stevens, howard leslie","stevens, h l",1904,VII,FALSE,,
2392,21892,total,"stevenson, charles joseph","stevenson, c j",1907,V,FALSE,,
2393,21897,total,"stevenson, john robert","stevenson, j r",1892,III,FALSE,,
2394,21915,total,"stewart, edgar","stewart, e",1872,NA,FALSE,,
2395,21918,total,"stewart, frank douglas","stewart, f d",1911,III,FALSE,,
2396,21927,total,"stewart, lewis","stewart, l",1900,IV,FALSE,,
2397,21934,total,"stewart, rowland wardwell","stewart, r w",1889,NA,FALSE,,
2398,21941,total,"stickney, charles d","stickney, c d",1875,NA,FALSE,,
2399,21953,total,"stickney, william","stickney, w",1904,XIII,FALSE,,
2400,21954,total,"stickney, william","stickney, w",1891,VI,FALSE,,
2401,21964,total,"stillings, l c","stillings, l c",1891,NA,FALSE,,
2402,21971,total,"stilwell, henry colby","stilwell, h c",1893,NA,FALSE,,
2403,21976,total,"stimpson, oliver duncan","stimpson, o d",1869,NA,FALSE,,
2404,21981,total,"stinson, horace w","stinson, h w",1882,II,FALSE,,
2405,21990,total,"stock, august c","stock, a c",1895,IV,FALSE,,
2406,22000,total,"stoddard, arthur bates","stoddard, a b",1891,V,FALSE,,
2407,22006,total,"stoddard, henry farris","stoddard, h f",1887,II,FALSE,,
2408,22031,total,"stone, george goodwin","stone, g g",1889,III,FALSE,,
2409,22034,total,"stone, henry b","stone, h b",1878,II,FALSE,,
2410,22040,total,"stone, joseph","stone, j",1868,I,FALSE,,
2411,22041,total,"stone, junius","stone, j",1891,NA,FALSE,,
2412,22052,total,"stone, mary l","stone, m l",1881,V,FALSE,,
2413,22066,total,"stoneman, cornelius mclean","stoneman, c m",1893,NA,FALSE,,
2414,22067,total,"storer, frank addison","storer, f a",1879,IV,FALSE,,
2415,22068,total,"storer, harry winthrop","storer, h w",1903,NA,FALSE,,
2416,22076,total,"story, carroll fitch","story, c f",1907,XI,FALSE,,
2417,22090,total,"stoughton, grace a","stoughton, g a",1896,V,FALSE,,
2418,22101,total,"stow, kent tillinghast","stow, k t",1903,II,FALSE,,
2419,22108,total,"stowell, jean henry","stowell, j h",1898,NA,FALSE,,
2420,22117,total,"strange, dalston p","strange, d p",1875,VIII,FALSE,,
2421,22120,total,"stratton, daniel wilbur","stratton, d w",1873,NA,FALSE,,
2422,22159,total,"strout, robert wheelock","strout, r w",1900,II,FALSE,,
2423,22166,total,"stubbs, norman higgins","stubbs, n h",1909,VI,FALSE,,
2424,22171,total,"studley, edward","studley, e",1900,NA,FALSE,,
2425,22188,total,"sturgis, russell","sturgis, r",1895,X,FALSE,,
2426,22207,total,"stutchkoff, samuel","stutchkoff, s",1899,V,FALSE,,
2427,22208,total,"stutz, lewis f","stutz, l f",1872,NA,FALSE,,
2428,22250,total,"sung, mun wai","sung, m w",1884,NA,FALSE,,
2429,22256,total,"sutherland, carroll arthur","sutherland, c a",1910,VI,FALSE,,
2430,22292,total,"swan, charles mayo","swan, c m",1897,VII,FALSE,,
2431,22300,total,"swan, walter dana","swan, w d",1895,IV,FALSE,,
2432,22310,total,"swartout, philip ephraim","swartout, p e",1913,NA,FALSE,,
2433,22335,total,"sweet, kilburn smith","sweet, k s",1893,I,FALSE,,
2434,22346,total,"sweetser, george francis","sweetser, g f",1895,II,FALSE,,
2435,22379,total,"swinburne, henry h","swinburne, h h",1879,IV,FALSE,,
2436,22386,total,"sykes, henry hutchins","sykes, h h",1891,VI,FALSE,,
2437,22391,total,"sylvester, george edwards","sylvester, g e",1887,I,FALSE,,
2438,22397,total,"symonds, andrew henry","symonds, a h",1881,IV,FALSE,,
2439,22419,total,"taft, arthur guild","taft, a g",1892,NA,FALSE,,
2440,22468,total,"taney, edmund l","taney, e l",1878,I,FALSE,,
2441,22469,total,"tanner, william fitch","tanner, w f",1903,I,FALSE,,
2442,22483,total,"tappan, roger","tappan, r",1874,II,FALSE,,
2443,22485,total,"tappan, sanford","tappan, s",1895,VI,FALSE,,
2444,22486,total,"tappan, walter","tappan, w",1874,NA,FALSE,,
2445,22489,total,"tarbox, john watson","tarbox, j w",1894,II,FALSE,,
2446,22490,total,"tarr, edward gibbs","tarr, e g",1896,NA,FALSE,,
2447,22498,total,"taussig, frank w","taussig, f w",1890,V,FALSE,,
2448,22513,total,"taylor, denzil hollis","taylor, d h",1899,I,FALSE,,
2449,22531,total,"taylor, frederick spaulding","taylor, f s",1888,IV,FALSE,,
2450,22539,total,"taylor, george neil","taylor, g n",1904,NA,FALSE,,
2451,22545,total,"taylor, harry burlingame","taylor, h b",1891,V,FALSE,,
2452,22560,total,"taylor, james v","taylor, j v",1868,NA,FALSE,,
2453,22563,total,"taylor, kenneth m","taylor, k m",1887,II,FALSE,,
2454,22564,total,"taylor, lizzie a","taylor, l a",1885,V,FALSE,,
2455,22582,total,"taylor, william bellamy","taylor, w b",1896,II,FALSE,,
2456,22600,total,"tebbetts, eugene lester","tebbetts, e l",1869,NA,FALSE,,
2457,22601,total,"tedford, lalia crompton","tedford, l c",1881,NA,FALSE,,
2458,22608,total,"temple, francis w","temple, f w",1877,NA,FALSE,,
2459,22618,total,"tenney, frederic","tenney, f",1888,NA,FALSE,,
2460,22620,total,"tenney, frank p","tenney, f p",1875,NA,FALSE,,
2461,22623,total,"tenney, william field","tenney, w f",1904,I,FALSE,,
2462,22628,total,"tenny, robert c","tenny, r c",1888,NA,FALSE,,
2463,22631,total,"terrell, charles","terrell, c",1876,IV,FALSE,,
2464,22636,total,"terry, henry kingsbury","terry, h k",1899,NA,FALSE,,
2465,22645,total,"terry, robert cornelius","terry, r c",1897,IV,FALSE,,
2466,22666,total,"thanisch, otto conrad","thanisch, o c",1902,II,FALSE,,
2467,22676,total,"thayer, deming j","thayer, d j",1873,NA,FALSE,,
2468,22677,total,"thayer, ellis cheney","thayer, e c",1895,VI,FALSE,,
2469,22678,total,"thayer, edmund g","thayer, e g",1872,NA,FALSE,,
2470,22679,total,"thayer, george f","thayer, g f",1870,IV,FALSE,,
2471,22691,total,"thayer, william t","thayer, w t",1891,NA,FALSE,,
2472,22692,total,"thayer, william wilberforce","thayer, w w",1896,X,FALSE,,
2473,22697,total,"thom, george harry","thom, g h",1868,NA,FALSE,,
2474,22712,total,"thomas, elmer irving","thomas, e i",1892,IV,FALSE,,
2475,22716,total,"thomas, francis c","thomas, f c",1890,NA,FALSE,,
2476,22724,total,"thomas, henry ewan","thomas, h e",1896,V,FALSE,,
2477,22744,total,"thompson, andrew","thompson, a",1885,II,FALSE,,
2478,22754,total,"thompson, charles edwin","thompson, c e",1893,NA,FALSE,,
2479,22761,total,"thompson, edwin d","thompson, e d",1872,NA,FALSE,,
2480,22762,total,"thompson, frederick","thompson, f",1887,I,FALSE,,
2481,22777,total,"thompson, lewis s","thompson, l s",1889,I,FALSE,,
2482,22820,total,"thorndike, george francis","thorndike, g f",1869,NA,FALSE,,
2483,22836,total,"thorp, joseph a","thorp, j a",1888,NA,FALSE,,
2484,22843,total,"thronbury, william garland","thronbury, w g",1887,IV,FALSE,,
2485,22849,total,"thurber, john houghton","thurber, j h",1895,III,FALSE,,
2486,22858,total,"thurlow, william c","thurlow, w c",1876,NA,FALSE,,
2487,22880,total,"tilden, bryant parrott","tilden, b p",1868,III,FALSE,,
2488,22900,total,"tilson, george m","tilson, g m",1889,II,FALSE,,
2489,22918,total,"tisdale, harry robert","tisdale, h r",1911,V,FALSE,,
2490,22936,total,"todd, harriet adams","todd, h a",1891,NA,FALSE,,
2491,22961,total,"tominaga, fuyoulri","tominaga, f",1873,IV,FALSE,,
2492,22968,total,"tomonaga, goro","tomonaga, g",1909,II,FALSE,,
2493,22969,total,"tompkins, charles henry","tompkins, c h",1883,III,FALSE,,
2494,22970,total,"tompkins, ernest alonzo","tompkins, e a",1898,X,FALSE,,
2495,22984,total,"toner, charles james","toner, c j",1910,III,FALSE,,
2496,23005,total,"torrey, charles augustine","torrey, c a",1899,V,FALSE,,
2497,23011,total,"torrey, joseph","torrey, j",1880,II,FALSE,,
2498,23012,total,"torrey, josiah carleton","torrey, j c",1886,I,FALSE,,
2499,23025,total,"tower, herbert","tower, h",1885,II,FALSE,,
2500,23028,total,"tower, walter russell","tower, w r",1900,NA,FALSE,,
2501,23029,total,"towle, clifton augustus","towle, c a",1903,VII,FALSE,,
2502,23030,total,"towle, edward avery","towle, e a",1893,NA,FALSE,,
2503,23037,total,"towne, frederic tallmadge","towne, f t",1894,II,FALSE,,
2504,23044,total,"towne, linwood orville","towne, l o",1878,III,FALSE,,
2505,23045,total,"towne, truman b","towne, t b",1871,NA,FALSE,,
2506,23046,total,"towne, william f","towne, w f",1876,NA,FALSE,,
2507,23059,total,"townsend, edward e","townsend, e e",1872,NA,FALSE,,
2508,23081,total,"travis, william wallace","travis, w w",1897,II,FALSE,,
2509,23128,total,"trowbridge, james sims","trowbridge, j s",1883,IV,FALSE,,
2510,23136,total,"true, charles s","true, c s",1869,NA,FALSE,,
2511,23143,total,"true, ross","true, r",1895,NA,FALSE,,
2512,23148,total,"trueman, joseph douglas","trueman, j d",1909,XII,FALSE,,
2513,23151,total,"truette, arthur pierce","truette, a p",1910,II,FALSE,,
2514,23162,total,"trull, john eugene","trull, j e",1903,I,FALSE,,
2515,23163,total,"trumbull, charles dunbar","trumbull, c d",1896,IX,FALSE,,
2516,23177,total,"tsuchiya, seiken","tsuchiya, s",1876,NA,FALSE,,
2517,23178,total,"tsukakoshi, utaro","tsukakoshi, u",1907,V,FALSE,,
2518,23181,total,"tuck, charles r","tuck, c r",1877,IV,FALSE,,
2519,23196,total,"tucker, cornell idair","tucker, c i",1899,VII,FALSE,,
2520,23201,total,"tucker, emily j","tucker, e j",1886,V,FALSE,,
2521,23210,total,"tucker, harvey judson","tucker, h j",1887,VI,FALSE,,
2522,23223,total,"tuckerman, samuel francis","tuckerman, s f",1891,NA,FALSE,,
2523,23224,total,"tuckerman, walter h","tuckerman, w h",1868,NA,FALSE,,
2524,23227,total,"tudor, henry","tudor, h",1877,NA,FALSE,,
2525,23232,total,"tufts, charles francis","tufts, c f",1875,NA,FALSE,,
2526,23254,total,"turlay, william w","turlay, w w",1879,NA,FALSE,,
2527,23282,total,"turner, giles mcclure","turner, g m",1894,VI,FALSE,,
2528,23285,total,"turner, henry charles","turner, h c",1909,II,FALSE,,
2529,23288,total,"turner, john bice","turner, j b",1902,I,FALSE,,
2530,23294,total,"turner, marie celeste","turner, m c",1909,IV,FALSE,,
2531,23312,total,"tuttle, edward oscar","tuttle, e o",1886,NA,FALSE,,
2532,23328,total,"tuxbury, warren","tuxbury, w",1875,IV,FALSE,,
2533,23333,total,"twieg, william charles","twieg, w c",1903,V,FALSE,,
2534,23347,total,"tyler, artemas lawrence","tyler, a l",1882,V,FALSE,,
2535,23358,total,"tyler, james d","tyler, j d",1876,NA,FALSE,,
2536,23371,total,"ulke, darwin","ulke, d",1900,VI,FALSE,,
2537,23372,total,"ulmer, george frederick","ulmer, g f",1898,V,FALSE,,
2538,23380,total,"underhill, charles dudley","underhill, c d",1887,VII,FALSE,,
2539,23385,total,"underwood, frank elijah","underwood, f e",1897,IV,FALSE,,
2540,23388,total,"underwood, george frank","underwood, g f",1877,IV,FALSE,,
2541,23409,total,"upham, harry warren","upham, h w",1905,IX,FALSE,,
2542,23410,total,"upham, margaret","upham, m",1903,NA,FALSE,,
2543,23418,total,"urban, charles herman","urban, c h",1891,NA,FALSE,,
2544,23425,total,"usher, charles frederic","usher, c f",1904,XIII,FALSE,,
2545,23442,total,"vallecillo, mandry rafael","vallecillo, m r",1898,NA,FALSE,,
2546,23443,total,"valverde, carlos alberto","valverde, c a",1911,NA,FALSE,,
2547,23452,total,"van, buskirk william","van, b w",1886,VI,FALSE,,
2548,23455,total,"van, duzee harold","van, d h",1881,NA,FALSE,,
2549,23465,total,"van, hovenberg john","van, h j",1879,II,FALSE,,
2550,23474,total,"van, sands horace","van, s h",1887,II,FALSE,,
2551,23475,total,"van, syckel wallace","van, s w",1911,III,FALSE,,
2552,23489,total,"vandenbergh, arthur prior","vandenbergh, a p",1895,II,FALSE,,
2553,23492,total,"vanderpoel, aaron melgert","vanderpoel, a m",1893,II,FALSE,,
2554,23498,total,"vankeuren, henry phillip","vankeuren, h p",1907,XIII,FALSE,,
2555,23502,total,"varney, fred lane","varney, f l",1893,IX,FALSE,,
2556,23513,total,"vatter, wilbur lewis","vatter, w l",1902,VI,FALSE,,
2557,23535,total,"verges, luis francisco","verges, l f",1891,I,FALSE,,
2558,23545,total,"vfisquez, manuel j","vfisquez, m j",1875,NA,FALSE,,
2559,23552,total,"viels, maurice augustus","viels, m a",1886,II,FALSE,,
2560,23554,total,"vignal, paul gautier","vignal, p g",1914,II,FALSE,,
2561,23555,total,"vignos, alfred augustus","vignos, a a",1897,VI,FALSE,,
2562,23556,total,"villa, vincente benedito","villa, v b",1893,V,FALSE,,
2563,23557,total,"vinal, charles w","vinal, c w",1879,II,FALSE,,
2564,23564,total,"vining, jared a","vining, j a",1880,II,FALSE,,
2565,23576,total,"vinton, merrick eugene","vinton, m e",1906,III,FALSE,,
2566,23577,total,"vinton, raymond perry","vinton, r p",1888,IV,FALSE,,
2567,23586,total,"vogl, frank parker","vogl, f p",1878,NA,FALSE,,
2568,23593,total,"von, jungenfeld carl","von, j c",1896,IV,FALSE,,
2569,23594,total,"von, wrede guido","von, w g",1889,NA,FALSE,,
2570,23602,total,"voorhies, hugh edson","voorhies, h e",1887,NA,FALSE,,
2571,23607,total,"vosburgh, robert m","vosburgh, r m",1870,NA,FALSE,,
2572,23616,total,"vose, ida hersey","vose, i h",1905,NA,FALSE,,
2573,23617,total,"vose, john s","vose, j s",1871,NA,FALSE,,
2574,23620,total,"vose, ralph","vose, r",1887,VI,FALSE,,
2575,23627,total,"vredenburgh, john van","vredenburgh, j v",1904,NA,FALSE,,
2576,23633,total,"wade, edric a","wade, e a",1873,NA,FALSE,,
2577,23642,total,"wadleigh, melvin","wadleigh, m",1896,VI,FALSE,,
2578,23661,total,"wagner, john lowry","wagner, j l",1896,VI,FALSE,,
2579,23664,total,"wainwright, isaac parker","wainwright, i p",1869,NA,FALSE,,
2580,23671,total,"waite, alfred t","waite, a t",1879,NA,FALSE,,
2581,23672,total,"waite, charles nelson","waite, c n",1876,V,FALSE,,
2582,23675,total,"waite, edwin e","waite, e e",1876,NA,FALSE,,
2583,23692,total,"wakefield, frank h","wakefield, f h",1884,I,FALSE,,
2584,23693,total,"wakefield, f manton","wakefield, f m",1887,IV,FALSE,,
2585,23694,total,"wakefield, thomas","wakefield, t",1904,III,FALSE,,
2586,23701,total,"walcott, stuart lanier","walcott, s l",1904,III,FALSE,,
2587,23709,total,"waldo, gentry","waldo, g",1898,NA,FALSE,,
2588,23719,total,"wales, frederick charles","wales, f c",1905,I,FALSE,,
2589,23724,total,"wales, thomas crane","wales, t c",1892,VI,FALSE,,
2590,23738,total,"walker, clarence howard","walker, c h",1899,I,FALSE,,
2591,23786,total,"walker, james wilson","walker, j w",1893,I,FALSE,,
2592,23793,total,"walker, mary browne","walker, m b",1888,NA,FALSE,,
2593,23800,total,"walker, stoughton","walker, s",1887,NA,FALSE,,
2594,23809,total,"walkup, thomas","walkup, t",1889,NA,FALSE,,
2595,23829,total,"wallace, william grant","wallace, w g",1907,VII,FALSE,,
2596,23850,total,"walls, james newman","walls, j n",1909,II,FALSE,,
2597,23880,total,"walters, edward philip","walters, e p",1899,V,FALSE,,
2598,23914,total,"ward, paul shipman","ward, p s",1897,II,FALSE,,
2599,23924,total,"wardwell, theodore eames","wardwell, t e",1869,NA,FALSE,,
2600,23925,total,"ware, arthur lincoln","ware, a l",1896,NA,FALSE,,
2601,23930,total,"ware, elisha c","ware, e c",1868,NA,FALSE,,
2602,23932,total,"ware, robert clifton","ware, r c",1876,NA,FALSE,,
2603,23958,total,"warren, alba houghton","warren, a h",1896,II,FALSE,,
2604,23959,total,"warren, algernon sydney","warren, a s",1888,III,FALSE,,
2605,23964,total,"warren, charles clayton","warren, c c",1897,NA,FALSE,,
2606,23977,total,"warren, george william","warren, g w",1897,VII,FALSE,,
2607,23994,total,"warren, mary eva","warren, m e",1905,VII,FALSE,,
2608,24004,total,"washburn, charles a","washburn, c a",1879,NA,FALSE,,
2609,24015,total,"washburn, thurlow","washburn, t",1897,III,FALSE,,
2610,24018,total,"wason, rigby","wason, r",1894,VI,FALSE,,
2611,24038,total,"waterman, charles perkins","waterman, c p",1903,I,FALSE,,
2612,24051,total,"waters, charles douglass","waters, c d",1899,V,FALSE,,
2613,24072,total,"watson, arthur parker","watson, a p",1893,NA,FALSE,,
2614,24073,total,"watson, charles morris","watson, c m",1890,VI,FALSE,,
2615,24074,total,"watson, dudley sears","watson, d s",1891,NA,FALSE,,
2616,24075,total,"watson, earle bradbury","watson, e b",1913,I,FALSE,,
2617,24076,total,"watson, george hathon","watson, g h",1898,VI,FALSE,,
2618,24077,total,"watson, gertrude l","watson, g l",1889,V,FALSE,,
2619,24080,total,"watson, herbert jeremiah","watson, h j",1896,VI,FALSE,,
2620,24089,total,"watson, thomas bell","watson, t b",1906,XII,FALSE,,
2621,24100,total,"watts, lawrence","watts, l",1911,I,FALSE,,
2622,24123,total,"webb, charles sumner","webb, c s",1902,NA,FALSE,,
2623,24132,total,"webber, frank o","webber, f o",1875,NA,FALSE,,
2624,24139,total,"webber, scott adams","webber, s a",1892,IV,FALSE,,
2625,24144,total,"webster, edgar finch","webster, e f",1878,I,FALSE,,
2626,24153,total,"webster, james edward","webster, j e",1898,IV,FALSE,,
2627,24164,total,"weeden, william b","weeden, w b",1881,V,FALSE,,
2628,24167,total,"weeks, angelina louisa","weeks, a l",1903,VII,FALSE,,
2629,24180,total,"weeks, isaiah s","weeks, i s",1871,I,FALSE,,
2630,24190,total,"weeks, marion merle","weeks, m m",1899,IV,FALSE,,
2631,24208,total,"weil, joseph skrainka","weil, j s",1906,II,FALSE,,
2632,24214,total,"weiller, ludwig m","weiller, l m",1893,IV,FALSE,,
2633,24225,total,"weis, irwin lewis","weis, i l",1909,NA,FALSE,,
2634,24226,total,"weis, richard clapp","weis, r c",1885,NA,FALSE,,
2635,24231,total,"weiss, charles m","weiss, c m",1870,NA,FALSE,,
2636,24235,total,"welch, edward martin","welch, e m",1881,IV,FALSE,,
2637,24253,total,"weld, eloise minot","weld, e m",1904,NA,FALSE,,
2638,24258,total,"weld, george f","weld, g f",1901,NA,FALSE,,
2639,24290,total,"wells, frank","wells, f",1870,NA,FALSE,,
2640,24296,total,"wells, john w","wells, j w",1880,II,FALSE,,
2641,24299,total,"wells, percy leonard","wells, p l",1905,I,FALSE,,
2642,24314,total,"wells, william francis","wells, w f",1890,VI,FALSE,,
2643,24335,total,"wendel, conrad","wendel, c",1902,I,FALSE,,
2644,24336,total,"wendell, benjamin t","wendell, b t",1880,II,FALSE,,
2645,24349,total,"wentworth, charles daniell","wentworth, c d",1883,NA,FALSE,,
2646,24352,total,"wentworth, edwin francis","wentworth, e f",1898,II,FALSE,,
2647,24355,total,"wentworth, h l","wentworth, h l",1880,NA,FALSE,,
2648,24363,total,"wentworth, sarah e","wentworth, s e",1882,V,FALSE,,
2649,24370,total,"werner, john thomas","werner, j t",1896,NA,FALSE,,
2650,24377,total,"wescott, james h","wescott, j h",1884,IV,FALSE,,
2651,24378,total,"wescott, jennie smith","wescott, j s",1899,VII,FALSE,,
2652,24379,total,"wessel, john frederick","wessel, j f",1898,VI,FALSE,,
2653,24390,total,"west, arthur w","west, a w",1880,II,FALSE,,
2654,24413,total,"weston, herbert m","weston, h m",1885,II,FALSE,,
2655,24417,total,"weston, william hutchinson","weston, w h",1891,III,FALSE,,
2656,24421,total,"wetherald, frederick harlow","wetherald, f h",1903,VI,FALSE,,
2657,24453,total,"wflcox, william morris","wflcox, w m",1890,NA,FALSE,,
2658,24454,total,"whalan, edward lawrence","whalan, e l",1901,VI,FALSE,,
2659,24455,total,"whalen, mary antopia","whalen, m a",1901,VII,FALSE,,
2660,24470,total,"wheeler, holman k","wheeler, h k",1882,NA,FALSE,,
2661,24471,total,"wheeler, knight willmer","wheeler, k w",1906,NA,FALSE,,
2662,24472,total,"wheeler, leonard abel","wheeler, l a",1901,NA,FALSE,,
2663,24478,total,"wheeler, robert charles","wheeler, r c",1894,I,FALSE,,
2664,24494,total,"wheelwright, edmund march","wheelwright, e m",1875,IV,FALSE,,
2665,24495,total,"wheildon, frederic w","wheildon, f w",1871,NA,FALSE,,
2666,24501,total,"whipple, allen dewey","whipple, a d",1902,NA,FALSE,,
2667,24510,total,"whipple, robert everett","whipple, r e",1912,III,FALSE,,
2668,24515,total,"whitaker, channing","whitaker, c",1869,II,FALSE,,
2669,24520,total,"whitaker, luiz guilherme","whitaker, l g",1895,NA,FALSE,,
2670,24529,total,"whitcomb, francis edwin","whitcomb, f e",1897,NA,FALSE,,
2671,24536,total,"white, anthony chase","white, a c",1882,VIII,FALSE,,
2672,24544,total,"white, clifton hackett","white, c h",1909,III,FALSE,,
2673,24563,total,"white, harry kirk","white, h k",1870,NA,FALSE,,
2674,24569,total,"white, john aloysius","white, j a",1905,I,FALSE,,
2675,24574,total,"white, james francis","white, j f",1891,VI,FALSE,,
2676,24587,total,"white, louis benjamin","white, l b",1903,IV,FALSE,,
2677,24596,total,"white, oscar brunswick","white, o b",1887,NA,FALSE,,
2678,24600,total,"white, richard b","white, r b",1906,III,FALSE,,
2679,24634,total,"whiting, george a","whiting, g a",1876,IX,FALSE,,
2680,24654,total,"whiting, walter sherman","whiting, w s",1893,I,FALSE,,
2681,24657,total,"whitman, charles b","whitman, c b",1873,III,FALSE,,
2682,24658,total,"whitman, edward payson","whitman, e p",1892,IV,FALSE,,
2683,24667,total,"whitmarsh, alfred lamson","whitmarsh, a l",1905,II,FALSE,,
2684,24678,total,"whitmore, john","whitmore, j",1896,NA,FALSE,,
2685,24686,total,"whitney, alfred b","whitney, a b",1872,NA,FALSE,,
2686,24693,total,"whitney, eli","whitney, e",1871,NA,FALSE,,
2687,24695,total,"whitney, george e","whitney, e g",1879,II,FALSE,,
2688,24699,total,"whitney, frank pope","whitney, f p",1889,VI,FALSE,,
2689,24705,total,"whitney, harry hayden","whitney, h h",1894,IV,FALSE,,
2690,24708,total,"whitney, james g","whitney, j g",1870,NA,FALSE,,
2691,24709,total,"whitney, james p","whitney, j p",1872,NA,FALSE,,
2692,24714,total,"whitney, joseph t","whitney, j t",1900,NA,FALSE,,
2693,24722,total,"whitney, richard","whitney, r",1897,I,FALSE,,
2694,24729,total,"whitney, samuel s","whitney, s s",1868,NA,FALSE,,
2695,24747,total,"whittaker, bernard foster","whittaker, b f",1906,NA,FALSE,,
2696,24748,total,"whittemore, amy florence","whittemore, a f",1894,V,FALSE,,
2697,24751,total,"whittemore, frank irving","whittemore, f i",1893,NA,FALSE,,
2698,24774,total,"whittier, frederic w","whittier, f w",1880,I,FALSE,,
2699,24775,total,"whittier, louis felix","whittier, l f",1895,NA,FALSE,,
2700,24809,total,"wiggin, frank edward","wiggin, f e",1877,I,FALSE,,
2701,24812,total,"wiggin, george otis","wiggin, g o",1894,NA,FALSE,,
2702,24826,total,"wignall, lily","wignall, l",1899,VII,FALSE,,
