"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","srch","temp","geometry"
"52217","myb1016212","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"greene","l",NA,"board","johannesburg","W. J. O Brien, O.B.E., J.P., Chairman. I L. Greene. | G. J. Macfarlane, J.P., C.M.G. J. W. Peirson. l R. H. Raw. 1 L. Line. J.P. l W. J. Show.","greene, l",NA,"myb",c(28.04731, -26.2041)
"52218","myb1016212","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"macfarlane","g","j","board","johannesburg","W. J. O Brien, O.B.E., J.P., Chairman. I L. Greene. | G. J. Macfarlane, J.P., C.M.G. J. W. Peirson. l R. H. Raw. 1 L. Line. J.P. l W. J. Show.","macfarlane, g j",NA,"myb",c(28.04731, -26.2041)
"52219","myb1016213","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"johannesburg","local","board","board","johannesburg","Local Board at Johannesburg.","johannesburg, l b",NA,"myb",c(28.04731, -26.2041)
"52220","myb1016214","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"boyd","h","c","chair","johannesburg","H. C. Boyd, Chairman. I J. W. Peirson. E. J. Renaud.","boyd, h c",NA,"myb",c(28.04731, -26.2041)
"52221","myb1016214","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"peirso","j","w","board","johannesburg","H. C. Boyd, Chairman. I J. W. Peirson. E. J. Renaud.","peirso, j w",NA,"myb",c(28.04731, -26.2041)
"52270","myb1016263","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"coas","new","ivory","chair","london","NEW IVORY COAST CO.I LTD. Directors S. H. Rogers, Chairman ; H. S. Fowler.","coas, n i",NA,"myb",c(-0.1277583, 51.50735)
"52271","myb1016263","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"fowler","h","s","board","london","NEW IVORY COAST CO.I LTD. Directors S. H. Rogers, Chairman ; H. S. Fowler.","fowler, h s",NA,"myb",c(-0.1277583, 51.50735)
"52274","myb1016266","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"fairbairn","i",NA,"board","london","I. Fairbairn, the liquidator thereof, a concession of 270,000 hectares in the San","fairbairn, i",NA,"myb",c(-0.1277583, 51.50735)
"52275","myb1016267","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"district","pedro",NA,"board","london","Pedro District, Ivory Coast, containing minerals, rubber, palm oil, timber, &c.","district, p",NA,"myb",c(-0.1277583, 51.50735)
"52285","myb1016277","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"alificaton","q",NA,"chair","london","Directors Q alificat..on,l£l ,000 in shares . Sir 1 . Harris. K.C.M.G., V.D., M.L.A., Chairman. I F. Hirschhorn, Deputy-Chairman.","alificaton, q",NA,"myb",c(-0.1277583, 51.50735)
"52286","myb1016277","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"hirschhorn","f",NA,"chair","london","Directors Q alificat..on,l£l ,000 in shares . Sir 1 . Harris. K.C.M.G., V.D., M.L.A., Chairman. I F. Hirschhorn, Deputy-Chairman.","hirschhorn, f",NA,"myb",c(-0.1277583, 51.50735)
"52287","myb1016278","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"bernheim","e",NA,"board","london","E. Bernheim. I L. Breitmeyer. l E. O. Hertog. I J. J. Coghlsn, J.P. Lh-Cul. H. S. Harris.","bernheim, e",NA,"myb",c(-0.1277583, 51.50735)
"52288","myb1016278","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"coghlsn","j","j","board","london","E. Bernheim. I L. Breitmeyer. l E. O. Hertog. I J. J. Coghlsn, J.P. Lh-Cul. H. S. Harris.","coghlsn, j j",NA,"myb",c(-0.1277583, 51.50735)
"52289","myb1016279","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"joel","v","s","board","london","V S. B. Joel. I 11.1 . Rudd. | F. K. Loewenthal.","joel, v s",NA,"myb",c(-0.1277583, 51.50735)
"52290","myb1016279","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"loewenthal","f","k","board","london","V S. B. Joel. I 11.1 . Rudd. | F. K. Loewenthal.","loewenthal, f k",NA,"myb",c(-0.1277583, 51.50735)
"52292","myb1016281","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"mosemhal","w",NA,"board","london","W. Mosemhal. | J: L. Nissen.","mosemhal, w",NA,"myb",c(-0.1277583, 51.50735)
"52359","myb1016348","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"harding","j","p","manager","paris","Manager J. P. Harding. Paris Correspondents Credit Mobilier Franqais, 30-32. Rue Taitbout. London Agents Anglo-French Exploration 00.. Ltd","harding, j p",NA,"myb",c(2.352222, 48.85661)
"52460","myb1016449","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"fields","new","lafon","board","winchester","NEW LAFON TIN FIELDS. LTD. Directors Qualification, 400 shares .","fields, n l",NA,"myb",c(-121.951, 37.31833)
"52461","myb1016450","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"walker","f",NA,"chair","winchester","F. Walker, Chairman. I .l. Fairbairn. C. Wallington. | A. H. Wethered.","walker, f",NA,"myb",c(-121.951, 37.31833)
"52462","myb1016450","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"wallington","il","fairbairn","board","winchester","F. Walker, Chairman. I .l. Fairbairn. C. Wallington. | A. H. Wethered.","wallington, i f",NA,"myb",c(-121.951, 37.31833)
"52463","myb1016450","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"wethered","a","h","board","winchester","F. Walker, Chairman. I .l. Fairbairn. C. Wallington. | A. H. Wethered.","wethered, a h",NA,"myb",c(-121.951, 37.31833)
"52464","myb1016451","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"davidson","a",NA,"manager","winchester","Manager A. . Davidson.","davidson, a",NA,"myb",c(-121.951, 37.31833)
"52487","myb1016474","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"llsbonberlyn","new","llsbonberlyni","board","lawson","NEW LlSBON-BERLYNI LTD. Directors Qualification, 1,000 shares .","llsbonberlyn, n l",NA,"myb",c(-94.61742, 37.07903)
"52488","myb1016475","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"coxmoor","e","w","board","lawson","1F. B. Lawson, O.B.E., Chairman . 1 001. R. P. Uobbold, D.S.O. I E. W. Cox-Moore. E. W. Lane. Consulting Engineer E. l . McCarthy, M.Inst.M.M., 10-11, Austin Friars, E.C. 2. Local RepresSeenctraettiavrey &anOdifices J. A Cohen, Consolidated Buildings, Johannesburg. Ofl lces W. Smith, 10-11, Austin Friars, E.C. 2.","coxmoor, e w",NA,"myb",c(-94.61742, 37.07903)
"52489","myb1016475","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"lawson","f","b","chair","lawson","1F. B. Lawson, O.B.E., Chairman . 1 001. R. P. Uobbold, D.S.O. I E. W. Cox-Moore. E. W. Lane. Consulting Engineer E. l . McCarthy, M.Inst.M.M., 10-11, Austin Friars, E.C. 2. Local RepresSeenctraettiavrey &anOdifices J. A Cohen, Consolidated Buildings, Johannesburg. Ofl lces W. Smith, 10-11, Austin Friars, E.C. 2.","lawson, f b",NA,"myb",c(-94.61742, 37.07903)
"52490","myb1016475","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"mccarthy","e","l","engineer","lawson","1F. B. Lawson, O.B.E., Chairman . 1 001. R. P. Uobbold, D.S.O. I E. W. Cox-Moore. E. W. Lane. Consulting Engineer E. l . McCarthy, M.Inst.M.M., 10-11, Austin Friars, E.C. 2. Local RepresSeenctraettiavrey &anOdifices J. A Cohen, Consolidated Buildings, Johannesburg. Ofl lces W. Smith, 10-11, Austin Friars, E.C. 2.","mccarthy, e l",NA,"myb",c(-94.61742, 37.07903)
"52491","myb1016475","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"uobbold","r","p","board","lawson","1F. B. Lawson, O.B.E., Chairman . 1 001. R. P. Uobbold, D.S.O. I E. W. Cox-Moore. E. W. Lane. Consulting Engineer E. l . McCarthy, M.Inst.M.M., 10-11, Austin Friars, E.C. 2. Local RepresSeenctraettiavrey &anOdifices J. A Cohen, Consolidated Buildings, Johannesburg. Ofl lces W. Smith, 10-11, Austin Friars, E.C. 2.","uobbold, r p",NA,"myb",c(-94.61742, 37.07903)
"52493","myb1016477","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"march","registered",NA,"board","london","Registered March 3, 1906, being a fifth reconstruction of the New Lisbon","march, r",NA,"myb",c(-0.1277583, 51.50735)
"52494","myb1016478","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"fields","berlyn","transvaal","board","transvaal","Berlyn Transvaal Gold Fields, Ltd., which was registered in 1885 to acquire","fields, b t",NA,"myb",c(-81.1831, 43.23256)
"52553","myb1016537","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"boyd","h","c","board","london","Directors Qualification, £200 . Sir E. A. Wailers, K.B.E., Chairman. I S. C, Black. | J. G. Currey. I H. C. Boyd.","boyd, h c",NA,"myb",c(-0.1277583, 51.50735)
"52554","myb1016537","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"currey","j","g","board","london","Directors Qualification, £200 . Sir E. A. Wailers, K.B.E., Chairman. I S. C, Black. | J. G. Currey. I H. C. Boyd.","currey, j g",NA,"myb",c(-0.1277583, 51.50735)
"52555","myb1016537","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"wailers","sir","e","chair","london","Directors Qualification, £200 . Sir E. A. Wailers, K.B.E., Chairman. I S. C, Black. | J. G. Currey. I H. C. Boyd.","wailers, s e",NA,"myb",c(-0.1277583, 51.50735)
"52556","myb1016538","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"ffennel","r","w","board","london","C. S. Goldman. | W. T. Graham. I R. W. Ffennell. Sir H. R. Skinner.","ffennel, r w",NA,"myb",c(-0.1277583, 51.50735)
"52557","myb1016538","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"gold","c","s","board","london","C. S. Goldman. | W. T. Graham. I R. W. Ffennell. Sir H. R. Skinner.","gold, c s",NA,"myb",c(-0.1277583, 51.50735)
"52558","myb1016538","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"graham","w","t","board","london","C. S. Goldman. | W. T. Graham. I R. W. Ffennell. Sir H. R. Skinner.","graham, w t",NA,"myb",c(-0.1277583, 51.50735)
"52560","myb1016540","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"milner","j",NA,"board","london","1 . J . Milner. I A. W. Rogers. | J. L. Siddall. | F. Heim. Consulting Engineers Central Mininiz and Investment Corporation, Ltd.","milner, j",NA,"myb",c(-0.1277583, 51.50735)
"52561","myb1016540","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"minini","s","central","engineer","london","1 . J . Milner. I A. W. Rogers. | J. L. Siddall. | F. Heim. Consulting Engineers Central Mininiz and Investment Corporation, Ltd.","minini, s c",NA,"myb",c(-0.1277583, 51.50735)
"52562","myb1016540","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"rogers","a","w","board","london","1 . J . Milner. I A. W. Rogers. | J. L. Siddall. | F. Heim. Consulting Engineers Central Mininiz and Investment Corporation, Ltd.","rogers, a w",NA,"myb",c(-0.1277583, 51.50735)
"52563","myb1016540","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"siddall","j","l","board","london","1 . J . Milner. I A. W. Rogers. | J. L. Siddall. | F. Heim. Consulting Engineers Central Mininiz and Investment Corporation, Ltd.","siddall, j l",NA,"myb",c(-0.1277583, 51.50735)
"52564","myb1016541","myb",1920,"NEW BRITISH TRANSVAAL MINES LTD",NA,"sharp","e","m","manager","johannesburg","Box 1145, Johannesburg. Mine Manager E. M. Sharp, Box 25, Beuoni, Transvaal.","sharp, e m",NA,"myb",c(28.04731, -26.2041)
"52681","myb1016698","myb",1920,"FALMOUTH ENGLAND",NA,"july","registered",NA,"board","yorkshire","Registered July 25, 1901, to acqu ire the business of the Monckton Main","july, r",NA,"myb",c(-95.92508, 36.03332)
"52734","myb1016751","myb",1920,"FALMOUTH ENGLAND",NA,"munro","j",NA,"chair","london","J. Munro, Chairman,","munro, j",NA,"myb",c(-0.1277583, 51.50735)
"52735","myb1016752","myb",1920,"FALMOUTH ENGLAND",NA,"ayshaw","e","b","board","london","E. B ayshaw.","ayshaw, e b",NA,"myb",c(-0.1277583, 51.50735)
"52736","myb1016753","myb",1920,"FALMOUTH ENGLAND",NA,"tmroth","g",NA,"board","london","G. Tmroth.","tmroth, g",NA,"myb",c(-0.1277583, 51.50735)
"52737","myb1016754","myb",1920,"FALMOUTH ENGLAND",NA,"joel","s","b","board","london","S. B. Joel.","joel, s b",NA,"myb",c(-0.1277583, 51.50735)
"52742","myb1016759","myb",1920,"FALMOUTH ENGLAND",NA,"white","w","l","engineer","johannesburg","Consulting Engineer W. L. White.","white, w l",NA,"myb",c(28.04731, -26.2041)
"52743","myb1016760","myb",1920,"FALMOUTH ENGLAND",NA,"krause","h","l","manager","johannesburg","Mine Manager H. L. Krause, Mine Oiflce, Germiston.","krause, h l",NA,"myb",c(28.04731, -26.2041)
"52809","myb1016826","myb",1920,"FALMOUTH ENGLAND",NA,"graphite","see","quebec","board","quebec","see Quebec Graphite 00., Ltd. i 7 NEW RAND CONSOLIDATED, LTD. Directors Qualification, 100 shares .","graphite, s q",NA,"myb",c(-71.20798, 46.81388)
"52810","myb1016827","myb",1920,"FALMOUTH ENGLAND",NA,"sawyer","a","r","engineer","salisbury","P. A. Barendt. 1 001. A. H. Heath.J.P. | A. R. Sawyer. l E. E. Sawyer. Consulting Engineer A. R. Sawyer, I .O. Box 15, Heilhrnn, Orange Free State. Secretary and Ofl lces M. T. Wigham, 824-826, Salisbury House, E.C. 2.","sawyer, a r",NA,"myb",c(-75.59937, 38.36067)
"52812","myb1016829","myb",1920,"FALMOUTH ENGLAND",NA,"august","registered",NA,"board","london","Registered August 30, 1919, to acquire the assets and undertaking of New","august, r",NA,"myb",c(-0.1277583, 51.50735)
"53083","myb1021299","myb",1920,"WITWATERSRAND DEEP LTD",NA,"joel","s","b","chair","london","S. Directors Qualification, 500 shares . B. Joel, Chairman. I J. Munro, Vice-Chairman. | G, Imroth. I J. C. K. Pollock.","joel, s b",NA,"myb",c(-0.1277583, 51.50735)
"53084","myb1021299","myb",1920,"WITWATERSRAND DEEP LTD",NA,"munro","j",NA,"chair","london","S. Directors Qualification, 500 shares . B. Joel, Chairman. I J. Munro, Vice-Chairman. | G, Imroth. I J. C. K. Pollock.","munro, j",NA,"myb",c(-0.1277583, 51.50735)
"53085","myb1021299","myb",1920,"WITWATERSRAND DEEP LTD",NA,"pollock","j","c","board","london","S. Directors Qualification, 500 shares . B. Joel, Chairman. I J. Munro, Vice-Chairman. | G, Imroth. I J. C. K. Pollock.","pollock, j c",NA,"myb",c(-0.1277583, 51.50735)
"53086","myb1021300","myb",1920,"WITWATERSRAND DEEP LTD",NA,"bottom","h","a","board","london","H. A. Bottom. | N. J. Scholtz. London Commiffee.","bottom, h a",NA,"myb",c(-0.1277583, 51.50735)
"53087","myb1021300","myb",1920,"WITWATERSRAND DEEP LTD",NA,"london","n","j","board","london","H. A. Bottom. | N. J. Scholtz. London Commiffee.","london, n j",NA,"myb",c(-0.1277583, 51.50735)
"53088","myb1021301","myb",1920,"WITWATERSRAND DEEP LTD",NA,"joel","s","b","board","london","S. B. Joel. I G. J. Joel. I 1 . Honey. W. J. Benson, C.B.E. Secretaries and. Omces Johnnnesburg Consolidated Inve-tment 00., Ltd., Consolidated","joel, s b",NA,"myb",c(-0.1277583, 51.50735)
"53345","myb1031556","myb",1920,"VVITBANK COH Y LIMITED",NA,"jeppe","j",NA,"board","johannesburg","Directors Qualiflcati- n, 100 shares . Sir E. A. Wallers, K.B.E., Chairman. I P. Dreyfus. l C. S. Goldman. | J. Jeppe.","jeppe, j",NA,"myb",c(28.04731, -26.2041)
"53346","myb1031556","myb",1920,"VVITBANK COH Y LIMITED",NA,"qualiflcat","qualiflcati",NA,"chair","johannesburg","Directors Qualiflcati- n, 100 shares . Sir E. A. Wallers, K.B.E., Chairman. I P. Dreyfus. l C. S. Goldman. | J. Jeppe.","qualiflcat, q",NA,"myb",c(28.04731, -26.2041)
"53347","myb1031557","myb",1920,"VVITBANK COH Y LIMITED",NA,"mullin","a","f","board","johannesburg","A. F. Mullins. l Sir Abe Baile , Bart., K.O.M.G., M L.A. | M. Honnet. l H. A. Rogers.","mullin, a f",NA,"myb",c(28.04731, -26.2041)
"53383","myb1031593","myb",1920,"WITWATERSRAND DEEP LTD",NA,"december","at",NA,"board","transvaal","Directors at December 31, 1918 .","december, a",NA,"myb",c(-81.1831, 43.23256)
"53384","myb1031594","myb",1920,"WITWATERSRAND DEEP LTD",NA,"bryant","e","g","board","transvaal","E. Deeble, Chairman. I E. G. Bryant. I A. E. O F laherty. | J. McAlister. | J. A. Ellis.","bryant, e g",NA,"myb",c(-81.1831, 43.23256)
"53385","myb1031594","myb",1920,"WITWATERSRAND DEEP LTD",NA,"deeble","e",NA,"chair","transvaal","E. Deeble, Chairman. I E. G. Bryant. I A. E. O F laherty. | J. McAlister. | J. A. Ellis.","deeble, e",NA,"myb",c(-81.1831, 43.23256)
"53386","myb1031594","myb",1920,"WITWATERSRAND DEEP LTD",NA,"ellis","j","a","board","transvaal","E. Deeble, Chairman. I E. G. Bryant. I A. E. O F laherty. | J. McAlister. | J. A. Ellis.","ellis, j a",NA,"myb",c(-81.1831, 43.23256)
"53387","myb1031594","myb",1920,"WITWATERSRAND DEEP LTD",NA,"mcalister","j",NA,"board","transvaal","E. Deeble, Chairman. I E. G. Bryant. I A. E. O F laherty. | J. McAlister. | J. A. Ellis.","mcalister, j",NA,"myb",c(-81.1831, 43.23256)
"53388","myb1031595","myb",1920,"WITWATERSRAND DEEP LTD",NA,"gamble","h",NA,"board","transvaal","M. Rosenzweig. | F. C. Holland. | H. Gamble.","gamble, h",NA,"myb",c(-81.1831, 43.23256)
"53389","myb1031595","myb",1920,"WITWATERSRAND DEEP LTD",NA,"holland","f","c","board","transvaal","M. Rosenzweig. | F. C. Holland. | H. Gamble.","holland, f c",NA,"myb",c(-81.1831, 43.23256)
"53390","myb1031595","myb",1920,"WITWATERSRAND DEEP LTD",NA,"rosenzweig","m",NA,"board","transvaal","M. Rosenzweig. | F. C. Holland. | H. Gamble.","rosenzweig, m",NA,"myb",c(-81.1831, 43.23256)
"53392","myb1031597","myb",1920,"WITWATERSRAND DEEP LTD",NA,"homan","l","e","board","transvaal","L. E. B. Homan, I R Littlejohn. 1 Hon. C. J. White. I A. Wright.","homan, l e",NA,"myb",c(-81.1831, 43.23256)
"53393","myb1031597","myb",1920,"WITWATERSRAND DEEP LTD",NA,"wright","a",NA,"board","transvaal","L. E. B. Homan, I R Littlejohn. 1 Hon. C. J. White. I A. Wright.","wright, a",NA,"myb",c(-81.1831, 43.23256)
"53394","myb1031598","myb",1920,"WITWATERSRAND DEEP LTD",NA,"johns","j",NA,"manager","transvaal","Mine Manager J. Johns. Box 5, Knight s, Transvaal.","johns, j",NA,"myb",c(-81.1831, 43.23256)
"53453","myb1031657","myb",1920,"WITWATERSRAND DEEP LTD",NA,"chair","j","munro","chair","london","J. Munro , Chairman. I G. Imroth. | S. B. Joel. I J. D. Lace. | C. Mars. | H. Nourse. I W. Ross.","chair, j m",NA,"myb",c(-0.1277583, 51.50735)
"53454","myb1031657","myb",1920,"WITWATERSRAND DEEP LTD",NA,"imroth","g",NA,"board","london","J. Munro , Chairman. I G. Imroth. | S. B. Joel. I J. D. Lace. | C. Mars. | H. Nourse. I W. Ross.","imroth, g",NA,"myb",c(-0.1277583, 51.50735)
"53455","myb1031657","myb",1920,"WITWATERSRAND DEEP LTD",NA,"joel","s","b","board","london","J. Munro , Chairman. I G. Imroth. | S. B. Joel. I J. D. Lace. | C. Mars. | H. Nourse. I W. Ross.","joel, s b",NA,"myb",c(-0.1277583, 51.50735)
"53456","myb1031657","myb",1920,"WITWATERSRAND DEEP LTD",NA,"lace","j","d","board","london","J. Munro , Chairman. I G. Imroth. | S. B. Joel. I J. D. Lace. | C. Mars. | H. Nourse. I W. Ross.","lace, j d",NA,"myb",c(-0.1277583, 51.50735)
"53457","myb1031657","myb",1920,"WITWATERSRAND DEEP LTD",NA,"nourse","h",NA,"board","london","J. Munro , Chairman. I G. Imroth. | S. B. Joel. I J. D. Lace. | C. Mars. | H. Nourse. I W. Ross.","nourse, h",NA,"myb",c(-0.1277583, 51.50735)
"53459","myb1031659","myb",1920,"WITWATERSRAND DEEP LTD",NA,"benson","w","j","board","london","W. J. Benson, C.B.E. | S. B. Joel. I G. H. Raw. 1 W. Joel. I R. Wliyte.","benson, w j",NA,"myb",c(-0.1277583, 51.50735)
"53460","myb1031659","myb",1920,"WITWATERSRAND DEEP LTD",NA,"joel","s","b","board","london","W. J. Benson, C.B.E. | S. B. Joel. I G. H. Raw. 1 W. Joel. I R. Wliyte.","joel, s b",NA,"myb",c(-0.1277583, 51.50735)
"53461","myb1031659","myb",1920,"WITWATERSRAND DEEP LTD",NA,"wliyte","r",NA,"board","london","W. J. Benson, C.B.E. | S. B. Joel. I G. H. Raw. 1 W. Joel. I R. Wliyte.","wliyte, r",NA,"myb",c(-0.1277583, 51.50735)
"53462","myb1031660","myb",1920,"WITWATERSRAND DEEP LTD",NA,"lewis","f","b","manager","london","Consulting Engineer W. L. White. Manager F. B. Lewis, Mine Office, Box 1, Knight s.","lewis, f b",NA,"myb",c(-0.1277583, 51.50735)
"53463","myb1031660","myb",1920,"WITWATERSRAND DEEP LTD",NA,"white","w","l","engineer","london","Consulting Engineer W. L. White. Manager F. B. Lewis, Mine Office, Box 1, Knight s.","white, w l",NA,"myb",c(-0.1277583, 51.50735)
"53554","myb1035772","myb",1921,"LIGHT RAILWAY WORKS GARDIFF ENGLAND",NA,"december","registered",NA,"board","london","Registered December 14, 1898, as the Balkis Land 00., Ltd., being a recon","december, r",NA,"myb",c(-0.1277583, 51.50735)
"53606","myb1035824","myb",1921,"BALLARAT GOLD FIELDS LTD",NA,"october","registered",NA,"board","london","Registered October 5, 1895, to acquire the Rosalind Gold Mines, near","october, r",NA,"myb",c(-0.1277583, 51.50735)
"53608","myb1035826","myb",1921,"BALLARAT GOLD FIELDS LTD",NA,"tinbearing","in","silverlead","board","nigeria","in silver-lead and tin-bearing properties in Nigeria.","tinbearing, i s",NA,"myb",c(8.675277, 9.081999)
"53616","myb1035834","myb",1921,"BALLARAT GOLD FIELDS LTD",NA,"chrom","baluchistan","chrome","board","chrome","BALUCHISTAN CHROME co, Lro f Directors.","chrom, b c",NA,"myb",c(-95.96745, 36.17385)
"53617","myb1035835","myb",1921,"BALLARAT GOLD FIELDS LTD",NA,"davis","e",NA,"chair","chrome","E. Davis, Chairman and Managing. l A. E. Hadley, 0.3.14 . 1 Sir E. H. Dunning.","davis, e",NA,"myb",c(-95.96745, 36.17385)
"53618","myb1035836","myb",1921,"BALLARAT GOLD FIELDS LTD",NA,"oughton","e",NA,"manager","london","Selling Manager E. Oughton, O.B.E. Agents Uhalas At Sons, Finsburv Pavement House, E.C. 2. Secretary and Ofl lces W. H. A itram, 19, St. Swltbin s Lane, 11.0. 4.","oughton, e",NA,"myb",c(-0.1277583, 51.50735)
