"","id","source","year","company","capital","lastname","firstname","middlename","role","loc","text","simpname","srch","temp","geometry"
"33716","myb578768","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"johannesburg","local","board","board","johannesburg","Local Board of Johannesburg.","johannesburg, l b",NA,"myb",c(28.0473051, -26.2041028)
"33717","myb578769","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"eckstein","h",NA,"board","johannesburg","H. Eckstein.","eckstein, h","H. Eckstein","myb",c(28.0473051, -26.2041028)
"33803","myb578855","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"atioiifzo","qlislln","c","chair","johannesburg","Directors Qlislln c atioiifzoB shares . R. W. Schumachcr, Chairman , E. A . Vallers.","atioiifzo, q c",NA,"myb",c(28.0473051, -26.2041028)
"33804","myb578856","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"neuhaus","h",NA,"board","johannesburg","H. Neuhaus.","neuhaus, h",NA,"myb",c(28.0473051, -26.2041028)
"33805","myb578857","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"lynch","f","r","board","johannesburg","F. R. Lynch","lynch, f r",NA,"myb",c(28.0473051, -26.2041028)
"33806","myb578858","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"chaplin","f","d","board","johannesburg","F. D. P. Chaplin.","chaplin, f d",NA,"myb",c(28.0473051, -26.2041028)
"33807","myb578859","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"dawe","w","h","board","johannesburg","W. H. Dawe","dawe, w h",NA,"myb",c(28.0473051, -26.2041028)
"33812","myb578864","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"madcw","b",NA,"engineer","johannesburg","Consulting 1 . J. Milner. Engineer B. Madcw, Box 149. Johannesburg.","madcw, b",NA,"myb",c(28.0473051, -26.2041028)
"33880","myb578933","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"brien","w","j","chair","rhodesia","W. J. O Brien, J.P., Chairman. I G. Llachrlane, LP-- LU-G. I H011. C- G. smith, J-P. L. Line, 1.1 . | 1 .Isikls. I H. Parker, LP. Consulting Engineer 1 . I. M. llacfarlsne. I General Manaser J. P. ornwalh","brien, w j",NA,"myb",c(-97.2134822, 32.8294337)
"33881","myb578933","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"llacfarlsne","i","m","engineer","rhodesia","W. J. O Brien, J.P., Chairman. I G. Llachrlane, LP-- LU-G. I H011. C- G. smith, J-P. L. Line, 1.1 . | 1 .Isikls. I H. Parker, LP. Consulting Engineer 1 . I. M. llacfarlsne. I General Manaser J. P. ornwalh","llacfarlsne, i m",NA,"myb",c(-97.2134822, 32.8294337)
"33882","myb578933","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"llachrlane","g",NA,"board","rhodesia","W. J. O Brien, J.P., Chairman. I G. Llachrlane, LP-- LU-G. I H011. C- G. smith, J-P. L. Line, 1.1 . | 1 .Isikls. I H. Parker, LP. Consulting Engineer 1 . I. M. llacfarlsne. I General Manaser J. P. ornwalh","llachrlane, g",NA,"myb",c(-97.2134822, 32.8294337)
"33883","myb578933","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"ornwalh","manaser","j","board","rhodesia","W. J. O Brien, J.P., Chairman. I G. Llachrlane, LP-- LU-G. I H011. C- G. smith, J-P. L. Line, 1.1 . | 1 .Isikls. I H. Parker, LP. Consulting Engineer 1 . I. M. llacfarlsne. I General Manaser J. P. ornwalh","ornwalh, m j",NA,"myb",c(-97.2134822, 32.8294337)
"33884","myb578933","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"parker","h",NA,"board","rhodesia","W. J. O Brien, J.P., Chairman. I G. Llachrlane, LP-- LU-G. I H011. C- G. smith, J-P. L. Line, 1.1 . | 1 .Isikls. I H. Parker, LP. Consulting Engineer 1 . I. M. llacfarlsne. I General Manaser J. P. ornwalh","parker, h",NA,"myb",c(-97.2134822, 32.8294337)
"33885","myb578933","myb",1913,"CITY AGENCY AND INXEVSLIMENT CO LTD",NA,"smith","h","c","board","rhodesia","W. J. O Brien, J.P., Chairman. I G. Llachrlane, LP-- LU-G. I H011. C- G. smith, J-P. L. Line, 1.1 . | 1 .Isikls. I H. Parker, LP. Consulting Engineer 1 . I. M. llacfarlsne. I General Manaser J. P. ornwalh","smith, h c",NA,"myb",c(-97.2134822, 32.8294337)
"33930","myb581037","myb",1913,"DUNDEE COAL CO LTD",NA,"greenscrc","w",NA,"chair","livingston","W. Greenscrc, J.P., Chairman.","greenscrc, w",NA,"myb",c(-74.3300842, 40.7862871)
"33931","myb581038","myb",1913,"DUNDEE COAL CO LTD",NA,"walters","o",NA,"board","livingston","O. Walters, Hanaginy","walters, o",NA,"myb",c(-74.3300842, 40.7862871)
"33932","myb581039","myb",1913,"DUNDEE COAL CO LTD",NA,"brown","j","e","board","livingston","J. E. Brown.","brown, j e",NA,"myb",c(-74.3300842, 40.7862871)
"33933","myb581040","myb",1913,"DUNDEE COAL CO LTD",NA,"leuchnrs","l","w","board","livingston",".l. W. Leuchnrs, J.P.","leuchnrs, l w",NA,"myb",c(-74.3300842, 40.7862871)
"33995","myb581102","myb",1913,"DUNDEE COAL CO LTD",NA,"tinuim","dunkwa","mmmmmn","board","london","DUNKWA mmmmmn tinuim. 1","tinuim, d m",NA,"myb",c(-0.1277583, 51.5073509)
"34012","myb581119","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"first","except",NA,"board","gracechurch street london","Directors Qualification, except first, 260 shares .","first, e",NA,"myb",c(-0.0850996, 51.5119496)
"34013","myb581120","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"dixon","f",NA,"board","gracechurch street london","E. W. Jansen, Chairman. F. 1-1.Dixon. | 1 . W. Luml.","dixon, f",NA,"myb",c(-0.0850996, 51.5119496)
"34014","myb581120","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"jansen","e","w","chair","gracechurch street london","E. W. Jansen, Chairman. F. 1-1.Dixon. | 1 . W. Luml.","jansen, e w",NA,"myb",c(-0.0850996, 51.5119496)
"34015","myb581121","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"bneddcn","g",NA,"manager","gracechurch street london","Manager G. Bneddcn, Dsnnhsucr, Nstol.","bneddcn, g",NA,"myb",c(-0.0850996, 51.5119496)
"34043","myb581149","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"currey","g",NA,"board","roodepoort","E. A. Wu lcrs, Chairman. G. Currey.","currey, g",NA,"myb",c(27.9014654, -26.1201355)
"34044","myb581149","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"lcrs","e","a","chair","roodepoort","E. A. Wu lcrs, Chairman. G. Currey.","lcrs, e a",NA,"myb",c(27.9014654, -26.1201355)
"34045","myb581150","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"rcmu","e","j","board","london","E. J. Rcmud. J. A. Cohen. 1 H. C. Boyd,","rcmu, e j",NA,"myb",c(-0.1277583, 51.5073509)
"34048","myb581153","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"lleuillsrd","a","p","manager","johannesburg","W. G. Iznrd. 1 . I roquet. Consulting Enginem P. Cnzalct, Box 1145 Joliunncsburg. Mine Manager A. P. lleuillsrd, Box H0, Hoodepoort.","lleuillsrd, a p",NA,"myb",c(28.0473051, -26.2041028)
"34121","myb581226","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"morrison","j","s","board","transvaal","J. S. Morrison.","morrison, j s",NA,"myb",c(-81.1830974, 43.2325617)
"34122","myb581227","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"campbell","local","a","board","transvaal","Local Directors A. M. Campbell.","campbell, l a",NA,"myb",c(-81.1830974, 43.2325617)
"34123","myb581228","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"macfarlane","w",NA,"board","transvaal","W. Macfarlane.","macfarlane, w",NA,"myb",c(-81.1830974, 43.2325617)
"34124","myb581229","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"martin","w","a","board","transvaal","Hon. W. A. Martin, M.L.C.","martin, w a",NA,"myb",c(-81.1830974, 43.2325617)
"34125","myb581230","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"milne","a","s","manager","transvaal","L. Clarence. Consulting Engineer H. R. Skinner. General Manager A. S. Milne, Box 111, Rooaepocrt, Transvaal.","milne, a s",NA,"myb",c(-81.1830974, 43.2325617)
"34126","myb581230","myb",1913,"DURBAN NAVIGATION COLLIERIES LTD",NA,"skinner","h","r","engineer","transvaal","L. Clarence. Consulting Engineer H. R. Skinner. General Manager A. S. Milne, Box 111, Rooaepocrt, Transvaal.","skinner, h r",NA,"myb",c(-81.1830974, 43.2325617)
"34210","myb583228","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"drey","p",NA,"board","london","P. Drey, fus. l E. J. Renaud. l H. Eckstein. I F. Vcnflessert.","drey, p","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"34211","myb583228","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"vcnflessert","f",NA,"board","london","P. Drey, fus. l E. J. Renaud. l H. Eckstein. I F. Vcnflessert.","vcnflessert, f","H. Eckstein","myb",c(-0.1277583, 51.5073509)
"34212","myb583229","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"ferri","comte","f","board","london","Comte F. G.de FerriÃƒÆ Ã Â res. l H. 1 . Rogers. 1 Sir A. Bailey, M.L.A., K.C.M.G.","ferri, c f",NA,"myb",c(-0.1277583, 51.5073509)
"34213","myb583230","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"llee","london","comm","board","london","London Comm llee.","llee, l c",NA,"myb",c(-0.1277583, 51.5073509)
"34214","myb583231","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"troqnet","p",NA,"board","london","G. B. Fort. l G. E. Rube. I P. Troqnet.","troqnet, p",NA,"myb",c(-0.1277583, 51.5073509)
"34256","myb583273","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"boyer","e",NA,"board","london","E. L. Hienlle. l J. C. A. Henderson. Aglolimbgrg. l J. Irvine. I E. Boyer. | V. Desroix.","boyer, e",NA,"myb",c(-0.1277583, 51.5073509)
"34257","myb583273","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"desroix","v",NA,"board","london","E. L. Hienlle. l J. C. A. Henderson. Aglolimbgrg. l J. Irvine. I E. Boyer. | V. Desroix.","desroix, v",NA,"myb",c(-0.1277583, 51.5073509)
"34258","myb583273","myb",1913,"FRENCH RAND DEEP LIMITED",NA,"hienll","e","l","board","london","E. L. Hienlle. l J. C. A. Henderson. Aglolimbgrg. l J. Irvine. I E. Boyer. | V. Desroix.","hienll, e l",NA,"myb",c(-0.1277583, 51.5073509)
"34482","myb590932","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"airt","g","r","board","london","Directors Qrrrrlrticatron, 2.00 . W. Dalrymple, Deprrly Chairman. I G. W. Higgins. I G. R. Airth. l W. Putt. 1 U. R. Finder,","airt, g r",NA,"myb",c(-0.1277583, 51.5073509)
"34483","myb590932","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"dalrymple","qrrrrlrticatron","w","chair","london","Directors Qrrrrlrticatron, 2.00 . W. Dalrymple, Deprrly Chairman. I G. W. Higgins. I G. R. Airth. l W. Putt. 1 U. R. Finder,","dalrymple, q w",NA,"myb",c(-0.1277583, 51.5073509)
"34484","myb590932","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"higgins","g","w","board","london","Directors Qrrrrlrticatron, 2.00 . W. Dalrymple, Deprrly Chairman. I G. W. Higgins. I G. R. Airth. l W. Putt. 1 U. R. Finder,","higgins, g w",NA,"myb",c(-0.1277583, 51.5073509)
"34485","myb590933","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"clark","w","h","board","london","London L ornmc ltee. J. K. Edward. I F. W. Crookshank. I S. H. Farrar. | W. H. Clark. | E. M. Clarke.","clark, w h",NA,"myb",c(-0.1277583, 51.5073509)
"34486","myb590933","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"clarke","e","m","board","london","London L ornmc ltee. J. K. Edward. I F. W. Crookshank. I S. H. Farrar. | W. H. Clark. | E. M. Clarke.","clarke, e m",NA,"myb",c(-0.1277583, 51.5073509)
"34487","myb590933","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"crookshank","f","w","board","london","London L ornmc ltee. J. K. Edward. I F. W. Crookshank. I S. H. Farrar. | W. H. Clark. | E. M. Clarke.","crookshank, f w",NA,"myb",c(-0.1277583, 51.5073509)
"34488","myb590933","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"farrar","s","h","board","london","London L ornmc ltee. J. K. Edward. I F. W. Crookshank. I S. H. Farrar. | W. H. Clark. | E. M. Clarke.","farrar, s h",NA,"myb",c(-0.1277583, 51.5073509)
"34489","myb590933","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"ltee","london","l","board","london","London L ornmc ltee. J. K. Edward. I F. W. Crookshank. I S. H. Farrar. | W. H. Clark. | E. M. Clarke.","ltee, l l",NA,"myb",c(-0.1277583, 51.5073509)
"34490","myb590934","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"englnee","englneer",NA,"board","london","F. A. Robinson. Consulting Englneer E.","englnee, e",NA,"myb",c(-0.1277583, 51.5073509)
"34491","myb590934","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"robinson","f","a","board","london","F. A. Robinson. Consulting Englneer E.","robinson, f a",NA,"myb",c(-0.1277583, 51.5073509)
"34539","myb590982","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"ontein","potl",NA,"board","transvaal","Potl ontein, and half of Wit-Klip, aggregating about 4,400 acres in freehold,","ontein, p",NA,"myb",c(-81.1830974, 43.2325617)
"34540","myb590983","myb",1913,"NEW BOKSBURG GOLD MINESI LTD",NA,"district","situatethe","eastern","board","transvaal","situate in the Eastern Witwatersrand district of the Transvaal and formerly the","district, s e",NA,"myb",c(-81.1830974, 43.2325617)
"34611","myb591314","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"lcatiou","quali",NA,"board","cambridge","Directors Quali lcatiou, 100 shares . .","lcatiou, q",NA,"myb",c(0.121817, 52.205337)
"34623","myb591326","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"williams","j","t","chair","mansfield","Directors. J. T. Williams, Chair-an.","williams, j t",NA,"myb",c(-97.1416768, 32.5631924)
"34624","myb591327","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"mansfield","e",NA,"board","mansfield","E. Mansfield.","mansfield, e",NA,"myb",c(-97.1416768, 32.5631924)
"34625","myb591328","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"simpson","d",NA,"board","mansfield","D. Simpson.","simpson, d",NA,"myb",c(-97.1416768, 32.5631924)
"34627","myb591330","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"speyef","a","w","board","london","A. W. Speyef.","speyef, a w",NA,"myb",c(-0.1277583, 51.5073509)
"34660","myb591363","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"albu","g",NA,"chair","london","Sir G. Albu, Barb, Chairman and llnmwing, L. Albu. I J. Froudenthal. l G. Nathan.","albu, g",NA,"myb",c(-0.1277583, 51.5073509)
"34661","myb591364","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"conmiflre","lemlou",NA,"board","johannesburg","lemlou Conmiflre.","conmiflre, l",NA,"myb",c(28.0473051, -26.2041028)
"34662","myb591365","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"carvill","p","g","chair","johannesburg","P. G. H. Carvill, Chairman. I J. Frcudenthal.","carvill, p g",NA,"myb",c(28.0473051, -26.2041028)
"34663","myb591365","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"frcudenthal","j",NA,"board","johannesburg","P. G. H. Carvill, Chairman. I J. Frcudenthal.","frcudenthal, j",NA,"myb",c(28.0473051, -26.2041028)
"34664","myb591366","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"whytc","r",NA,"board","johannesburg","R. Whytc.","whytc, r",NA,"myb",c(28.0473051, -26.2041028)
"34665","myb591367","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"holmes","g","g","manager","johannesburg","Manager G. G. Holmes, Box 435, Johannesburg. ranvaal. Secretary and Offices-J. V. lllinkhorn, General Mining Buildings,","holmes, g g",NA,"myb",c(28.0473051, -26.2041028)
"34742","myb591444","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"flhmln","neiw","go","board","london","NEiW GO LDxPROBElElARW flhMlN ESTIMNTIT ETJT Directors Qualification, £100 .","flhmln, n g",NA,"myb",c(-0.1277583, 51.5073509)
"34743","myb591445","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"morse","f","h","chair","london","F. H. Morse, Chairman.","morse, f h",NA,"myb",c(-0.1277583, 51.5073509)
"34745","myb591447","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"findlay","f",NA,"board","london","F. Findlay.","findlay, f",NA,"myb",c(-0.1277583, 51.5073509)
"34802","myb591505","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"rogers","a",NA,"board","london","11. A. Rogers. I S. 13.Joel.","rogers, a",NA,"myb",c(-0.1277583, 51.5073509)
"34803","myb591506","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"brayshaw","e",NA,"board","london","E. Brayshaw. I C. Marx. I G. Imroth.","brayshaw, e",NA,"myb",c(-0.1277583, 51.5073509)
"34804","myb591506","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"imroth","g",NA,"board","london","E. Brayshaw. I C. Marx. I G. Imroth.","imroth, g",NA,"myb",c(-0.1277583, 51.5073509)
"34805","myb591507","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"stephenson","a","r","board","london","London Conmu Hu W. Bailey. A. B. Randall. | A. R. Stephenson.","stephenson, a r",NA,"myb",c(-0.1277583, 51.5073509)
"34830","myb591532","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"brien","i","j","chair","johannesburg","H. Parker, .l.I ., Chairman. I. J. O Brien, Deputy Chairman. I L. Greene.","brien, i j",NA,"myb",c(28.0473051, -26.2041028)
"34831","myb591532","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"greene","l",NA,"board","johannesburg","H. Parker, .l.I ., Chairman. I. J. O Brien, Deputy Chairman. I L. Greene.","greene, l",NA,"myb",c(28.0473051, -26.2041028)
"34832","myb591532","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"parkerli","h",NA,"chair","johannesburg","H. Parker, .l.I ., Chairman. I. J. O Brien, Deputy Chairman. I L. Greene.","parkerli, h",NA,"myb",c(28.0473051, -26.2041028)
"34833","myb591533","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"mantellane","g","j","board","johannesburg","P. F. Payn. l R. H. Raw. J. W. Peirson. | G. J. Mantel-lane, J.P., C.M.G.","mantellane, g j",NA,"myb",c(28.0473051, -26.2041028)
"34834","myb591534","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"johannesburg","local","board","board","johannesburg","Local Board at Johannesburg. H. Icksteln. | E. Renaud. l J. W. Peirson.","johannesburg, l b",NA,"myb",c(28.0473051, -26.2041028)
"34835","myb591535","myb",1913,"NEW FOUND OUT MINES LIMITED",NA,"copum","landon",NA,"board","johannesburg","Landon Cop-um.","copum, l",NA,"myb",c(28.0473051, -26.2041028)
"35165","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"black","b","c","board","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","black, b c",NA,"myb",c(-0.1277583, 51.5073509)
"35166","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"dawn","w","h","board","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","dawn, w h",NA,"myb",c(-0.1277583, 51.5073509)
"35167","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"goldins","c","b","board","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","goldins, c b",NA,"myb",c(-0.1277583, 51.5073509)
"35168","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"graham","w",NA,"board","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","graham, w",NA,"myb",c(-0.1277583, 51.5073509)
"35169","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"hessert","f","von","board","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","hessert, f v",NA,"myb",c(-0.1277583, 51.5073509)
"35170","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"istcr","j","p","board","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","istcr, j p",NA,"myb",c(-0.1277583, 51.5073509)
"35171","myb591861","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"schnmscher","r","w","chair","london","R. W. Schnmscher, Chairman. I W. H. Dawn. I J. P. K- istcr. I C. B. Goldinsn, 11.1 J. G. Currey. I B. C. Black. I W. 1 . Graham. I F. von Hessert.","schnmscher, r w",NA,"myb",c(-0.1277583, 51.5073509)
"35172","myb591862","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"commillev","london",NA,"board","london","London Commillev.","commillev, l",NA,"myb",c(-0.1277583, 51.5073509)
"35173","myb591863","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"felkin","r","b","board","london","R. B. D. Felkin. I C. E. Rube. l J. L. Bergaon. E. Hoskier.","felkin, r b",NA,"myb",c(-0.1277583, 51.5073509)
"35174","myb591864","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"enfiineer","consultir","â","board","transvaal","ConsultirÃƒÆ Ã Â g Enfiineer H. S. Martin, Box 1M5, Johsnncsburg.","enfiineer, c â",NA,"myb",c(-81.1830974, 43.2325617)
"35264","myb591955","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"fitzgerald","h","s","board","franklin","Col. H. S. Fitzgerald. 0.1 . I Captain C. E. Stracsy-Clitherow.","fitzgerald, h s",NA,"myb",c(-86.8688899, 35.9250637)
"35265","myb591955","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"stracsyclitherow","c","e","board","franklin","Col. H. S. Fitzgerald. 0.1 . I Captain C. E. Stracsy-Clitherow.","stracsyclitherow, c e",NA,"myb",c(-86.8688899, 35.9250637)
"35281","myb591971","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"eyssen","j","l","manager","johannesburg","Mine Manager J. L. Van Eyssen, Mine Oflloe, Germismn.","eyssen, j l",NA,"myb",c(28.0473051, -26.2041028)
"35362","myb592052","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"diamond","f","w","board","london","Directors. W. Fletcher, Chairman. I A. R. Sawyer. I F. W. Diamond I Col. E. O. Hutchinson.","diamond, f w",NA,"myb",c(-0.1277583, 51.5073509)
"35363","myb592052","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"fletcher","w",NA,"chair","london","Directors. W. Fletcher, Chairman. I A. R. Sawyer. I F. W. Diamond I Col. E. O. Hutchinson.","fletcher, w",NA,"myb",c(-0.1277583, 51.5073509)
"35364","myb592052","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"hutchinson","e","o","board","london","Directors. W. Fletcher, Chairman. I A. R. Sawyer. I F. W. Diamond I Col. E. O. Hutchinson.","hutchinson, e o",NA,"myb",c(-0.1277583, 51.5073509)
"35365","myb592052","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"sawyer","a","r","board","london","Directors. W. Fletcher, Chairman. I A. R. Sawyer. I F. W. Diamond I Col. E. O. Hutchinson.","sawyer, a r",NA,"myb",c(-0.1277583, 51.5073509)
"35366","myb592053","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"flee","london","comm","board","london","London Comm flee.","flee, l c",NA,"myb",c(-0.1277583, 51.5073509)
"35367","myb592054","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"sawyer","a",NA,"engineer","transvaal","A. H. Heath. I A. A. Loring. | F. J. G. Leadbittcr. I E. A. Sawyer. Consulting Engineer A. . Sawyer, Box 2201, Johanneshurg, Transvaal. Manager J. Bryant, Box 1196, Johannesburg. Secretary and Omoes H. B. Jacobs, Box 1190, 1040, National Bank Bldga,","sawyer, a",NA,"myb",c(-81.1830974, 43.2325617)
"35369","myb592056","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"oflices","london","agent","board","london","London Agent and Oflices M. T. Wigham, 828, Salisbury House, E.C.","oflices, l a",NA,"myb",c(-0.1277583, 51.5073509)
"35384","myb592071","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"nathan","local","cammiflnjohannesburg","board","johannesburg","Local Cammifln in Johannesburg E. Nathan; A. Bprinz.","nathan, l c",NA,"myb",c(28.0473051, -26.2041028)
"35406","myb592093","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"delfeflopment","new","rhodesia","chair","rhodesia","NEW RHODESIA DISIBICT DElfEfLOPMENT CO., LTD. Directors Qualification, 2250 . H. L. Stokes, Chairman. I H. W. Fox. I P. B. S. Wrey. Hans. ers in Bhodesia Mashonaland Agency, Limited.","delfeflopment, n r",NA,"myb",c(-97.2134822, 32.8294337)
"35472","myb592159","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"ackermann","enatneer","a","board","london","C. F. Rowsell, Chairman. | 1. Lewis. I G. Pauling. Consulting Enatneer A. H. Ackermann, Bulawayo.","ackermann, e a",NA,"myb",c(-0.1277583, 51.5073509)
"35473","myb592159","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"pauling","g",NA,"board","london","C. F. Rowsell, Chairman. | 1. Lewis. I G. Pauling. Consulting Enatneer A. H. Ackermann, Bulawayo.","pauling, g",NA,"myb",c(-0.1277583, 51.5073509)
"35474","myb592159","myb",1913,"NEW LYDENBURG MINERALS EXPLORING CO LTD",NA,"rowsell","c","f","chair","london","C. F. Rowsell, Chairman. | 1. Lewis. I G. Pauling. Consulting Enatneer A. H. Ackermann, Bulawayo.","rowsell, c f",NA,"myb",c(-0.1277583, 51.5073509)
"35492","myb592721","myb",1913,"NIGEL GOLD MINING COMPANY LIMITED",NA,"line","slimes","l","chair","johannesburg","Directors Qualification, 100 slim-es . L. Line, J.P., Chairman. B, Parker, J.P.","line, s l",NA,"myb",c(28.0473051, -26.2041028)
