loc,lat,lon,country,n,d
Mahad,18.083,73.417,India,2,NA
Mahad,36.6472,43.4117,Iraq,2,NA
Mahdia,35.5,11.0667,Tunisia,2,NA
Mahdia,5.2667,-59.15,Guyana,2,NA
Maina,13.4692,144.7332,Guam,2,NA
Maina,23.1712,76.6629,India,2,NA
Maipu,-33.5167,-70.7667,Chile,2,NA
Maipu,-32.9667,-68.75,Argentina,2,NA
Maitland,28.6295,-81.3718,United States,2,1
Maitland,-32.7167,151.55,Australia,2,1
Malaga,36.7194,-4.42,Spain,2,NA
Malaga,6.7833,-72.6667,Colombia,2,NA
Mali,23.1277,104.7029,China,3,NA
Mali,25.1269,84.7084,India,3,NA
Mali,12.084,-12.301,Guinea,3,NA
Maltby,53.426,-1.21,United Kingdom,2,1
Maltby,47.8027,-122.1044,United States,2,1
Manati,18.4283,-66.4823,Puerto Rico,3,NA
Manati,21.3144,-76.9378,Cuba,3,NA
Manati,10.445,-74.9597,Colombia,3,NA
Manchester,53.4794,-2.2453,United Kingdom,2,1
Manchester,42.9848,-71.4447,United States,2,1
Mandeville,30.3751,-90.0904,United States,2,1
Mandeville,18.0333,-77.5,Jamaica,2,1
Manga,11.6667,-1.0667,Burkina Faso,2,NA
Manga,-14.7558,-43.9319,Brazil,2,NA
Mani,13.26,-0.2094,Burkina Faso,2,NA
Mani,4.8167,-72.2833,Colombia,2,NA
Mansa,-11.2,28.8833,Zambia,2,NA
Mansa,29.9906,75.3996,India,2,NA
Mansfield,53.1444,-1.1964,United Kingdom,2,1
Mansfield,40.7656,-82.5275,United States,2,1
Manta,-0.95,-80.7162,Ecuador,2,NA
Manta,10.3564,1.1056,Benin,2,NA
Mantua,22.2908,-84.2875,Cuba,2,1
Mantua,39.7618,-75.1686,United States,2,1
Manzanares,5.2519,-75.1569,Colombia,2,NA
Manzanares,38.9964,-3.3731,Spain,2,NA
Manzanillo,19.0522,-104.3158,Mexico,2,NA
Manzanillo,20.3397,-77.1086,Cuba,2,NA
Mao,19.5667,-71.0833,Dominican Republic,2,NA
Mao,14.1194,15.3133,Chad,2,NA
Mapleton,40.1188,-111.5742,United States,2,1
Mapleton,43.7358,-80.6681,Canada,2,1
Margate,26.2466,-80.2119,United States,3,1
Margate,51.385,1.3838,United Kingdom,3,1
Margate,-30.85,30.3667,South Africa,3,1
Marigot,18.0706,-63.0847,Saint Martin,2,NA
Marigot,18.2333,-72.3167,Haiti,2,NA
Markham,43.8767,-79.2633,Canada,2,1
Markham,41.6,-87.6904,United States,2,1
Marple,53.397,-2.061,United Kingdom,2,1
Marple,39.9654,-75.3657,United States,2,1
Martin,49.065,18.9219,Slovakia,2,1
Martin,36.3385,-88.8513,United States,2,1
Martinez,-34.4833,-58.5,Argentina,2,1
Martinez,37.9985,-122.1161,United States,2,1
Massy,48.7309,2.2713,France,2,NA
Massy,41.0608,72.6328,Kyrgyzstan,2,NA
Matanzas,23.0511,-81.5753,Cuba,2,NA
Matanzas,18.2428,-70.4192,Dominican Republic,2,NA
Matina,10.0099,-83.3096,Costa Rica,2,NA
Matina,-13.9089,-42.8489,Brazil,2,NA
Maur,30.0833,75.25,India,2,NA
Maur,47.3417,8.6703,Switzerland,2,NA
Medellin,6.2308,-75.5906,Colombia,2,NA
Medellin,11.1286,123.9622,Philippines,2,NA
Medina,24.47,39.61,Saudi Arabia,5,1
Medina,8.9167,125.0167,Philippines,5,1
Medina,41.1358,-81.8695,United States,5,1
Medina,-16.2228,-41.4769,Brazil,5,1
Medina,4.5092,-73.3494,Colombia,5,1
Meishan,30.0575,103.8381,China,2,NA
Meishan,23.5607,120.6296,Taiwan,2,NA
Melbourne,-37.8142,144.9631,Australia,2,1
Melbourne,28.1086,-80.6627,United States,2,1
Melgaco,-1.8039,-50.7119,Brazil,2,NA
Melgaco,42.1167,-8.2667,Portugal,2,NA
Melle,52.2044,8.3389,Germany,2,NA
Melle,51,3.8,Belgium,2,NA
Mercedes,-33.25,-58.0333,Uruguay,4,1
Mercedes,-34.65,-59.4333,Argentina,4,1
Mercedes,14.1093,123.0109,Philippines,4,1
Mercedes,26.1533,-97.9128,United States,4,1
Merida,20.97,-89.62,Mexico,4,NA
Merida,8.48,-71.19,Venezuela,4,NA
Merida,38.9,-6.3333,Spain,4,NA
Merida,10.9098,124.5376,Philippines,4,NA
Meru,0.05,37.65,Kenya,3,NA
Meru,49.2358,2.135,France,3,NA
Meru,24.0097,85.4673,India,3,NA
Mexico,15.0667,120.7167,Philippines,2,1
Mexico,39.1625,-91.8712,United States,2,1
Middelburg,-25.7684,29.4783,South Africa,2,NA
Middelburg,51.5,3.6167,Netherlands,2,NA
Middleton,53.555,-2.187,United Kingdom,2,1
Middleton,43.1064,-89.5059,United States,2,1
Midland,32.0243,-102.1147,United States,2,1
Midland,44.75,-79.8833,Canada,2,1
Milton,43.5083,-79.8833,Canada,3,1
Milton,53.05,-2.142,United Kingdom,3,1
Milton,34.1353,-84.3139,United States,3,1
Minas,-34.3667,-55.2333,Uruguay,2,NA
Minas,21.4894,-77.605,Cuba,2,NA
Minden,52.2883,8.9167,Germany,2,1
Minden,32.6187,-93.2762,United States,2,1
Mira,45.4375,12.1329,Italy,2,NA
Mira,40.4333,-8.7333,Portugal,2,NA
Miramar,25.9773,-80.3351,United States,3,1
Miramar,22.3375,-97.8694,Mexico,3,1
Miramar,-38.2667,-57.8333,Argentina,3,1
Miranda,3.25,-76.25,Colombia,2,NA
Miranda,-20.2408,-56.3778,Brazil,2,NA
Mirzapur,25.146,82.569,India,2,NA
Mirzapur,24.1083,90.0917,Bangladesh,2,NA
Mission,26.2039,-98.3256,United States,2,1
Mission,49.1337,-122.3112,Canada,2,1
Moanda,-5.9342,12.3494,Congo (Kinshasa),2,NA
Moanda,-1.5667,13.2,Gabon,2,NA
Moka,15.238,77.0599,India,2,NA
Moka,-20.219,57.496,Mauritius,2,NA
Moncada,15.7331,120.5725,Philippines,2,NA
Moncada,41.4867,2.1879,Spain,2,NA
Moncao,-3.4919,-45.2508,Brazil,2,NA
Moncao,42.0733,-8.48,Portugal,2,NA
Monmouth,51.81,-2.72,United Kingdom,2,1
Monmouth,44.8505,-123.2284,United States,2,1
Monrovia,6.3133,-10.8014,Liberia,2,1
Monrovia,34.165,-117.9921,United States,2,1
Montenegro,-29.6889,-51.4608,Brazil,2,NA
Montenegro,4.5671,-75.7504,Colombia,2,NA
Monterrey,25.6667,-100.3,Mexico,2,NA
Monterrey,4.8783,-72.8972,Colombia,2,NA
Montijo,38.6833,-8.9,Portugal,2,NA
Montijo,38.91,-6.6175,Spain,2,NA
Montmagny,48.9736,2.3458,France,2,NA
Montmagny,46.9833,-70.55,Canada,2,NA
Montrose,38.4689,-107.859,United States,2,1
Montrose,56.708,-2.467,United Kingdom,2,1
Mora,10.0088,-84.0216,Costa Rica,4,NA
Mora,61.0167,14.5333,Sweden,4,NA
Mora,39.684,-3.777,Spain,4,NA
Mora,14.3278,-4.6,Mali,4,NA
Morales,15.4725,-88.8414,Guatemala,2,NA
Morales,2.7603,-76.6339,Colombia,2,NA
Morden,51.4015,-0.1949,United Kingdom,2,NA
Morden,49.1919,-98.1006,Canada,2,NA
Mori,34.8356,137.9271,Japan,2,NA
Mori,45.85,10.9833,Italy,2,NA
Moron,49.6356,100.1556,Mongolia,4,NA
Moron,-34.65,-58.6167,Argentina,4,NA
Moron,22.1108,-78.6278,Cuba,4,NA
Moron,18.56,-74.2579,Haiti,4,NA
Moscow,55.7558,37.6178,Russia,2,1
Moscow,46.7308,-116.9986,United States,2,1
Munster,51.9625,7.6256,Germany,2,1
Munster,41.5468,-87.504,United States,2,1
Murcia,37.9861,-1.1303,Spain,2,NA
Murcia,10.6,123.0333,Philippines,2,NA
Mwanza,-2.5167,32.9,Tanzania,2,NA
Mwanza,-15.5986,34.5178,Malawi,2,NA
Naples,40.8333,14.25,Italy,2,1
Naples,26.1504,-81.7936,United States,2,1
Nara,34.6844,135.805,Japan,2,NA
Nara,15.18,-7.28,Mali,2,NA
Naryn,41.4333,76,Kyrgyzstan,2,NA
Naryn,38.2,68.9,Tajikistan,2,NA
Nawabganj,24.6,88.2667,Bangladesh,2,NA
Nawabganj,28.54,79.633,India,2,NA
Nazare,-13.035,-39.0139,Brazil,2,NA
Nazare,39.6,-9.0667,Portugal,2,NA
Nazareth,32.7019,35.3033,Israel,2,NA
Nazareth,8.5562,77.971,India,2,NA
Nelson,-41.2708,173.2839,New Zealand,3,NA
Nelson,53.8346,-2.218,United Kingdom,3,NA
Nelson,49.5,-117.2833,Canada,3,NA
Neunkirchen,49.35,7.1667,Germany,2,NA
Neunkirchen,47.7269,16.0817,Austria,2,NA
New Brighton,53.432,-3.049,United Kingdom,2,1
New Brighton,45.0658,-93.206,United States,2,1
Newcastle,-27.7464,29.9328,South Africa,4,1
Newcastle,54.98,-1.61,United Kingdom,4,1
Newcastle,-32.9167,151.75,Australia,4,1
Newcastle,47.5304,-122.1633,United States,4,1
Newman,37.3156,-121.0212,United States,2,1
Newman,-23.3539,119.7319,Australia,2,1
Newmarket,44.05,-79.4667,Canada,3,1
Newmarket,52.2459,0.4105,United Kingdom,3,1
Newmarket,43.0691,-70.9516,United States,3,1
Newport,51.5886,-2.9978,United Kingdom,2,1
Newport,39.0856,-84.4868,United States,2,1
Newton,42.3316,-71.2085,United States,2,1
Newton,8.3333,-13.0667,Sierra Leone,2,1
Newtown,41.3988,-73.2927,United States,2,1
Newtown,52.5132,-3.3141,United Kingdom,2,1
Neya,34.7667,135.6333,Japan,2,NA
Neya,58.3,43.8667,Russia,2,NA
Niagara Falls,43.06,-79.1067,Canada,2,1
Niagara Falls,43.0921,-79.0147,United States,2,1
Nicosia,35.1725,33.365,Cyprus,2,NA
Nicosia,37.75,14.4,Italy,2,NA
Nogales,31.1833,-111,Mexico,3,1
Nogales,-32.735,-71.2025,Chile,3,1
Nogales,31.3624,-110.9336,United States,3,1
Nola,3.5333,16.0667,Central African Republic,2,NA
Nola,40.9333,14.5333,Italy,2,NA
Northampton,52.2304,-0.8938,United Kingdom,2,1
Northampton,40.2104,-75.0014,United States,2,1
Northfield,52.408,-1.963,United Kingdom,2,1
Northfield,44.455,-93.1698,United States,2,1
Norton,54.589,-1.3157,United Kingdom,3,1
Norton,-17.8833,30.7,Zimbabwe,3,1
Norton,41.964,-71.1842,United States,3,1
Norwich,52.6286,1.2928,United Kingdom,3,1
Norwich,41.5495,-72.0882,United States,3,1
Norwich,42.9833,-80.6,Canada,3,1
Noto,36.8833,15.0833,Italy,2,NA
Noto,37.3103,137.1477,Japan,2,NA
Nova Esperanca,-6.7333,15.9,Angola,2,NA
Nova Esperanca,-23.1839,-52.205,Brazil,2,NA
Novi Pazar,43.15,20.5167,Serbia,2,NA
Novi Pazar,43.35,27.2,Bulgaria,2,NA
Novomoskovsk,54.0833,38.2167,Russia,2,NA
Novomoskovsk,48.6328,35.2239,Ukraine,2,NA
Nueva Concepcion,14.1997,-91.2997,Guatemala,2,NA
Nueva Concepcion,14.1333,-89.3,El Salvador,2,NA
Oakville,43.45,-79.6833,Canada,2,1
Oakville,38.4479,-90.3199,United States,2,1
Obando,14.7083,120.9375,Philippines,2,NA
Obando,4.5833,-75.9167,Colombia,2,NA
Obidos,-1.9178,-55.5178,Brazil,2,NA
Obidos,39.3581,-9.1578,Portugal,2,NA
Ocana,8.2333,-73.35,Colombia,2,NA
Ocana,39.9569,-3.4967,Spain,2,NA
Oeiras,38.6833,-9.3167,Portugal,2,NA
Oeiras,-7.025,-42.1308,Brazil,2,NA
Oliva,38.9194,-0.1211,Spain,2,NA
Oliva,-32.0333,-63.5667,Argentina,2,NA
Onda,39.9625,-0.2639,Spain,2,NA
Onda,25.2452,85.665,India,2,NA
Orange,33.8038,-117.8218,United States,3,1
Orange,-33.2833,149.1,Australia,3,1
Orange,44.1383,4.8097,France,3,1
Oranjestad,12.5186,-70.0358,Aruba,2,NA
Oranjestad,17.4833,-62.9833,"Bonaire, Sint Eustatius, and Saba",2,NA
Ostrov,57.35,28.35,Russia,2,NA
Ostrov,50.306,12.9392,Czechia,2,NA
Ottawa,45.4247,-75.695,Canada,2,1
Ottawa,41.3555,-88.8261,United States,2,1
Ourem,39.65,-8.5667,Portugal,2,NA
Ourem,-1.5478,-47.1189,Brazil,2,NA
Oviedo,43.36,-5.845,Spain,2,1
Oviedo,28.658,-81.1872,United States,2,1
Oxford,51.7519,-1.2578,United Kingdom,2,1
Oxford,34.3627,-89.5336,United States,2,1
Pace,30.6188,-87.1667,United States,2,1
Pace,48.1478,-1.7739,France,2,1
Pacora,9.08,-79.28,Panama,2,NA
Pacora,5.5258,-75.4589,Colombia,2,NA
Padre Las Casas,-38.7667,-72.6,Chile,2,NA
Padre Las Casas,18.7333,-70.9333,Dominican Republic,2,NA
Paita,-5.0911,-81.1064,Peru,2,NA
Paita,-22.1337,166.3505,New Caledonia,2,NA
Palatka,60.1,150.9,Russia,2,1
Palatka,29.6493,-81.6705,United States,2,1
Palencia,42.0167,-4.5333,Spain,2,NA
Palencia,14.6676,-90.3575,Guatemala,2,NA
Palermo,2.8917,-75.4375,Colombia,2,NA
Palermo,38.1157,13.3613,Italy,2,NA
Palestina,5.0833,-75.6667,Colombia,2,NA
Palestina,-20.39,-49.4328,Brazil,2,NA
Palma,39.5667,2.65,Spain,2,NA
Palma,-10.7758,40.4667,Mozambique,2,NA
Palmares,-8.6828,-35.5919,Brazil,2,NA
Palmares,10.0466,-84.4373,Costa Rica,2,NA
Palmira,3.5833,-76.25,Colombia,2,NA
Palmira,22.2444,-80.3944,Cuba,2,NA
Palu,-0.895,119.8594,Indonesia,2,NA
Palu,38.7039,39.9511,Turkey,2,NA
Pamplona,42.8167,-1.65,Spain,3,NA
Pamplona,7.3781,-72.6525,Colombia,3,NA
Pamplona,9.4667,123.1167,Philippines,3,NA
Panama City,8.9833,-79.5167,Panama,2,1
Panama City,30.1995,-85.6003,United States,2,1
Panorama,40.5833,23.0333,Greece,2,NA
Panorama,-21.3564,-51.86,Brazil,2,NA
Paola,35.8728,14.5075,Malta,2,NA
Paola,39.3667,16.0333,Italy,2,NA
Para,5.5167,-7.3333,C̫te d'Ivoire,2,NA
Para,23.5142,86.498,India,2,NA
Paradise,36.0872,-115.1355,United States,2,1
Paradise,47.5333,-52.8667,Canada,2,1
Paraiso,18.3961,-93.2128,Mexico,3,NA
Paraiso,9.8432,-83.8463,Costa Rica,3,NA
Paraiso,18,-71.1667,Dominican Republic,3,NA
Parana,-31.7331,-60.5297,Argentina,2,NA
Parana,-12.615,-47.8828,Brazil,2,NA
Parigi,-7.6914,108.5372,Indonesia,2,NA
Parigi,13.8929,77.4598,India,2,NA
Paris,48.8567,2.3522,France,2,1
Paris,33.6688,-95.546,United States,2,1
Parma,44.8015,10.328,Italy,3,1
Parma,41.3843,-81.7286,United States,3,1
Parma,65.923,57.403,Russia,3,1
Parral,26.9333,-105.6667,Mexico,2,NA
Parral,-36.15,-71.8333,Chile,2,NA
Patos,-7.0244,-37.28,Brazil,2,NA
Patos,40.6833,19.6167,Albania,2,NA
Patti,31.28,74.86,India,2,NA
Patti,38.1389,14.9648,Italy,2,NA
Pavia,10.775,122.5417,Philippines,2,NA
Pavia,45.1853,9.155,Italy,2,NA
Pedernales,18.0333,-71.75,Dominican Republic,2,NA
Pedernales,0.07,-80.055,Ecuador,2,NA
Pelham,40.9,-73.8063,United States,2,1
Pelham,43.0333,-79.3333,Canada,2,1
Pemberton,53.536,-2.6738,United Kingdom,2,1
Pemberton,39.9562,-74.6,United States,2,1
Pembroke,35.9264,14.4808,Malta,3,1
Pembroke,42.0655,-70.8014,United States,3,1
Pembroke,45.8167,-77.1,Canada,3,1
Penrith,-33.7511,150.6942,Australia,2,NA
Penrith,54.6648,-2.7548,United Kingdom,2,NA
Perez,-33,-60.7667,Argentina,2,NA
Perez,14.1833,121.9333,Philippines,2,NA
Perth,-31.9559,115.8606,Australia,2,NA
Perth,56.3958,-3.4333,United Kingdom,2,NA
Peterborough,52.5662,-0.2366,United Kingdom,3,NA
Peterborough,44.3,-78.3167,Canada,3,NA
Peterborough,-32.9667,138.8333,Australia,3,NA
Phulpur,24.955,90.3573,Bangladesh,2,NA
Phulpur,25.55,82.1,India,2,NA
Picos,15.083,-23.632,Cabo Verde,2,NA
Picos,-7.0769,-41.4669,Brazil,2,NA
Pila,53.15,16.7333,Poland,2,NA
Pila,14.2333,121.3667,Philippines,2,NA
Pilar,-26.87,-58.3,Paraguay,4,NA
Pilar,-34.4588,-58.9142,Argentina,4,NA
Pilar,12.9244,123.6756,Philippines,4,NA
Pilar,-9.5972,-35.9567,Brazil,4,NA
Pinto,40.25,-3.7,Spain,2,NA
Pinto,-36.7,-71.9,Chile,2,NA
Plainview,14.5777,121.0337,Philippines,2,1
Plainview,40.7832,-73.4732,United States,2,1
Plumstead,51.49,0.09,United Kingdom,2,1
Plumstead,40.3878,-75.1164,United States,2,1
Plymouth,50.3714,-4.1422,United Kingdom,2,1
Plymouth,45.0225,-93.4617,United States,2,1
Pokrov,47.6533,34.0842,Ukraine,2,NA
Pokrov,55.9117,39.1847,Russia,2,NA
Pokrovsk,48.2828,37.1828,Ukraine,2,NA
Pokrovsk,61.4833,129.15,Russia,2,NA
Pombal,39.9161,-8.6281,Portugal,2,NA
Pombal,-6.77,-37.8019,Brazil,2,NA
Ponta do Sol,17.202,-25.093,Cabo Verde,2,NA
Ponta do Sol,32.6806,-17.1042,Portugal,2,NA
Pontevedra,42.4333,-8.6333,Spain,2,NA
Pontevedra,10.3667,122.8833,Philippines,2,NA
Portland,45.5371,-122.65,United States,2,1
Portland,-38.3333,141.6,Australia,2,1
Porto,41.1621,-8.622,Portugal,2,NA
Porto,-3.8928,-42.71,Brazil,2,NA
Portsmouth,50.8058,-1.0872,United Kingdom,2,1
Portsmouth,43.058,-70.7826,United States,2,1
Potosi,-19.5892,-65.7533,Bolivia,3,NA
Potosi,11.4942,-85.8556,Nicaragua,3,NA
Potosi,0.8081,-77.5728,Colombia,3,NA
Potsdam,52.4,13.0667,Germany,2,1
Potsdam,44.6774,-75.0396,United States,2,1
Pozega,45.3331,17.6736,Croatia,2,NA
Pozega,43.8459,20.0368,Serbia,2,NA
Progreso,-34.665,-56.2194,Uruguay,2,NA
Progreso,32.5842,-115.5842,Mexico,2,NA
Progress,40.2901,-76.8394,United States,2,1
Progress,49.7504,129.6167,Russia,2,1
Pueblo Nuevo,17.1576,-92.8973,Mexico,3,NA
Pueblo Nuevo,8.5008,-75.5072,Colombia,3,NA
Pueblo Nuevo,13.3797,-86.4808,Nicaragua,3,NA
Pueblo Viejo,18.4,-70.7667,Dominican Republic,2,NA
Pueblo Viejo,19.1781,-100.2856,Mexico,2,NA
Puente Nacional,19.3333,-96.4833,Mexico,2,NA
Puente Nacional,5.8833,-73.6833,Colombia,2,NA
Puerto Escondido,15.8619,-97.0672,Mexico,2,NA
Puerto Escondido,8.95,-76.25,Colombia,2,NA
Puerto Rico,1.9142,-75.145,Colombia,2,NA
Puerto Rico,-26.8,-55.0167,Argentina,2,NA
Punta Gorda,16.1005,-88.8074,Belize,2,1
Punta Gorda,26.8941,-82.0513,United States,2,1
Puri,19.8106,85.8314,India,2,NA
Puri,-7.6833,15.6,Angola,2,NA
Puttalam,8.033,79.826,Sri Lanka,2,NA
Puttalam,8.0981,77.464,India,2,NA
Queens,40.7498,-73.7976,United States,2,1
Queens,44.0333,-64.7167,Canada,2,1
Queensbury,43.3568,-73.6765,United States,2,1
Queensbury,53.7683,-1.8453,United Kingdom,2,1
Queenstown,-31.9,26.8833,South Africa,2,NA
Queenstown,-42.0667,145.55,Australia,2,NA
Quesada,10.3441,-84.4199,Costa Rica,2,NA
Quesada,14.2723,-90.0373,Guatemala,2,NA
Quezaltepeque,13.8333,-89.2667,El Salvador,2,NA
Quezaltepeque,14.6333,-89.45,Guatemala,2,NA
Rabat,34.0209,-6.8416,Morocco,2,NA
Rabat,35.8817,14.3989,Malta,2,NA
Rafah,31.2886,34.2519,Gaza Strip,2,NA
Rafah,31.2808,34.2414,Egypt,2,NA
Rasht,37.2808,49.5831,Iran,2,NA
Rasht,39.0167,70.3833,Tajikistan,2,NA
Ravenna,44.4161,12.2017,Italy,2,1
Ravenna,41.1612,-81.2422,United States,2,1
Reading,51.4542,-0.9731,United Kingdom,2,1
Reading,40.34,-75.9267,United States,2,1
Rehoboth,-23.3167,17.0833,Namibia,2,1
Rehoboth,41.8439,-71.2456,United States,2,1
Remedios,22.4922,-79.5458,Cuba,2,NA
Remedios,7.0275,-74.6939,Colombia,2,NA
Requena,-5.0569,-73.8515,Peru,2,NA
Requena,39.4861,-1.1017,Spain,2,NA
Resende,-22.4689,-44.4469,Brazil,2,NA
Resende,41.106,-7.964,Portugal,2,NA
Retiro,-36.0333,-71.7667,Chile,2,NA
Retiro,6.0572,-75.5025,Colombia,2,NA
Ribeira Brava,16.615,-24.299,Cabo Verde,2,NA
Ribeira Brava,32.6833,-17.05,Portugal,2,NA
Ribeira Grande,17.183,-25.065,Cabo Verde,2,NA
Ribeira Grande,37.8167,-25.5167,Portugal,2,NA
Ricaurte,1.2108,-77.9933,Colombia,2,NA
Ricaurte,-2.8667,-78.9333,Ecuador,2,NA
Richmond,37.5295,-77.4756,United States,5,1
Richmond,49.1667,-123.1333,Canada,5,1
Richmond,-41.3333,173.1833,New Zealand,5,1
Richmond,51.456,-0.301,United Kingdom,5,1
Richmond,-33.5983,150.7511,Australia,5,1
Richmond Hill,43.8667,-79.4333,Canada,2,1
Richmond Hill,31.9012,-81.3125,United States,2,1
Riga,56.9489,24.1064,Latvia,2,NA
Riga,26.6553,85.442,India,2,NA
Rio Branco,-9.9747,-67.81,Brazil,2,NA
Rio Branco,-32.5972,-53.3833,Uruguay,2,NA
Rio Claro,-22.4108,-47.5608,Brazil,2,NA
Rio Claro,10.3042,-61.1708,Trinidad and Tobago,2,NA
Rio Cuarto,-33.1333,-64.35,Argentina,2,NA
Rio Cuarto,10.4076,-84.2135,Costa Rica,2,NA
Rio Grande,-32.035,-52.0986,Brazil,4,NA
Rio Grande,18.3789,-65.8388,Puerto Rico,4,NA
Rio Grande,-53.7833,-67.7,Argentina,4,NA
Rio Grande,19.73,-70.8,Dominican Republic,4,NA
Rio Negro,-26.1,-49.79,Brazil,2,NA
Rio Negro,-40.7833,-73.2,Chile,2,NA
Rio Segundo,-31.6501,-63.9116,Argentina,2,NA
Rio Segundo,10.0013,-84.1937,Costa Rica,2,NA
Rio Tinto,41.178,-8.56,Portugal,2,NA
Rio Tinto,-6.8028,-35.0808,Brazil,2,NA
Ripon,54.138,-1.524,United Kingdom,2,1
Ripon,37.7417,-121.131,United States,2,1
Rivera,-30.9025,-55.5506,Uruguay,2,NA
Rivera,2.7853,-75.2589,Colombia,2,NA
Riverview,27.8227,-82.3023,United States,2,1
Riverview,46.0613,-64.8052,Canada,2,1
Rocafuerte,-0.92,-80.46,Ecuador,2,NA
Rocafuerte,-0.9329,-75.4,Peru,2,NA
Rochefort,45.9421,-0.9588,France,2,NA
Rochefort,50.1667,5.2167,Belgium,2,NA
Rochester,43.168,-77.6162,United States,2,1
Rochester,51.375,0.5,United Kingdom,2,1
Rodeo,38.0367,-122.2526,United States,2,1
Rodeo,-30.2164,-69.1394,Argentina,2,1
Rolla,37.9459,-91.7607,United States,2,1
Rolla,13.8331,77.1,India,2,1
Roma,26.4166,-99.0061,United States,2,1
Roma,-26.5733,148.7869,Australia,2,1
Rome,41.8931,12.4828,Italy,2,1
Rome,34.2662,-85.1863,United States,2,1
Ronda,36.7372,-5.1647,Spain,2,NA
Ronda,10.0003,123.4095,Philippines,2,NA
Rosario,-32.9575,-60.6394,Argentina,4,NA
Rosario,13.846,121.206,Philippines,4,NA
Rosario,-2.9339,-44.235,Brazil,4,NA
Rosario,-34.3139,-57.3525,Uruguay,4,NA
Rosas,42.2633,3.175,Spain,2,NA
Rosas,2.2667,-76.75,Colombia,2,NA
Rotterdam,51.9167,4.5,Netherlands,2,1
Rotterdam,42.8133,-74.0129,United States,2,1
Ruse,43.8231,25.9539,Bulgaria,2,NA
Ruse,46.5386,15.5154,Slovenia,2,NA
Rutherford,40.8203,-74.1057,United States,2,1
Rutherford,-32.715,151.5317,Australia,2,1
Rye,41.0075,-73.6872,United States,2,1
Rye,50.95,0.73,United Kingdom,2,1
Sabaneta,6.15,-75.6,Colombia,3,NA
Sabaneta,19.4833,-71.35,Dominican Republic,3,NA
Sabaneta,8.7522,-69.9325,Venezuela,3,NA
Sabang,5.8942,95.3192,Indonesia,2,NA
Sabang,22.183,87.599,India,2,NA
Sacramento,38.5677,-121.4685,United States,2,1
Sacramento,-19.865,-47.44,Brazil,2,1
Sadovoye,46.1269,30.385,Ukraine,2,NA
Sadovoye,42.8528,74.1722,Kyrgyzstan,2,NA
Safi,32.2833,-9.2333,Morocco,2,NA
Safi,35.8333,14.485,Malta,2,NA
Saidpur,25.8004,89,Bangladesh,3,NA
Saidpur,33.7421,73.0677,Pakistan,3,NA
Saidpur,25.55,83.18,India,3,NA
Saint-Denis,-20.8789,55.4481,Reunion,2,NA
Saint-Denis,48.9356,2.3539,France,2,NA
Saint-Louis,16.0333,-16.5,Senegal,2,NA
Saint-Louis,47.59,7.57,France,2,NA
Saka,34.6167,-3.4167,Morocco,2,NA
Saka,34.3412,132.5136,Japan,2,NA
Saki,8.6667,3.4,Nigeria,2,NA
Saki,41.2,47.1667,Azerbaijan,2,NA
Salamanca,20.5703,-101.1972,Mexico,3,NA
Salamanca,40.965,-5.6642,Spain,3,NA
Salamanca,-31.7667,-70.9667,Chile,3,NA
Salamina,37.9667,23.5,Greece,2,NA
Salamina,5.4083,-75.49,Colombia,2,NA
Salaya,22.32,69.6,India,2,NA
Salaya,13.8023,100.3208,Thailand,2,NA
Salcedo,19.378,-70.418,Dominican Republic,2,NA
Salcedo,11.15,125.6667,Philippines,2,NA
Sale,34.0333,-6.8,Morocco,3,NA
Sale,53.424,-2.322,United Kingdom,3,NA
Sale,-38.1,147.0667,Australia,3,NA
Salem,11.65,78.15,India,2,1
Salem,44.9233,-123.0244,United States,2,1
Sali,14.4383,-17.0125,Senegal,2,NA
Sali,26.9833,-0.0333,Algeria,2,NA
Salinas,36.6883,-121.6317,United States,4,1
Salinas,-34.7833,-55.8333,Uruguay,4,1
Salinas,-16.1185,-42.174,Brazil,4,1
Salinas,-2.2167,-80.9501,Ecuador,4,1
Salisbury,38.3756,-75.5865,United States,2,1
Salisbury,51.07,-1.79,United Kingdom,2,1
Salo,60.3861,23.125,Finland,2,NA
Salo,45.6,10.5333,Italy,2,NA
Salt Lake City,40.7776,-111.9311,United States,2,1
Salt Lake City,22.61,88.4,India,2,1
Salto,-31.3833,-57.95,Uruguay,2,NA
Salto,-23.2008,-47.2869,Brazil,2,NA
Salvador,-12.9747,-38.4767,Brazil,2,NA
Salvador,20.2094,-75.2231,Cuba,2,NA
Salyan,39.595,48.9792,Azerbaijan,2,NA
Salyan,28.35,82.1833,Nepal,2,NA
Samana,19.2,-69.3167,Dominican Republic,3,NA
Samana,30.15,76.19,India,3,NA
Samana,5.5833,-74.9167,Colombia,3,NA
Same,-9,125.65,Timor-Leste,2,NA
Same,-4.0667,37.7833,Tanzania,2,NA
San Agustin,1.9,-76.2833,Colombia,2,NA
San Agustin,12.5689,122.1314,Philippines,2,NA
San Andres,14.5739,121.0039,Philippines,2,NA
San Andres,12.5847,-81.7006,Colombia,2,NA
San Antonio,29.4632,-98.5238,United States,6,1
San Antonio,14.4656,121.0311,Philippines,6,1
San Antonio,-25.3797,-57.6097,Paraguay,6,1
San Antonio,9.9781,-84.1879,Costa Rica,6,1
San Antonio,-33.5933,-71.6217,Chile,6,1
